Title	Automatic Acquisition of Adjectival Subcategorization from Corpora	page=0 xpos=0 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
I-Body	analogously defined for (adjective, frame) pairs. The	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	F-measure (β = 1) is a weighted combination of	page=5 xpos=0 ypos=4 left-column full-justified font-largest aligned-line headchar-capital
E-Body	precision and recall.	page=5 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	4.3 Results	page=5 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	Running the system on the test data yielded the re-	page=5 xpos=0 ypos=5 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	sults summarised in table 2. The greater expres-	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	siveness of the final pattern language resulted in a	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	classifier that performed better than the “regression”	page=5 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower
I-Body	versions which ignored either ordering constraints,	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	or both ordering constraints and slots. As expected,	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	removing features from the classifier translated di-	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	rectly into degraded accuracy. The performance of	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	the best classifier (67.8% F-measure) is quite simi-	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lar to that of the best current verbal SCF acquisition	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
E-Body	systems (e.g. (Korhonen, 2002)).	page=5 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail year headchar-lower tailchar-period
B-Body	Results for individual adjectives are given in table	page=5 xpos=0 ypos=8 left-column left-indent indented-line longer-tail headchar-capital
I-Body	3. The first column shows the number of SCF s ac-	page=5 xpos=0 ypos=8 left-column full-justified hanged-line itemization tailchar-hiphen
I-Body	quired for each adjective, ranging from 2 for unspec-	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen above-double-space above-line-space
B-Footnote	ments of inter-annotator agreement, but this was judged less im-	page=5 xpos=0 ypos=8 left-column full-justified font-smallest aligned-line line-double-space line-space headchar-lower tailchar-hiphen
I-Footnote	portant than the enhanced ease of use arising from the reduced	page=5 xpos=0 ypos=9 left-column full-justified font-smallest aligned-line headchar-lower
I-Footnote	set of choices.	page=5 xpos=0 ypos=9 left-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period column-bottom
Table	__Table 2__	page=5 xpos=5 ypos=-3 right-column left-over right-indent box column-top table-area above-double-space above-line-space
B-Caption	Table 2: Overall performance of the classifier and of	page=5 xpos=5 ypos=0 right-column full-justified longer-tail line-double-space line-space string-table headchar-capital
E-Caption	regression systems with restricted pattern-matching	page=5 xpos=5 ypos=0 right-column right-indent aligned-line headchar-lower above-blank-line above-double-space above-line-space
I-Body	ified to 11 for doubtful. Looking at the F-measure,	page=5 xpos=5 ypos=0 right-column full-justified aligned-line line-blank-line line-double-space line-space headchar-lower tailchar-comma
I-Body	the best performing adjectives are unspecified, diffi-	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cult and sure (80%) and the worst performing unsure	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
E-Body	(50%) and and improbable (60%).	page=5 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail tailchar-period
B-Body	There appears to be no obvious connection be-	page=5 xpos=5 ypos=1 right-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	tween performance figures and the number of ac-	page=5 xpos=5 ypos=2 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	quired SCF types; differences are rather due to the	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	difficulty of detecting individual SCF types — an is-	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	sue directly related to data sparsity.	page=5 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Despite the size of the BNC , 5 SCF s were not	page=5 xpos=5 ypos=3 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	seen at all, either for the test adjectives or for any	page=5 xpos=5 ypos=3 right-column full-justified hanged-line headchar-lower
I-Body	others. Frames involving to-infinitive complements	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	were particularly rare: 4 such SCF s had no exam-	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ples in the corpus and a further 3 occurred 5 times or	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	fewer in the test data. It is more difficult to develop	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	patterns for SCF s that occur infrequently, and the few	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	instances of such SCF s are unlikely to include a set	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	of GR s that is adequate for classification. The ef-	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	fect on the results was clear: of the 9 SCF s which	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	the classifier did not correctly recognise at all, 4 oc-	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	curred 5 times or fewer in the test data and a further	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
E-Body	2 occurred 5–10 times.	page=5 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail numbered-heading1 tailchar-period above-line-space
B-Body	The most common error made by the clas-	page=5 xpos=5 ypos=6 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	sifier was to mistake a complex frame (e.g.	page=5 xpos=5 ypos=6 right-column full-justified hanged-line headchar-lower tailchar-period
I-Body	adj-obj-for-to-inf, or to-inf-wh-adj)	page=5 xpos=5 ypos=6 right-column centered right-over aligned-line headchar-lower
I-Body	for simple-predicative, which subsumes all	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	such frames. This occurred whenever the GR s emit-	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ted by the parser failed to include any information	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
E-Body	about the complements of the adjective.	page=5 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	5 Discussion	page=5 xpos=5 ypos=8 right-column right-indent font-larger aligned-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	Data sparsity is perhaps the greatest hindrance both	page=5 xpos=5 ypos=8 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	to recovering adjectival subcategorization and to	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	lexical acquisition in general. In the future, we plan	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	to carry out experiments with a larger set of adjec-	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen column-bottom above-blank-line above-double-space above-line-space
Page	619	page=5 xpos=4 ypos=9 single-column left-indent right-indent column-top line-blank-line line-double-space line-space numeric-only page-bottom
Table	__Table 3__	page=6 xpos=-1 ypos=-1 left-column left-over box page-top table-area above-double-space above-line-space
B-Caption	Table 3: SCF count and classifier performance for	page=6 xpos=0 ypos=1 left-column full-justified line-double-space line-space string-table headchar-capital
E-Caption	each adjective.	page=6 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
I-Body	tives using more data (possibly from several corpora	page=6 xpos=0 ypos=2 left-column full-justified aligned-line longer-tail line-blank-line line-double-space line-space headchar-lower
I-Body	and the web) to determine how severe this problem	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	is for adjectives. One possible way to address the	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	problem is to smooth the acquired SCF distributions	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	using SCF “back-off” (probability) estimates based	page=6 xpos=0 ypos=3 left-column right-indent aligned-line headchar-lower
I-Body	on lexical classes of adjectives in the manner pro-	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	posed by (Korhonen, 2002). This helps to correct the	page=6 xpos=0 ypos=3 left-column full-justified aligned-line year headchar-lower
I-Body	acquired distributions and to detect low frequency	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
E-Body	and unseen SCF s.	page=6 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	However, our experiment also revealed other	page=6 xpos=0 ypos=4 left-column left-indent indented-line longer-tail headchar-capital
I-Body	problems which require attention in the future.	page=6 xpos=0 ypos=4 left-column full-justified hanged-line headchar-lower tailchar-period
I-Body	One such is that GR s output by RASP (the ver-	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	sion we used in our experiments) do not re-	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tain certain distinctions which are essential for	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	distinguishing particular SCF s. For example,	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	a sentential complement of an adjective with	page=6 xpos=0 ypos=5 left-column full-justified aligned-line itemization headchar-lower
I-Body	a that-complementiser should be annotated with	page=6 xpos=0 ypos=5 left-column full-justified aligned-line itemization headchar-lower
I-Body	ccomp(that, adjective, verbal-head) , but this	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	relation (with that as the type argument) does not	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	occur in the parsed BNC . As a consequence the clas-	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	sifier is unable to distinguish the frame.	page=6 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Another problem arises from the fact that our cur-	page=6 xpos=0 ypos=6 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	rent classifier operates on a predefined set of SCF s.	page=6 xpos=0 ypos=6 left-column full-justified hanged-line headchar-lower tailchar-period
I-Body	The COMLEX SCF s, from which ours were derived,	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-capital tailchar-comma
I-Body	are extremely incomplete. Almost a quarter (477 of	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	1931) of sentences were annotated as “undefined”.	page=6 xpos=0 ypos=7 left-column right-indent aligned-line year tailchar-period
I-Body	For example, while there are SCF s for sentential	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-capital
I-Body	and infinitival complement in subject position with	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	what <sup>6</sup> , there is no SCF for the case with a what -	page=6 xpos=0 ypos=7 left-column full-justified font-largest aligned-line headchar-lower tailchar-hiphen
I-Body	prefixed complement in object position, where the	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	subject is an NP . The lack is especially perplexing,	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	because COMLEX does include the corresponding	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	SCF s for verbs. There is a frame for “He wondered	page=6 xpos=0 ypos=8 left-column right-indent aligned-line headchar-capital above-double-space above-line-space
B-Footnote	<sup>6</sup> (adj-subj-what-s: “What he will do is uncertain”;	page=6 xpos=0 ypos=8 left-column left-indent indented-line line-double-space line-space headchar-super tailchar-semicolon
I-Footnote	adj-subj-what-to-inf: “What to do was unclear”), to-	page=6 xpos=0 ypos=9 left-column full-justified font-smallest hanged-line headchar-lower tailchar-hiphen
I-Footnote	gether with the extraposed versions (extrap-adj-what-s	page=6 xpos=0 ypos=9 left-column centered right-over font-smallest aligned-line headchar-lower
I-Footnote	and extrap-adj-what-to-inf).	page=6 xpos=0 ypos=9 left-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period column-bottom
I-Body	what to do” ( what-to-inf ), but none for “He was	page=6 xpos=5 ypos=0 right-column right-indent column-top headchar-lower
E-Body	unsure what to do”.	page=6 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	While we can easily extend the current frame-	page=6 xpos=5 ypos=0 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	set by looking for further SCF types from dictio-	page=6 xpos=5 ypos=0 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	naries and from among the corpus occurrences la-	page=6 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	belled by our annotators as unclassified, we also plan	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	to extend the classifier to automatically induce pre-	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	viously unseen frames from data. A possible ap-	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	proach is to use restricted generalization on sets of	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	GR s to group similar sentences together. General-	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	ization (anti-unification) is an intersection operation	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	on two structures which retains the features common	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	to both; generalization over the sets of GR s associ-	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ated with the sentences which instantiate a particular	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	frame can produce a pattern such as we used for clas-	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sification in the experiments described above. This	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	approach also offers the possibility of associating	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	confidence levels with each pattern, corresponding	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	to the degree to which the generalized pattern cap-	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tures the features common to the members of the	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	associated class. It is possible that frames could	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	be induced by grouping sentences according to the	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	“best” (e.g. most information-preserving) general-	page=6 xpos=5 ypos=4 right-column right-indent aligned-line tailchar-hiphen
I-Body	izations for various combinations, but it is not clear	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	how this can be implemented with acceptable effi-	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	ciency.	page=6 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	The hierarchical approach described in this paper	page=6 xpos=5 ypos=5 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	may also helpful in the discovery of new frames:	page=6 xpos=5 ypos=5 right-column full-justified hanged-line headchar-lower tailchar-colon
I-Body	missing combinations of parent classes can be ex-	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	plored readily, and it may be possible to combine the	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	various features in an SCF feature structure to gen-	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	erate example sentences which a human could then	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
E-Body	inspect to judge grammaticality.	page=6 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	6 Conclusion	page=6 xpos=5 ypos=6 right-column right-indent font-larger aligned-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	We have described a novel system for automati-	page=6 xpos=5 ypos=7 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	cally acquiring adjectival subcategorization and as-	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sociated frequency information from corpora, along	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	with an annotation tool for producing training and	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	test data for the task. The acquisition system, which	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	is capable of distinguishing 30 SCF types, performs	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	sophisticated pattern matching on sets of GR s pro-	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	duced by a robust statistical parser. The informa-	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion provided by GR s closely matches the structure	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	that subcategorization acquisition seeks to recover.	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	The figures reported demonstrate the feasibility of	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-capital
I-Body	the approach: our classifier achieved 70% type pre-	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen column-bottom above-blank-line above-double-space above-line-space
Page	620	page=6 xpos=4 ypos=9 single-column left-indent right-indent column-top line-blank-line line-double-space line-space numeric-only page-bottom
I-Body	cision and 66% type recall on the test data. The dis-	page=7 xpos=0 ypos=0 left-column centered right-indent page-top headchar-lower tailchar-hiphen
I-Body	cussion suggests several ways in which the system	page=7 xpos=0 ypos=0 left-column centered right-indent aligned-line headchar-lower
I-Body	may be improved, refined and extended in the fu-	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	ture.	page=7 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
AcknowledgementHeader	Acknowledgements	page=7 xpos=0 ypos=0 left-column right-indent font-larger aligned-line longer-tail line-double-space line-space string-acknowledgement headchar-capital above-double-space above-line-space
B-Acknowledgement	We would like to thank Ann Copestake for all her	page=7 xpos=0 ypos=1 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
E-Acknowledgement	help during this work.	page=7 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
ReferenceHeader	References	page=7 xpos=0 ypos=1 left-column right-indent font-larger aligned-line shorter-tail line-blank-line line-double-space line-space string-reference headchar-capital above-double-space above-line-space
B-Reference	B. Boguraev, J. Carroll, E. Briscoe, D. Carter, and	page=7 xpos=0 ypos=2 left-column full-justified font-smallest aligned-line longer-tail line-double-space line-space headchar-capital
I-Reference	C. Grover. 1987. The derivation of a grammatically-	page=7 xpos=0 ypos=2 left-column left-indent font-smallest indented-line year headchar-capital tailchar-hiphen
I-Reference	indexed lexicon from the Longman Dictionary of Con-	page=7 xpos=0 ypos=2 left-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	temporary English. In Proceedings of the 25th Annual	page=7 xpos=0 ypos=2 left-column left-indent font-smallest aligned-line headchar-lower
I-Reference	Meeting of the Association for Computational Linguis-	page=7 xpos=0 ypos=2 left-column left-indent font-smallest aligned-line headchar-capital tailchar-hiphen
I-Reference	tics, pages 193–200, Stanford, CA.	page=7 xpos=0 ypos=3 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Michael R. Brent. 1991. Automatic acquisition of sub-	page=7 xpos=0 ypos=3 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	categorization frames from untagged text. In Meet-	page=7 xpos=0 ypos=3 left-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	ing of the Association for Computational Linguistics,	page=7 xpos=0 ypos=3 left-column left-indent font-smallest aligned-line headchar-lower tailchar-comma
I-Reference	pages 209–214.	page=7 xpos=0 ypos=3 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	E. J. Briscoe and J. Carroll. 1997. Automatic Extraction	page=7 xpos=0 ypos=4 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	of Subcategorization from Corpora. In Proceedings	page=7 xpos=0 ypos=4 left-column left-indent font-smallest indented-line headchar-lower
I-Reference	of the 5th Conference on Applied Natural Language	page=7 xpos=0 ypos=4 left-column left-indent font-smallest aligned-line headchar-lower
I-Reference	Processing, Washington DC, USA.	page=7 xpos=0 ypos=4 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	E. Briscoe and J. Carroll. 2002. Robust accurate sta-	page=7 xpos=0 ypos=4 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	tistical annotation of general text. In Proceedings of	page=7 xpos=0 ypos=5 left-column left-indent font-smallest indented-line headchar-lower
I-Reference	the Third International Conference on Language Re-	page=7 xpos=0 ypos=5 left-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	sources and Evaluation, pages 1499–1504, Las Pal-	page=7 xpos=0 ypos=5 left-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	mas, Canary Islands, May.	page=7 xpos=0 ypos=5 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	E. Briscoe, J. Carroll, Jonathan Graham, and Ann Copes-	page=7 xpos=0 ypos=5 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Reference	take. 2002. Relational evaluation schemes. In Pro-	page=7 xpos=0 ypos=5 left-column left-indent font-smallest indented-line year headchar-lower tailchar-hiphen
I-Reference	ceedings of the Beyond PARSEVAL Workshop at the	page=7 xpos=0 ypos=6 left-column left-indent font-smallest aligned-line headchar-lower
I-Reference	3rd International Conference on Language Resources	page=7 xpos=0 ypos=6 left-column left-indent font-smallest aligned-line
I-Reference	and Evaluation, pages 4–8, Las Palmas, Gran Canaria.	page=7 xpos=0 ypos=6 left-column left-indent font-smallest aligned-line headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Lou Burnard, 1995. The BNC Users Reference Guide.	page=7 xpos=0 ypos=6 left-column full-justified font-smallest hanged-line line-double-space line-space string-reference year headchar-capital tailchar-period
I-Reference	British National Corpus Consortium, Oxford, May.	page=7 xpos=0 ypos=6 left-column left-indent right-indent font-smallest indented-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	J. Carroll and E. Briscoe. 2002. High precision extrac-	page=7 xpos=0 ypos=7 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	tion of grammatical relations. In Proceedings of the	page=7 xpos=0 ypos=7 left-column left-indent font-smallest indented-line headchar-lower
I-Reference	19th International Conference on Computational Lin-	page=7 xpos=0 ypos=7 left-column left-indent font-smallest aligned-line tailchar-hiphen
I-Reference	guistics, pages 134–140, Taipei, Taiwan.	page=7 xpos=0 ypos=7 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Glenn Carroll and Mats Rooth. 1998. Valence induction	page=7 xpos=0 ypos=7 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	with a head-lexicalized pcfg. In Proc. of the 3rd Con-	page=7 xpos=0 ypos=8 left-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	ference on Empirical Methods in Natural Language	page=7 xpos=0 ypos=8 left-column left-indent font-smallest aligned-line headchar-lower
I-Reference	Processing, Granada, Spain.	page=7 xpos=0 ypos=8 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	J. Carroll, E. Briscoe, and A. Sanfilippo. 1998a. Parser	page=7 xpos=0 ypos=8 left-column right-over font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	evaluation: a survey and a new proposal. In Proceed-	page=7 xpos=0 ypos=8 left-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	ings of the 1st International Conference on Language	page=7 xpos=0 ypos=9 left-column left-indent font-smallest aligned-line headchar-lower
I-Reference	Resources and Evaluation, pages 447–454, Granada,	page=7 xpos=0 ypos=9 left-column left-indent font-smallest aligned-line headchar-capital tailchar-comma
I-Reference	Spain.	page=7 xpos=0 ypos=9 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-blank-line above-double-space above-line-space
Page	621	page=7 xpos=4 ypos=9 left-column left-indent right-over indented-line longer-tail line-blank-line line-double-space line-space numeric-only column-bottom
B-Reference	John Carroll, Guido Minnen, and Edward Briscoe.	page=7 xpos=5 ypos=0 right-column full-justified font-smallest column-top headchar-capital tailchar-period
I-Reference	1998b. Can Subcategorisation Probabilities Help	page=7 xpos=5 ypos=0 right-column left-indent font-smallest indented-line year
I-Reference	a Statistical Parser? In Proceedings of the 6th	page=7 xpos=5 ypos=0 right-column left-indent font-smallest aligned-line itemization headchar-lower
I-Reference	ACL/SIGDAT Workshop on Very Large Corpora, pages	page=7 xpos=5 ypos=0 right-column left-indent font-smallest aligned-line headchar-capital
I-Reference	118–126, Montreal, Canada. Association for Compu-	page=7 xpos=5 ypos=0 right-column left-indent font-smallest aligned-line tailchar-hiphen
I-Reference	tational Linguistics.	page=7 xpos=5 ypos=0 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Eva Esteve Ferrer. 2004. Towards a Semantic Clas-	page=7 xpos=5 ypos=1 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	sification of Spanish Verbs Based on Subcategorisa-	page=7 xpos=5 ypos=1 right-column left-indent right-over font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	tion Information. In ACL Student Research Workshop,	page=7 xpos=5 ypos=1 right-column left-indent font-smallest aligned-line headchar-lower tailchar-comma
I-Reference	Barcelona, Spain.	page=7 xpos=5 ypos=1 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
