Title	Sense-level Subjectivity in a Multilingual Setting	page=0 xpos=1 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
I-Reference	ings of the 2008 Conference on Empirical Methods	page=5 xpos=0 ypos=7 left-column left-indent font-smallest aligned-line year headchar-lower
I-Reference	in Natural Language Processing (EMNLP-2008),	page=5 xpos=0 ypos=8 left-column left-indent font-smallest aligned-line year headchar-lower tailchar-comma
I-Reference	pages 127–135, Honolulu, Hawaii.	page=5 xpos=0 ypos=8 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Carmen Banea, Rada Mihalcea, and Janyce Wiebe.	page=5 xpos=0 ypos=8 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital tailchar-period
I-Reference	2010. Multilingual Subjectivity: Are More Lan-	page=5 xpos=0 ypos=8 left-column left-indent font-smallest indented-line year tailchar-hiphen
I-Reference	guages Better ? In Proceedings of the International	page=5 xpos=0 ypos=8 left-column left-indent font-smallest aligned-line headchar-lower
I-Reference	Conference on Computational Linguistics (COLING	page=5 xpos=0 ypos=9 left-column left-indent font-smallest aligned-line headchar-capital
I-Reference	2010), Beijing, China.	page=5 xpos=0 ypos=9 left-column left-indent right-indent font-smallest aligned-line shorter-tail year tailchar-period above-double-space above-line-space
B-Reference	Mikhail Bautin, Lohit Vijayarenu, and Steven Skiena.	page=5 xpos=0 ypos=9 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital tailchar-period
I-Reference	2008. International sentiment analysis for news and	page=5 xpos=0 ypos=9 left-column left-indent font-smallest indented-line year above-line-space
Page	49	page=5 xpos=4 ypos=9 left-column left-indent right-over indented-line longer-tail line-space numeric-only column-bottom
I-Reference	blogs. In Proceedings of the International Confer-	page=5 xpos=5 ypos=0 right-column left-indent font-smallest column-top headchar-lower tailchar-hiphen
I-Reference	ence on Weblogs and Social Media (ICWSM-2008),	page=5 xpos=5 ypos=0 right-column left-indent font-smallest aligned-line year headchar-lower tailchar-comma
I-Reference	Seattle, Washington.	page=5 xpos=5 ypos=0 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	John Blitzer, Mark Dredze, and Fernando Pereira.	page=5 xpos=5 ypos=0 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital tailchar-period
I-Reference	2007. Biographies, Bollywood, Boom-boxes and	page=5 xpos=5 ypos=0 right-column left-indent font-smallest indented-line year
I-Reference	Blenders: Domain Adaptation for Sentiment Classi-	page=5 xpos=5 ypos=0 right-column left-indent font-smallest aligned-line headchar-capital tailchar-hiphen
I-Reference	fication. In Proceedings of the 45th Annual Meeting	page=5 xpos=5 ypos=1 right-column left-indent font-smallest aligned-line headchar-lower
I-Reference	of the Association of Computational (ACL-2007),	page=5 xpos=5 ypos=1 right-column left-indent font-smallest aligned-line year headchar-lower tailchar-comma
I-Reference	pages 440–447, Prague, Czech Republic. Associa-	page=5 xpos=5 ypos=1 right-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	tion for Computational Linguistics.	page=5 xpos=5 ypos=1 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Avrim Blum and Tom Mitchell. 1998. Combining	page=5 xpos=5 ypos=1 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	labeled and unlabeled data with co-training. In	page=5 xpos=5 ypos=2 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	COLT: Proceedings of the Workshop on Compu-	page=5 xpos=5 ypos=2 right-column left-indent font-smallest aligned-line headchar-capital tailchar-hiphen
I-Reference	tational Learning Theory, pages 92–100. Morgan	page=5 xpos=5 ypos=2 right-column left-indent font-smallest aligned-line headchar-lower
I-Reference	Kaufmann.	page=5 xpos=5 ypos=2 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Giuseppe Carenini, Raymond T Ng, and Xiaodong	page=5 xpos=5 ypos=2 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital
I-Reference	Zhou. 2008. Summarizing Emails with Conversa-	page=5 xpos=5 ypos=3 right-column left-indent font-smallest indented-line year headchar-capital tailchar-hiphen
I-Reference	tional Cohesion and Subjectivity. In Proceedings	page=5 xpos=5 ypos=3 right-column left-indent font-smallest aligned-line headchar-lower
I-Reference	of the Association for Computational Linguistics:	page=5 xpos=5 ypos=3 right-column left-indent font-smallest aligned-line headchar-lower tailchar-colon
I-Reference	Human Language Technologies (ACL- HLT 2008),	page=5 xpos=5 ypos=3 right-column left-indent font-smallest aligned-line year headchar-capital tailchar-comma
I-Reference	pages 353–361, Columbus, Ohio.	page=5 xpos=5 ypos=3 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Andrea Esuli and Fabrizio Sebastiani. 2006a. Deter-	page=5 xpos=5 ypos=3 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	mining Term Subjectivity and Term Orientation for	page=5 xpos=5 ypos=4 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	Opinion Mining. In Proceedings of the 11th Meet-	page=5 xpos=5 ypos=4 right-column left-indent font-smallest aligned-line headchar-capital tailchar-hiphen
I-Reference	ing of the European Chapter of the Association for	page=5 xpos=5 ypos=4 right-column left-indent font-smallest aligned-line headchar-lower
I-Reference	Computational Linguistics (EACL-2006), volume 2,	page=5 xpos=5 ypos=4 right-column left-indent font-smallest aligned-line year headchar-capital tailchar-comma
I-Reference	pages 193–200, Trento, Italy.	page=5 xpos=5 ypos=4 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Andrea Esuli and Fabrizio Sebastiani. 2006b. Sen-	page=5 xpos=5 ypos=5 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	tiWordNet: A Publicly Available Lexical Resource	page=5 xpos=5 ypos=5 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	for Opinion Mining. In Proceedings of the 5th	page=5 xpos=5 ypos=5 right-column left-indent font-smallest aligned-line headchar-lower
I-Reference	Conference on Language Resources and Evaluation,	page=5 xpos=5 ypos=5 right-column left-indent font-smallest aligned-line headchar-capital tailchar-comma
I-Reference	pages 417–422.	page=5 xpos=5 ypos=5 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Andrea Esuli, Fabrizio Sebastiani, and Ilaria C Urci-	page=5 xpos=5 ypos=5 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Reference	uoli. 2008. Annotating Expressions of Opinion and	page=5 xpos=5 ypos=6 right-column left-indent font-smallest indented-line year headchar-lower
I-Reference	Emotion in the Italian Content Annotation Bank. In	page=5 xpos=5 ypos=6 right-column left-indent font-smallest aligned-line headchar-capital
I-Reference	Proceedings of the Sixth International Language Re-	page=5 xpos=5 ypos=6 right-column left-indent font-smallest aligned-line headchar-capital tailchar-hiphen
I-Reference	sources and Evaluation (LREC-2008), Marrakech,	page=5 xpos=5 ypos=6 right-column left-indent font-smallest aligned-line year headchar-lower tailchar-comma
I-Reference	Morocco.	page=5 xpos=5 ypos=6 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Rong-En Fan, Pai-Hsuen Chen, and Chih-Jen Lin.	page=5 xpos=5 ypos=7 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital tailchar-period
I-Reference	2005. Working set selection using the second order	page=5 xpos=5 ypos=7 right-column left-indent font-smallest indented-line year
I-Reference	information for training SVM. Journal of Machine	page=5 xpos=5 ypos=7 right-column left-indent font-smallest aligned-line headchar-lower
I-Reference	Learning Research, 6:1889—-1918.	page=5 xpos=5 ypos=7 right-column left-indent right-indent font-smallest aligned-line shorter-tail year headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Minqing Hu and Bing Liu. 2004. Mining and Summa-	page=5 xpos=5 ypos=7 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	rizing Customer Reviews. In Proceedings of ACM	page=5 xpos=5 ypos=8 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	Conference on Knowledge Discovery and Data Min-	page=5 xpos=5 ypos=8 right-column left-indent font-smallest aligned-line headchar-capital tailchar-hiphen
I-Reference	ing (ACM-SIGKDD-2004), pages 168–177, Seattle,	page=5 xpos=5 ypos=8 right-column left-indent font-smallest aligned-line year headchar-lower tailchar-comma
I-Reference	Washington.	page=5 xpos=5 ypos=8 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Lun-wei Ku, Yu-ting Liang, and Hsin-hsi Chen. 2006.	page=5 xpos=5 ypos=8 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-period
I-Reference	Opinion Extraction, Summarization and Tracking	page=5 xpos=5 ypos=8 right-column left-indent font-smallest indented-line headchar-capital
I-Reference	in News and Blog Corpora. In Proceedings of	page=5 xpos=5 ypos=9 right-column left-indent font-smallest aligned-line headchar-lower
I-Reference	AAAI-2006 Spring Symposium on Computational	page=5 xpos=5 ypos=9 right-column left-indent font-smallest aligned-line year headchar-capital
I-Reference	Approaches to Analyzing Weblogs, number 2001,	page=5 xpos=5 ypos=9 right-column left-indent font-smallest aligned-line year headchar-capital tailchar-comma
I-Reference	Boston, Massachusetts.	page=5 xpos=5 ypos=9 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period page-bottom
B-Reference	Levon Lloyd, Dimitrios Kechagias, and Steven Skiena.	page=6 xpos=0 ypos=0 left-column full-justified font-smallest page-top headchar-capital tailchar-period
I-Reference	2005. Lydia : A System for Large-Scale News Anal-	page=6 xpos=0 ypos=0 left-column left-indent font-smallest indented-line year tailchar-hiphen
I-Reference	ysis ( Extended Abstract ) News Analysis with Ly-	page=6 xpos=0 ypos=0 left-column left-indent font-smallest aligned-line string-abstract headchar-lower tailchar-hiphen
I-Reference	dia. In Lecture Notes in Computer Science, pages	page=6 xpos=0 ypos=0 left-column left-indent font-smallest aligned-line headchar-lower
I-Reference	161–166. Springer, Berlin / Heidelberg.	page=6 xpos=0 ypos=0 left-column left-indent right-indent font-smallest aligned-line shorter-tail tailchar-period above-double-space above-line-space
B-Reference	Isa Maks and Piek Vossen. 2010. Annotation scheme	page=6 xpos=0 ypos=0 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	and gold standard for Dutch subjective adjectives. In	page=6 xpos=0 ypos=1 left-column left-indent font-smallest indented-line headchar-lower
I-Reference	Proceedings of the 7th conference on International	page=6 xpos=0 ypos=1 left-column left-indent font-smallest aligned-line headchar-capital
I-Reference	Language Resources and Evaluation (LREC’10),	page=6 xpos=0 ypos=1 left-column left-indent font-smallest aligned-line headchar-capital tailchar-comma
I-Reference	pages 1327–1334, Valletta, Malta.	page=6 xpos=0 ypos=1 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Rada Mihalcea, Carmen Banea, and Janyce Wiebe.	page=6 xpos=0 ypos=1 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital tailchar-period
I-Reference	2007. Learning Multilingual Subjective Language	page=6 xpos=0 ypos=1 left-column left-indent font-smallest indented-line year
I-Reference	via Cross-Lingual Projections. In Proceedings of	page=6 xpos=0 ypos=2 left-column left-indent font-smallest aligned-line headchar-lower
I-Reference	the 45th Annual Meeting of the Association of Com-	page=6 xpos=0 ypos=2 left-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	putational Linguistics (ACL-2007), pages 976–983,	page=6 xpos=0 ypos=2 left-column left-indent font-smallest aligned-line year headchar-lower tailchar-comma
I-Reference	Prague, Czech Republic.	page=6 xpos=0 ypos=2 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	George A. Miller. 1995. WordNet: a Lexical database	page=6 xpos=0 ypos=2 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	for English. Communications of the Association for	page=6 xpos=0 ypos=3 left-column left-indent font-smallest indented-line headchar-lower
I-Reference	Computing Machinery, 38(11):39—-41.	page=6 xpos=0 ypos=3 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Philip J Stone, Marshall S Smith, Daniel M Ogilivie,	page=6 xpos=0 ypos=3 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital tailchar-comma
I-Reference	and Dexter C Dumphy. 1967. The General In-	page=6 xpos=0 ypos=3 left-column left-indent font-smallest indented-line year headchar-lower tailchar-hiphen
I-Reference	quirer: A Computer Approach to Content Analysis.	page=6 xpos=0 ypos=3 left-column left-indent font-smallest aligned-line headchar-lower tailchar-period
I-Reference	/. The MIT Press, 1st edition.	page=6 xpos=0 ypos=3 left-column left-indent right-indent font-smallest aligned-line shorter-tail tailchar-period above-double-space above-line-space
B-Reference	Fangzhong Su and Katja Markert. 2010. Word sense	page=6 xpos=0 ypos=4 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	subjectivity for cross-lingual lexical substitution. In	page=6 xpos=0 ypos=4 left-column left-indent font-smallest indented-line headchar-lower
I-Reference	Proceedings of Human Language Technologies: The	page=6 xpos=0 ypos=4 left-column left-indent font-smallest aligned-line headchar-capital
I-Reference	2010 Annual Conference of the North American	page=6 xpos=0 ypos=4 left-column left-indent font-smallest aligned-line year
I-Reference	Chapter of the Association for Computational Lin-	page=6 xpos=0 ypos=4 left-column left-indent font-smallest aligned-line headchar-capital tailchar-hiphen
I-Reference	guistics (HLT’10), pages 357—-360, Los Angeles,	page=6 xpos=0 ypos=5 left-column left-indent font-smallest aligned-line headchar-lower tailchar-comma
I-Reference	CA, USA.	page=6 xpos=0 ypos=5 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Dan Tufiş, Verginica Mititelu Barbu, Luigi Bozianu,	page=6 xpos=0 ypos=5 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital tailchar-comma
I-Reference	and Cătălin Mihăilă. 2006. Romanian Wordnet:	page=6 xpos=0 ypos=5 left-column left-indent font-smallest indented-line year headchar-lower tailchar-colon
I-Reference	current state, new developments and applications.	page=6 xpos=0 ypos=5 left-column left-indent font-smallest aligned-line headchar-lower tailchar-period
I-Reference	In Proceedings of the 3rd Conference of the Global	page=6 xpos=0 ypos=5 left-column left-indent font-smallest aligned-line headchar-capital
I-Reference	WordNet Association (GWC’06), pages 337–344,	page=6 xpos=0 ypos=6 left-column left-indent font-smallest aligned-line headchar-capital tailchar-comma
I-Reference	Seogwipo, Jeju Island, Republic of Korea.	page=6 xpos=0 ypos=6 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Xiaojun Wan. 2009. Co-Training for Cross-Lingual	page=6 xpos=0 ypos=6 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	Sentiment Classification. In Proceedings of the 47th	page=6 xpos=0 ypos=6 left-column left-indent font-smallest indented-line headchar-capital
I-Reference	Annual Meeting of the Association for Computa-	page=6 xpos=0 ypos=6 left-column left-indent font-smallest aligned-line headchar-capital tailchar-hiphen
I-Reference	tional Linguistics and the 4th International Joint	page=6 xpos=0 ypos=7 left-column left-indent font-smallest aligned-line headchar-lower
I-Reference	Conference on Natural Language Processing of the	page=6 xpos=0 ypos=7 left-column left-indent font-smallest aligned-line headchar-capital
I-Reference	Asian Federation of Natural Language Processing	page=6 xpos=0 ypos=7 left-column left-indent font-smallest aligned-line headchar-capital
I-Reference	(ACL-IJCNLP 2009), Singapore.	page=6 xpos=0 ypos=7 left-column left-indent right-indent font-smallest aligned-line shorter-tail year tailchar-period above-double-space above-line-space
B-Reference	Janyce Wiebe and Rada Mihalcea. 2006. Word Sense	page=6 xpos=0 ypos=7 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	and Subjectivity. In Proceedings of the joint con-	page=6 xpos=0 ypos=7 left-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	ference of the International Committee on Compu-	page=6 xpos=0 ypos=8 left-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	tational Linguistics and the Association for Compu-	page=6 xpos=0 ypos=8 left-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	tational Linguistics (COLING-ACL-2006), Sydney,	page=6 xpos=0 ypos=8 left-column left-indent font-smallest aligned-line year headchar-lower tailchar-comma
I-Reference	Australia.	page=6 xpos=0 ypos=8 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Janyce Wiebe and Ellen Riloff. 2005. Creating Subjec-	page=6 xpos=0 ypos=8 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	tive and Objective Sentence Classifiers from Unan-	page=6 xpos=0 ypos=9 left-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	notated Texts. In Proceeding of CICLing-05, In-	page=6 xpos=0 ypos=9 left-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	ternational Conference on Intelligent Text Process-	page=6 xpos=0 ypos=9 left-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	ing and Computational Linguistics, pages 486–497,	page=6 xpos=0 ypos=9 left-column left-indent font-smallest aligned-line headchar-lower tailchar-comma
I-Reference	Mexico City, Mexico.	page=6 xpos=0 ypos=9 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period
Page	50	page=6 xpos=4 ypos=9 left-column left-indent right-over indented-line longer-tail numeric-only column-bottom
B-Reference	Janyce Wiebe, Theresa Wilson, and Claire Cardie.	page=6 xpos=5 ypos=0 right-column full-justified font-smallest column-top headchar-capital tailchar-period
I-Reference	2005. Annotating Expressions of Opinions and	page=6 xpos=5 ypos=0 right-column left-indent font-smallest indented-line year
I-Reference	Emotions in Language. Language Resources and	page=6 xpos=5 ypos=0 right-column left-indent font-smallest aligned-line headchar-capital
I-Reference	Evaluation, 39(2-3):165–210.	page=6 xpos=5 ypos=0 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Yejun Wu. 2008. Classifying attitude by topic aspect	page=6 xpos=5 ypos=0 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	for English and Chinese document collections.	page=6 xpos=5 ypos=0 right-column left-indent right-indent font-smallest indented-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Hong Yu and Vasileios Hatzivassiloglou. 2003. To-	page=6 xpos=5 ypos=1 right-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	wards answering opinion questions: Separating facts	page=6 xpos=5 ypos=1 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	from opinions and identifying the polarity of opin-	page=6 xpos=5 ypos=1 right-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	ion sentence. In Proceedings of the Conference on	page=6 xpos=5 ypos=1 right-column left-indent font-smallest aligned-line headchar-lower
I-Reference	Empirical Methods in Natural Language Processing	page=6 xpos=5 ypos=1 right-column left-indent font-smallest aligned-line headchar-capital
I-Reference	(EMNLP-2003), pages 129–136, Sapporo, Japan.	page=6 xpos=5 ypos=1 right-column centered left-indent right-indent font-smallest aligned-line shorter-tail year tailchar-period
