Title	Modeling Local Coherence: An Entity-based Approach	page=0 xpos=1 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital column-bottom above-blank-line above-double-space above-line-space
I-Body	without having seen the source texts. The ratings	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	(approximately 23 per summary) given by our sub-	page=4 xpos=5 ypos=6 right-column full-justified aligned-line tailchar-hiphen
I-Body	jects were averaged to provide a rating between 1	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
E-Body	and 7 for each summary.	page=4 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	The reliability of the collected judgments is cru-	page=4 xpos=5 ypos=7 right-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	cial for our analysis; we therefore performed sev-	page=4 xpos=5 ypos=7 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	eral tests to validate the quality of the annota-	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tions. First, we measured how well humans agree	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	in their coherence assessment. We employed leave-	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	one-out resampling <sup>4</sup> (Weiss and Kulikowski, 1991),	page=4 xpos=5 ypos=7 right-column full-justified font-largest aligned-line year headchar-lower tailchar-comma
I-Body	by correlating the data obtained from each par-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ticipant with the mean coherence ratings obtained	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	from all other participants. The inter-subject agree-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen above-double-space above-line-space
B-Footnote	3 The ratings are available from http://homepages.inf.	page=4 xpos=5 ypos=8 right-column left-indent indented-line line-double-space line-space numbered-heading1 tailchar-period
I-Footnote	ed.ac.uk/mlap/coherence/.	page=4 xpos=5 ypos=8 right-column right-indent font-smallest hanged-line shorter-tail headchar-lower tailchar-period
B-Footnote	4 We cannot apply the commonly used Kappa statistic for	page=4 xpos=5 ypos=9 right-column left-indent indented-line longer-tail numbered-heading1
I-Footnote	measuring agreement since it is appropriate for nominal scales,	page=4 xpos=5 ypos=9 right-column full-justified font-smallest hanged-line headchar-lower tailchar-comma
I-Footnote	whereas our summaries are rated on an ordinal scale.	page=4 xpos=5 ypos=9 right-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period column-bottom above-blank-line above-double-space above-line-space
Page	145	page=4 xpos=4 ypos=9 single-column left-indent right-indent column-top line-blank-line line-double-space line-space numeric-only page-bottom
I-Body	ment was r = .768. Second, we examined the ef-	page=5 xpos=0 ypos=0 left-column full-justified font-largest page-top headchar-lower tailchar-hiphen
I-Body	fect of different types of summaries (human- vs.	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	machine-generated.) An A NOVA revealed a reliable	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	effect of summary type: F(1; 15) = 20.38, p < 0.01	page=5 xpos=0 ypos=0 left-column full-justified font-largest aligned-line headchar-lower
I-Body	indicating that human summaries are perceived as	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	significantly more coherent than system-generated	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	ones. Finally, the judgments of our participants ex-	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	hibit a significant correlation with DUC evaluations	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
E-Body	(r = .41, p < 0.01).	page=5 xpos=0 ypos=1 left-column right-indent font-largest aligned-line shorter-tail tailchar-period above-double-space above-line-space
B-SubsectionHeader	4.3 Parameter Estimation	page=5 xpos=0 ypos=1 left-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading2 above-line-space
B-Body	Our model has two free parameters: the frequency	page=5 xpos=0 ypos=2 left-column full-justified aligned-line longer-tail line-space headchar-capital
I-Body	threshold used to identify salient entities and the	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	length of the transition sequence. These parameters	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	were tuned separately for each data set on the corre-	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sponding held-out development set. For our ordering	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	and summarization experiments, optimal salience-	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	based models were obtained for entities with fre-	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	quency ≥ 2. The optimal transition length was ≤ 3	page=5 xpos=0 ypos=3 left-column full-justified font-largest aligned-line headchar-lower
E-Body	for ordering and ≤ 2 for summarization.	page=5 xpos=0 ypos=3 left-column right-indent font-largest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	4.4 Baseline	page=5 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-line-space
B-Body	We compare our algorithm against the coherence	page=5 xpos=0 ypos=4 left-column full-justified aligned-line longer-tail line-space headchar-capital
I-Body	model proposed by Foltz et al. (1998) which mea-	page=5 xpos=0 ypos=4 left-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	sures coherence as a function of semantic related-	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ness between adjacent sentences. Semantic related-	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ness is computed automatically using Latent Se-	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	mantic Analysis (LSA, Landauer and Dumais 1997)	page=5 xpos=0 ypos=5 left-column full-justified aligned-line year headchar-lower
I-Body	from raw text without employing syntactic or other	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	annotations. This model is a good point of compari-	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	son for several reasons: (a) it is fully automatic, (b) it	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	is a not a straw-man baseline; it correlates reliably	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	with human judgments and has been used to analyze	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	discourse structure, and (c) it models an aspect of	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	coherence which is orthogonal to ours (their model	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
E-Body	is lexicalized).	page=5 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Following Foltz et al. (1998) we constructed	page=5 xpos=0 ypos=6 left-column left-indent indented-line longer-tail year headchar-capital
I-Body	vector-based representations for individual words	page=5 xpos=0 ypos=6 left-column full-justified hanged-line headchar-lower
I-Body	from a lemmatized version of the North American	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	News Text Corpus <sup>5</sup> (350 million words) using a	page=5 xpos=0 ypos=7 left-column full-justified font-largest aligned-line headchar-capital
I-Body	term-document matrix. We used singular value de-	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	composition to reduce the semantic space to 100 di-	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	mensions obtaining thus a space similar to LSA. We	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	represented the meaning of a sentence as a vector	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	by taking the mean of the vectors of its words. The	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	similarity between two sentences was determined by	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	measuring the cosine of their means. An overall text	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	coherence measure was obtained by averaging the	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
E-Body	cosines for all pairs of adjacent sentences.	page=5 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Footnote	5 Our selection of this corpus was motivated by its similarity	page=5 xpos=0 ypos=9 left-column left-indent indented-line longer-tail line-double-space line-space numbered-heading1
I-Footnote	to the DUC corpus which primarily consists of news stories.	page=5 xpos=0 ypos=9 left-column right-indent font-smallest hanged-line shorter-tail headchar-lower tailchar-period column-bottom
B-Body	In sum, each text was represented by a single	page=5 xpos=5 ypos=0 right-column left-indent column-top headchar-capital
I-Body	feature, its sentence-to-sentence semantic similar-	page=5 xpos=5 ypos=0 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	ity. During training, the ranker learns an appropriate	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
E-Body	threshold value for this feature.	page=5 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	4.5 Evaluation Metric	page=5 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-line-space
B-Body	Model performance was assessed in the same way	page=5 xpos=5 ypos=1 right-column full-justified aligned-line longer-tail line-space headchar-capital
I-Body	for information ordering and summary evaluation.	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Given a set of pairwise rankings, we measure accu-	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	racy as the ratio of correct predictions made by the	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	model over the size of the test set. In this setup, ran-	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	dom prediction results in an accuracy of 50%.	page=5 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	5 Results	page=5 xpos=5 ypos=2 right-column right-indent font-larger aligned-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	The evaluation of our coherence model was driven	page=5 xpos=5 ypos=2 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	by two questions: (1) How does the proposed model	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	compare to existing methods for coherence assess-	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ment that make use of distinct representations?	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	(2) What is the contribution of linguistic knowledge	page=5 xpos=5 ypos=3 right-column full-justified aligned-line itemization
I-Body	to the model’s performance? Table 4 summarizes the	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	accuracy of various configurations of our model for	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
E-Body	the ordering and coherence assessment tasks.	page=5 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	We first compared a linguistically rich grid model	page=5 xpos=5 ypos=4 right-column left-indent indented-line longer-tail headchar-capital
I-Body	that incorporates coreference resolution, expressive	page=5 xpos=5 ypos=4 right-column full-justified hanged-line headchar-lower
I-Body	syntactic information, and a salience-based feature	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	space (Coreference+Syntax+Salience) against the	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	LSA baseline (LSA). As can be seen in Table 4, the	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-capital
I-Body	grid model outperforms the baseline in both ordering	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	and summary evaluation tasks, by a wide margin.	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	We conjecture that this difference in performance	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-capital
I-Body	stems from the ability of our model to discriminate	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	between various patterns of local sentence transi-	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tions. In contrast, the baseline model only measures	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	the degree of overlap across successive sentences,	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	without taking into account the properties of the en-	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tities that contribute to the overlap. Not surprisingly,	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	the difference between the two methods is more pro-	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nounced for the second task — summary evaluation.	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Manual inspection of our summary corpus revealed	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital
I-Body	that low-quality summaries often contain repetitive	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	information. In such cases, simply knowing about	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	high cross-sentential overlap is not sufficient to dis-	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tinguish a repetitive summary from a well-formed	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
E-Body	one.	page=5 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	In order to investigate the contribution of linguis-	page=5 xpos=5 ypos=8 right-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	tic knowledge on model performance we compared	page=5 xpos=5 ypos=8 right-column full-justified hanged-line headchar-lower
I-Body	the full model introduced above against models us-	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing more impoverished representations. We focused	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	on three sources of linguistic knowledge — syntax,	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	coreference resolution, and salience — which play	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower column-bottom above-blank-line above-double-space above-line-space
Page	146	page=5 xpos=4 ypos=9 single-column left-indent right-indent column-top line-blank-line line-double-space line-space numeric-only page-bottom
Table	__Table 4__	page=6 xpos=0 ypos=-2 single-column centered left-indent right-indent box page-top table-area above-double-space above-line-space
B-Caption	Table 4: Ranking accuracy measured as the fraction of correct pairwise rankings in the test set.	page=6 xpos=0 ypos=0 single-column centered left-indent right-indent hanged-line longer-tail line-double-space line-space string-table headchar-capital tailchar-period column-bottom above-blank-line above-double-space above-line-space
I-Body	a prominent role in Centering analyses of discourse	page=6 xpos=0 ypos=0 left-column full-justified column-top line-blank-line line-double-space line-space itemization headchar-lower
I-Body	coherence. An additional motivation for our study is	page=6 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	exploration of the trade-off between robustness and	page=6 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	richness of linguistic annotations. NLP tools are typ-	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ically trained on human-authored texts, and may de-	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	teriorate in performance when applied to automati-	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	cally generated texts with coherence violations.	page=6 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	Syntax To evaluate the effect of syntactic	page=6 xpos=0 ypos=2 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	knowledge, we eliminated the identification of	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	grammatical relations from our grid computation	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	and recorded solely whether an entity is present or	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	absent in a sentence. This leaves only the coref-	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	erence and salience information in the model, and	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	the results are shown in Table 4 under (Corefer-	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ence+Salience). The omission of syntactic informa-	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion causes a uniform drop in performance on both	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	tasks, which confirms its importance for coherence	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
E-Body	analysis.	page=6 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	Coreference To measure the effect of fully-	page=6 xpos=0 ypos=4 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	fledged coreference resolution, we constructed en-	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tity classes simply by clustering nouns on the ba-	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sis of their identity. In other words, each noun in a	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	text corresponds to a different entity in a grid, and	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	two nouns are considered coreferent only if they	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	are identical. The performance of the model (Syn-	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	tax+Salience) is shown in the third row of Table 4.	page=6 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	While coreference resolution improved model	page=6 xpos=0 ypos=6 left-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	performance in ordering, it caused a decrease in ac-	page=6 xpos=0 ypos=6 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	curacy in summary evaluation. This drop in per-	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	formance can be attributed to two factors related	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	to the nature of our corpus — machine-generated	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	texts. First, an automatic coreference resolution tool	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	expectedly decreases in accuracy because it was	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	trained on well-formed human-authored texts. Sec-	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ond, automatic summarization systems do not use	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	anaphoric expressions as often as humans do. There-	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	fore, a simple entity clustering method is more suit-	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	able for automatic summaries.	page=6 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	Salience Finally, we evaluate the contribution	page=6 xpos=0 ypos=9 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	of salience information by comparing our orig-	page=6 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen column-bottom
I-Body	inal model (Coreference+Syntax+Salience) which	page=6 xpos=5 ypos=0 right-column full-justified column-top headchar-lower
I-Body	accounts separately for patterns of salient and	page=6 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	non-salient entities against a model that does not	page=6 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	attempt to discriminate between them (Corefer-	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ence+Syntax). Our results on the ordering task indi-	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cate that models that take salience information into	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	account consistently outperform models that do not.	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	The effect of salience is less pronounced for the	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-capital
I-Body	summarization task when it is combined with coref-	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	erence information (Coreference + Salience). This is	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	expected, since accurate identification of coreferring	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	entities is prerequisite to deriving accurate salience	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	models. However, as explained above, our automatic	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	coreference tool introduces substantial noise in our	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	representation. Once this noise is removed (see Syn-	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tax+Salience), the salience model has a clear advan-	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	tage over the other models.	page=6 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	6 Discussion and Conclusions	page=6 xpos=5 ypos=4 right-column right-indent font-larger aligned-line longer-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	In this paper we proposed a novel framework for	page=6 xpos=5 ypos=4 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	representing and measuring text coherence. Central	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	to this framework is the entity grid representation	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	of discourse which we argue captures important pat-	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	terns of sentence transitions. We re-conceptualize	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	coherence assessment as a ranking task and show	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	that our entity-based representation is well suited for	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	learning an appropriate ranking function; we achieve	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	good performance on text ordering and summary co-	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	herence evaluation.	page=6 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	On the linguistic side, our results yield empirical	page=6 xpos=5 ypos=6 right-column left-indent indented-line longer-tail headchar-capital
I-Body	support to some of Centering Theory’s main claims.	page=6 xpos=5 ypos=7 right-column full-justified hanged-line headchar-lower tailchar-period
I-Body	We show that coherent texts are characterized by	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital
I-Body	transitions with particular properties which do not	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	hold for all discourses. Our work, however, not only	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	validates these findings, but also quantitatively mea-	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sures the predictive power of various linguistic fea-	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	tures for the task of coherence assessment.	page=6 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	An important future direction lies in augmenting	page=6 xpos=5 ypos=8 right-column left-indent indented-line longer-tail headchar-capital
I-Body	our entity-based model with lexico-semantic knowl-	page=6 xpos=5 ypos=8 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	edge. One way to achieve this goal is to cluster enti-	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ties based on their semantic relatedness, thereby cre-	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen column-bottom above-blank-line above-double-space above-line-space
Page	147	page=6 xpos=4 ypos=9 single-column left-indent right-indent column-top line-blank-line line-double-space line-space numeric-only page-bottom
I-Body	ating a grid representation over lexical chains (Mor-	page=7 xpos=0 ypos=0 left-column full-justified page-top headchar-lower tailchar-hiphen
I-Body	ris and Hirst, 1991). An entirely different approach	page=7 xpos=0 ypos=0 left-column centered right-indent aligned-line year headchar-lower
I-Body	is to develop fully lexicalized models, akin to tra-	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ditional language models. Cache language mod-	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	els (Kuhn and Mori, 1990) seem particularly promis-	page=7 xpos=0 ypos=0 left-column full-justified aligned-line year headchar-lower tailchar-hiphen
E-Body	ing in this context.	page=7 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	In the discourse literature, entity-based theories	page=7 xpos=0 ypos=1 left-column left-indent right-indent indented-line longer-tail headchar-capital
I-Body	are primarily applied at the level of local coherence,	page=7 xpos=0 ypos=1 left-column centered right-indent hanged-line headchar-lower tailchar-comma
I-Body	while relational models, such as Rhetorical Structure	page=7 xpos=0 ypos=1 left-column centered right-indent aligned-line headchar-lower
I-Body	Theory (Mann and Thomson, 1988; Marcu, 2000),	page=7 xpos=0 ypos=1 left-column full-justified aligned-line year headchar-capital tailchar-comma
I-Body	are used to model the global structure of discourse.	page=7 xpos=0 ypos=1 left-column centered right-indent aligned-line headchar-lower tailchar-period
I-Body	We plan to investigate how to combine the two for	page=7 xpos=0 ypos=2 left-column full-justified aligned-line headchar-capital
I-Body	improved prediction on both local and global levels,	page=7 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-comma
E-Body	with the ultimate goal of handling longer texts.	page=7 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
AcknowledgementHeader	Acknowledgments	page=7 xpos=0 ypos=2 left-column right-indent font-larger aligned-line shorter-tail line-double-space line-space string-acknowledgement headchar-capital above-double-space above-line-space
B-Acknowledgement	The authors acknowledge the support of the National Science	page=7 xpos=0 ypos=3 left-column full-justified font-smallest aligned-line longer-tail line-double-space line-space headchar-capital above-line-space
I-Acknowledgement	Foundation (Barzilay; CAREER grant IIS-0448168 and grant	page=7 xpos=0 ypos=3 left-column full-justified font-smallest aligned-line line-space headchar-capital above-line-space
