Title	Addressee Identification in Face-to-Face Meetings	page=0 xpos=1 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
B-Body	Utterance features also include information about	page=4 xpos=5 ypos=2 right-column full-justified hanged-line line-double-space line-space headchar-capital
I-Body	the utterance’s conversational function (DA tag)	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	and information about utterance duration i.e.	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	whether the utterance is short or long. In our ex-	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	periments, an utterance is considered as a short ut-	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	terance, if its duration is less than or equal to 1	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
E-Body	sec.	page=4 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	We experimented with a variety of gaze fea-	page=4 xpos=5 ypos=4 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	tures. In the first experiment, for each participant	page=4 xpos=5 ypos=4 right-column full-justified hanged-line headchar-lower
I-Body	P <sub>x</sub> we defined a set of features in the form P x -	page=4 xpos=5 ypos=4 right-column full-justified font-largest aligned-line headchar-capital tailchar-hiphen
I-Body	looks-P <sub>y</sub> and P x -looks-NT where x, y ∈ {0, 1, 2, 3}	page=4 xpos=5 ypos=4 right-column full-justified font-largest aligned-line headchar-lower
I-Body	and x = 6 y; P x -looks-NT represents that partici-	page=4 xpos=5 ypos=4 right-column full-justified font-largest aligned-line headchar-lower tailchar-hiphen
I-Body	pant P <sub>x</sub> does not look at any of the participants.	page=4 xpos=5 ypos=4 right-column full-justified font-larger aligned-line headchar-lower tailchar-period
I-Body	The value set represents the number of times that	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-capital
I-Body	speaker P <sub>x</sub> looks at P y or looks away during the	page=4 xpos=5 ypos=5 right-column full-justified font-largest aligned-line headchar-lower
I-Body	time span of the utterance: zero for 0, one for 1,	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	two for 2 and more for 3 or more times. In the	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	second experiment, we defined a feature set that	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	incorporates only information about gaze direction	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	of the current speaker (SP-looks-P <sub>x</sub> and SP-looks-	page=4 xpos=5 ypos=6 right-column full-justified font-largest aligned-line headchar-lower tailchar-hiphen
I-Body	NT) with the same value set as in the first experi-	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-capital tailchar-hiphen
E-Body	ment.	page=4 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	As to meeting context, we experimented with	page=4 xpos=5 ypos=6 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	different values of the feature that represents the	page=4 xpos=5 ypos=6 right-column full-justified hanged-line headchar-lower
I-Body	meeting actions (MA-TYPE). First, we used a full	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	set of speech based meeting actions that was ap-	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	plied for the manual annotation of the meetings in	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	the corpus: monologue, discussion, presentation,	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	white-board, consensus and disagreement. As the	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	results on modeling group actions in meetings pre-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sented in (McCowan et al., 2003) indicate that	page=4 xpos=5 ypos=8 right-column full-justified aligned-line year headchar-lower
I-Body	consensus and disagreements were mostly mis-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	classified as discussion, we have also conducted	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	experiments with a set of four values for MA-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	TYPE, where consensus, disagreement and dis-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	cussion meeting actions were grouped in one cat-	page=4 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	egory marked as discussion.	page=4 xpos=5 ypos=9 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period column-bottom above-blank-line above-double-space above-line-space
Page	173	page=4 xpos=4 ypos=9 single-column left-indent right-indent font-smallest column-top line-blank-line line-double-space line-space numeric-only page-bottom
B-SubsectionHeader	5.3 Results and Discussions	page=5 xpos=0 ypos=0 left-column right-indent page-top numbered-heading2 above-double-space above-line-space
B-Body	To train and test the addressee classifiers, we used	page=5 xpos=0 ypos=0 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	the hand-annotated M4 data from the corpus. Af-	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ter we had discarded the instances labeled with	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	Unknown or subgroup addressee tags, there were	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-capital
I-Body	781 instances left available for the experiments.	page=5 xpos=0 ypos=0 left-column full-justified aligned-line tailchar-period
I-Body	The distribution of the class values in the selected	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-capital
E-Body	data is presented in Table 2.	page=5 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
Table	__Table 2__	page=5 xpos=0 ypos=1 left-column centered left-indent right-indent font-largest indented-line longer-tail line-double-space line-space table-area above-double-space above-line-space
B-Caption	Table 2: Distribution of addressee values	page=5 xpos=0 ypos=2 left-column centered left-indent right-indent indented-line shorter-tail line-double-space line-space string-table headchar-capital above-double-space above-line-space
B-Body	For learning the Bayesian Network structure,	page=5 xpos=0 ypos=2 left-column left-indent hanged-line longer-tail line-double-space line-space headchar-capital tailchar-comma
I-Body	we applied the K2 algorithm (Cooper and Her-	page=5 xpos=0 ypos=2 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	skovits, 1992). The algorithm requires an ordering	page=5 xpos=0 ypos=2 left-column full-justified aligned-line year headchar-lower
I-Body	on the observable features; different ordering leads	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	to different network structures. We conducted ex-	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	periments with several orderings regarding feature	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	types as well as with different orderings regarding	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	features of the same type. The obtained classifi-	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cation results for different orderings were nearly	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	identical. For learning conditional probability dis-	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tributions, we used the algorithm implemented in	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	the WEKA toolbox <sup>4</sup> that produces direct estimates	page=5 xpos=0 ypos=4 left-column full-justified font-largest aligned-line headchar-lower
E-Body	of the conditional probabilities.	page=5 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsubsectionHeader	5.3.1 Initial experiments without meeting	page=5 xpos=0 ypos=4 left-column right-indent aligned-line longer-tail line-double-space line-space numbered-heading3
I-SubsubsectionHeader	context	page=5 xpos=0 ypos=5 left-column left-indent right-indent indented-line shorter-tail headchar-lower above-line-space
B-Body	The performances of the classifiers are mea-	page=5 xpos=0 ypos=5 left-column left-indent hanged-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	sured using different feature sets. First, we mea-	page=5 xpos=0 ypos=5 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	sured the performances of classifiers using utter-	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ance features, gaze features and contextual fea-	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tures separately. Then, we conducted experiments	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	with all possible combinations of different types of	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	features. For each classifier, we performed 10-fold	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	cross-validation. Table 3 summarizes the accura-	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cies of the classifiers (with 95% confidence inter-	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	val) for different feature sets (1) using gaze infor-	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	mation of all meeting participants and (2) using	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
E-Body	only information about speaker gaze direction.	page=5 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	The results show that the Bayesian Network	page=5 xpos=0 ypos=7 left-column left-indent indented-line longer-tail headchar-capital
I-Body	classifier outperforms the Naive Bayes classifier	page=5 xpos=0 ypos=7 left-column full-justified hanged-line headchar-lower
I-Body	for all feature sets, although the difference is sig-	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nificant only for the feature sets that include con-	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	textual features.	page=5 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	For the feature set that contains only informa-	page=5 xpos=0 ypos=8 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	tion about gaze behavior combined with infor-	page=5 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	mation about the speaker (Gaze+SP), both clas-	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sifiers perform significantly better when exploit-	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	ing gaze information of all meeting participants.	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-period above-double-space above-line-space
B-Footnote	4 http://www.cs.waikato.ac.nz/ ml/weka/	page=5 xpos=0 ypos=9 left-column left-indent right-indent indented-line shorter-tail line-double-space line-space numbered-heading1 column-bottom
I-Body	In other words, when using solely focus of visual	page=5 xpos=5 ypos=0 right-column full-justified column-top headchar-capital
I-Body	attention to identify the addressee of a dialogue	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	act, listeners’ focus of attention provides valuable	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	information for addressee prediction. The same	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	conclusion can be drawn when adding informa-	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion about utterance duration to the gaze feature	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	set (Gaze+SP+Short), although for the Bayesian	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	Network classifier the difference is not significant.	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-capital tailchar-period
I-Body	For all other feature sets, the classifiers do not per-	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	form significantly different when including or ex-	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cluding the listeners gaze information. Even more,	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	both classifiers perform better using only speaker	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	gaze information in all cases except when com-	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	bined utterance and gaze features are exploited	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
E-Body	(Utterance+Gaze+SP).	page=5 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail tailchar-period above-double-space above-line-space
B-Body	The Bayesian network and Naive Bayes clas-	page=5 xpos=5 ypos=2 right-column left-indent indented-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	sifiers show the same changes in the perfor-	page=5 xpos=5 ypos=3 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	mances over different feature sets. The re-	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sults indicate that the selected utterance fea-	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tures are less informative for addressee predic-	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion (BN:52.62%, NB:52.50%) compared to con-	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	textual features (BN:73.11%; NB:68.12%) or fea-	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tures of gaze behavior (BN:66.45%, NB:64.53%).	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	The results also show that adding the informa-	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	tion about the utterance duration to the gaze fea-	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tures, slightly increases the accuracies of the clas-	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sifiers (BN:67.73%, NB:65.94%), which confirms	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	findings presented in (Bakx et al., 2003). Com-	page=5 xpos=5 ypos=5 right-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	bining the information from the gaze and speech	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	channels significantly improves the performances	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	of the classifiers (BN:70.68%; NB:69.78%) in	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	comparison to performances obtained from each	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	channel separately. Furthermore, higher accura-	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cies are gained when adding contextual features to	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	the utterance features (BN:76.82%; NB:72.21%)	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	and even more to the features of gaze behavior	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	(BN:80.03%, NB:77.59%). As it is expected, the	page=5 xpos=5 ypos=6 right-column full-justified aligned-line
I-Body	best performances are achieved by combining all	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	three types of features (BN:82.59%, NB:78.49%),	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	although not significantly better compared to com-	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	bined contextual and gaze features.	page=5 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Body	We also explored how well the addressee can be	page=5 xpos=5 ypos=7 right-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	predicted excluding information about the related	page=5 xpos=5 ypos=7 right-column full-justified hanged-line headchar-lower
I-Body	utterance (i.e. AP information). The best perfor-	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	mances are achieved combining speaker gaze in-	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	formation with contextual and utterance features	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	(BN:79.39%; NB:76.06%). A small decrease in	page=5 xpos=5 ypos=8 right-column full-justified aligned-line
I-Body	the classification accuracies when excluding AP	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	information (about 3%) indicates that remaining	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	contextual, utterance and gaze features capture	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
E-Body	most of the useful information provided by AP.	page=5 xpos=5 ypos=9 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period column-bottom above-blank-line above-double-space above-line-space
Page	174	page=5 xpos=4 ypos=9 single-column left-indent right-indent font-smallest column-top line-blank-line line-double-space line-space numeric-only page-bottom
Table	__Table 3__	page=6 xpos=-1 ypos=-2 single-column centered left-over right-over box page-top table-area above-double-space above-line-space
B-Caption	Table 3: Classification results for Bayesian Network and Naive Bayes classifiers using gaze information	page=6 xpos=0 ypos=0 single-column full-justified line-double-space line-space string-table headchar-capital
E-Caption	of all meeting participants (Gaze All) and using speaker gaze information (Gaze SP)	page=6 xpos=0 ypos=0 single-column right-indent aligned-line shorter-tail headchar-lower column-bottom above-blank-line above-double-space above-line-space
B-Body	Error analysis Further analysis of confusion	page=6 xpos=0 ypos=0 left-column full-justified column-top line-blank-line line-double-space line-space headchar-capital
I-Body	matrixes for the best performed BN and NB clas-	page=6 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sifiers, show that most misclassifications were be-	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tween addressing types (individual vs. group):	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-colon
I-Body	each P <sub>x</sub> was more confused with ALLP than with	page=6 xpos=0 ypos=1 left-column full-justified font-largest aligned-line headchar-lower
I-Body	P <sub>y</sub> . A similar type of confusion is observed be-	page=6 xpos=0 ypos=1 left-column full-justified font-largest aligned-line headchar-capital tailchar-hiphen
I-Body	tween human annotators regarding addressee an-	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	notation (Jovanovic et al., 2005). Out of all mis-	page=6 xpos=0 ypos=2 left-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	classified cases for each classifier, individual types	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	of addressing (P <sub>x</sub> ) were, in average, misclassified	page=6 xpos=0 ypos=2 left-column full-justified font-largest aligned-line headchar-lower
I-Body	with addressing the group (ALLP) in 73% cases	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
E-Body	for NB, and 68% cases for BN.	page=6 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-SubsubsectionHeader	5.3.2 Experiments with meeting context	page=6 xpos=0 ypos=3 left-column right-indent aligned-line longer-tail line-blank-line line-double-space line-space numbered-heading3 above-double-space above-line-space
B-Body	We examined whether meeting context informa-	page=6 xpos=0 ypos=4 left-column left-indent indented-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	tion can aid the classifiers’ performances. First,	page=6 xpos=0 ypos=4 left-column full-justified hanged-line headchar-lower tailchar-comma
I-Body	we conducted experiments using the six values	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	set for the MA-TYPE feature. Then, we exper-	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	imented with employing the reduced set of four	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	types of meeting actions (see Section 5.2). The	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	accuracies obtained by combining the MA-TYPE	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	feature with contextual, utterance and gaze fea-	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	tures are presented in Table 4.	page=6 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
Table	__Table 4__	page=6 xpos=-1 ypos=6 left-column left-over right-over box longer-tail line-double-space line-space table-area above-double-space above-line-space
B-Caption	Table 4: Classification results combining MA-	page=6 xpos=0 ypos=7 left-column full-justified shorter-tail line-double-space line-space string-table headchar-capital tailchar-hiphen
E-Caption	TYPE with the initial feature set	page=6 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-capital above-blank-line above-double-space above-line-space
B-Body	The results indicate that adding meeting con-	page=6 xpos=0 ypos=7 left-column left-indent indented-line longer-tail line-blank-line line-double-space line-space headchar-capital tailchar-hiphen
I-Body	text information to the initial feature set improves	page=6 xpos=0 ypos=7 left-column full-justified hanged-line headchar-lower
I-Body	slightly, but not significantly, the classifiers’ per-	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	formances. The highest accuracy (83.74%) is	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	achieved using the Bayesian Network classifier by	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	combining the four-values MA-TYPE feature with	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	contextual, utterance and the speaker’s gaze fea-	page=6 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	tures.	page=6 xpos=0 ypos=9 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period column-bottom
B-SectionHeader	6 Conclusion and Future work	page=6 xpos=5 ypos=0 right-column right-indent font-larger column-top numbered-heading1 above-blank-line above-double-space above-line-space
B-Body	We presented results on addressee classification	page=6 xpos=5 ypos=1 right-column full-justified aligned-line longer-tail line-blank-line line-double-space line-space headchar-capital
I-Body	in four-participants face-to-face meetings using	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	Bayesian Network and Naive Bayes classifiers.	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-capital tailchar-period
I-Body	The experiments presented should be seen as pre-	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	liminary explorations of appropriate features and	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
E-Body	models for addressee identification in meetings.	page=6 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	We investigated how well the addressee of a di-	page=6 xpos=5 ypos=2 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	alogue act can be predicted (1) using utterance,	page=6 xpos=5 ypos=2 right-column full-justified hanged-line headchar-lower tailchar-comma
I-Body	gaze and conversational context features alone as	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	well as (2) using various combinations of these	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	features. Regarding gaze features, classifiers’ per-	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	formances are measured using gaze directional	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	cues of the speaker only as well as of all meeting	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	participants. We found that contextual informa-	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion aids classifiers’ performances over gaze in-	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	formation as well as over utterance information.	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Furthermore, the results indicate that selected ut-	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	terance features are the most unreliable cues for	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	addressee prediction. The listeners’ gaze direc-	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion provides useful information only in the situa-	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion where gaze features are used alone. Combina-	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tions of features from various resources increases	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	classifiers’ performances in comparison to perfor-	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	mances obtained from each resource separately.	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	However, the highest accuracies for both classi-	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	fiers are reached by combining contextual and ut-	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	terance features with speaker’s gaze (BN:82.59%,	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	NB:78.49%). We have also explored the ef-	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	fect of meeting context on the classification task.	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Surprisingly, addressee classifiers showed little	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital
I-Body	gain from the information about meeting actions	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	(BN:83.74%, NB:79.90%). For all feature sets,	page=6 xpos=5 ypos=7 right-column full-justified aligned-line tailchar-comma
I-Body	the Bayesian Network classifier outperforms the	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
E-Body	Naive Bayes classifier.	page=6 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-capital tailchar-period above-line-space
B-Body	In contrast to Vertegaal (1998) and Otsuka et	page=6 xpos=5 ypos=8 right-column left-indent indented-line longer-tail line-space year headchar-capital
I-Body	al. (2005) findings, where it is shown that gaze	page=6 xpos=5 ypos=8 right-column full-justified hanged-line year headchar-lower
I-Body	can be a good predictor for addressee in four-	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	participants face-to-face conversations, our results	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower column-bottom above-blank-line above-double-space above-line-space
Page	175	page=6 xpos=4 ypos=9 single-column left-indent right-indent font-smallest column-top line-blank-line line-double-space line-space numeric-only page-bottom
I-Body	show that in four-participants face-to-face meet-	page=7 xpos=0 ypos=0 left-column full-justified page-top headchar-lower tailchar-hiphen
I-Body	ings, gaze is less effective as an addressee indi-	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
