Title	Language Model Based Arabic Word Segmentation	page=0 xpos=1 ypos=0 single-column left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
B-SectionHeader	5 Performance Evaluations	page=5 xpos=0 ypos=3 left-column right-indent font-larger aligned-line longer-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	We present experimental results illustrating the	page=5 xpos=0 ypos=4 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	impact of three factors on segmentation error	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	rate: (i) the base algorithm, i.e. language model	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	training and decoding, (ii) language model	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	vocabulary and training corpus size, and (iii)	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	manually segmented training corpus size.	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-period
E-Body	Segmentation error rate is defined in (9).	page=5 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Equation	(9) (number of incorrectly segmented tokens /	page=5 xpos=0 ypos=5 left-column right-indent aligned-line longer-tail line-double-space line-space itemization
I-Equation	total number of tokens) x 100	page=5 xpos=0 ypos=5 left-column left-indent right-indent indented-line shorter-tail headchar-lower above-double-space above-line-space
B-Body	Evaluations have been performed on a	page=5 xpos=0 ypos=6 left-column left-indent hanged-line longer-tail line-double-space line-space headchar-capital
I-Body	development test corpus containing 28,449	page=5 xpos=0 ypos=6 left-column full-justified hanged-line headchar-lower
I-Body	word tokens. The test set is extracted from	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	20001115_AFP_ARB.0060.xml.txt through	page=5 xpos=0 ypos=6 left-column full-justified aligned-line year
I-Body	20001115_AFP_ARB.0236.xml.txt of the	page=5 xpos=0 ypos=6 left-column full-justified aligned-line year
I-Body	LDC Arabic Treebank: Part 1 v 2.0 Corpus.	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-capital tailchar-period
I-Body	Impact of the core algorithm and the	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-capital
I-Body	unsupervised stem acquisition has been	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	measured on segmenters developed from 4	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	different sizes of manually segmented seed	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
E-Body	corpora: 10K, 20K, 40K, and 110K words.	page=5 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	The experimental results are shown in	page=5 xpos=0 ypos=8 left-column left-indent indented-line longer-tail headchar-capital
I-Body	Table 5. The baseline performances are	page=5 xpos=0 ypos=8 left-column full-justified hanged-line string-table headchar-capital
I-Body	obtained by assigning each token the most	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	frequently occurring segmentation in the	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	manually segmented training corpus. The	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	column headed by '3-gram LM' indicates the	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower column-bottom
I-Body	impact of the segmenter using only trigram	page=5 xpos=5 ypos=0 right-column full-justified column-top headchar-lower
I-Body	language model probabilities for decoding.	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Regardless of the manually segmented training	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-capital
I-Body	corpus size, use of trigram language model	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	probabilities reduces the word error rate of the	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	corresponding baseline by approximately 50%.	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	The column headed by '3-gram LM + PS	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-capital
I-Body	Filter' indicates the impact of the core	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-capital
I-Body	algorithm plus Prefix-Suffix Filter discussed in	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	Section 3.2.2. Prefix-Suffix Filter reduces the	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-capital
I-Body	word error rate ranging from 7.4% for the	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	smallest (10K word) manually segmented	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	corpus to 21.8% for the largest (110K word)	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	manually segmented corpus - around 1%	page=5 xpos=5 ypos=2 right-column full-justified font-largest aligned-line headchar-lower
I-Body	absolute reduction for all segmenters. The	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	column headed by '3-gram LM + PS Filter +	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	New Stems' shows the impact of unsupervised	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-capital
I-Body	stem acquisition from a 155 million word	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	Arabic corpus. Word error rate reduction due	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-capital
I-Body	to the unsupervised stem acquisition is 38% for	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	the segmenter developed from the 10K word	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	manually segmented corpus and 32% for the	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	segmenter developed from 110K word	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
E-Body	manually segmented corpus.	page=5 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Language model vocabulary size (LM VOC	page=5 xpos=5 ypos=4 right-column left-indent indented-line longer-tail headchar-capital
I-Body	Size) and the unknown stem ratio (OOV ratio)	page=5 xpos=5 ypos=4 right-column full-justified hanged-line headchar-capital
I-Body	of various segmenters is given in Table 6. For	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	unsupervised stem acquisition, we have set the	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	frequency threshold at 10 for every 10-15	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	million word corpus, i.e. any new morphemes	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	occurring more than 10 times in a 10-15	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	million word corpus are considered to be new	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	stem candidates. Prefix, suffix, prefix-suffix	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	likelihood score to further filter out illegitimate	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	stem candidates was set at 0.5 for the	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	segmenters developed from 10K, 20K, and	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	40K manually segmented corpora, whereas it	page=5 xpos=5 ypos=6 right-column full-justified aligned-line
I-Body	was set at 0.85 for the segmenters developed	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	from a 110K manually segmented corpus.	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Both the frequency threshold and the optimal	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital
I-Body	prefix, suffix, prefix-suffix likelihood scores	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	were determined on empirical grounds.	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Contextual Filter stated in (8) has been applied	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital
I-Body	only to the segmenter developed from 110K	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	manually segmented training corpus. <sup>5</sup>	page=5 xpos=5 ypos=8 right-column full-justified font-largest aligned-line headchar-lower
I-Body	Comparison of Tables 5 and 6 indicates a high	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-capital
I-Body	correlation between the segmentation error rate	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
E-Body	and the unknown stem ratio.	page=5 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-Footnote	<sup>5</sup> Without the Contextual Filter, the error rate of the	page=5 xpos=5 ypos=9 right-column right-indent aligned-line longer-tail line-blank-line line-double-space line-space headchar-super
I-Footnote	same segmenter is 3.1%.	page=5 xpos=5 ypos=9 right-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period column-bottom above-blank-line above-double-space above-line-space
Page	6	page=5 xpos=4 ypos=9 single-column centered left-indent right-indent font-smallest column-top line-blank-line line-double-space line-space numeric-only page-bottom
Table	__Table 5__	page=6 xpos=-1 ypos=-2 single-column centered left-over right-over box page-top table-area
B-Caption	Table 5 Impact of Core Algorithm and LM Vocabulary Size on Segmentation Error Rate	page=6 xpos=0 ypos=0 single-column left-indent right-indent indented-line shorter-tail string-table headchar-capital above-double-space above-line-space
Table	__Table 6__	page=6 xpos=-1 ypos=0 single-column centered left-over right-over box hanged-line longer-tail line-double-space line-space table-area
B-Caption	Table 6 Language Model Vocabulary Size and Out of Vocabulary Ratio	page=6 xpos=0 ypos=1 single-column left-indent right-indent indented-line shorter-tail string-table headchar-capital above-double-space above-line-space
Table	__Table 7__	page=6 xpos=-1 ypos=2 single-column centered left-over right-over box hanged-line longer-tail line-double-space line-space table-area
B-Caption	Table 7 Segmentation Error Analyses	page=6 xpos=2 ypos=3 single-column centered left-indent right-indent indented-line shorter-tail string-table headchar-capital column-bottom above-blank-line above-double-space above-line-space
B-Body	Table 7 gives the error analyses of four	page=6 xpos=0 ypos=3 left-column full-justified column-top line-blank-line line-double-space line-space string-table headchar-capital
I-Body	segmenters according to three factors: (i)	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	errors due to unknown stems, (ii) errors	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	involving مﻮﻴ ﻟا (Alywm), and (iii) errors due to	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	other factors. Interestingly, the segmenter	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	developed from a 110K manually segmented	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	corpus has the lowest percentage of “unknown	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	stem” errors at 39.6% indicating that our	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	unsupervised acquisition of new stems is	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	working well, as well as suggesting to use a	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	larger unsegmented corpus for unsupervised	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
E-Body	stem acquisition.	page=6 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	مﻮﻴ ﻟا (Alywm) should be segmented	page=6 xpos=0 ypos=6 left-column left-indent indented-line longer-tail
I-Body	differently depending on its part-of-speech to	page=6 xpos=0 ypos=6 left-column full-justified hanged-line headchar-lower
I-Body	capture the semantic ambiguities. If it is an	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	adverb or a proper noun, it is segmented as	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	مﻮﻴ ﻟا 'today/Al-Youm', whereas if it is a noun,	page=6 xpos=0 ypos=7 left-column full-justified aligned-line tailchar-comma
I-Body	it is segmented as مﻮ ﻳ # لا 'the day.' Proper	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	segmentation of مﻮﻴ ﻟا primarily requires its	page=6 xpos=0 ypos=7 left-column centered right-indent aligned-line headchar-lower
I-Body	part-of-speech information, and cannot be	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	easily handled by morpheme trigram models	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
E-Body	alone.	page=6 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Other errors include over-segmentation of	page=6 xpos=0 ypos=8 left-column left-indent indented-line longer-tail headchar-capital
I-Body	foreign words such as ﻦ ﻴ ﺗﻮ ﺑ (bwtyn) as ب#	page=6 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower
E-Body	ﻦ ﻴ ﺗو and ﺮ ﺘ ﻴ ﻟ (lytr) 'litre' as ﺮ ﺗ # ي # ل .	page=6 xpos=0 ypos=9 left-column right-indent aligned-line shorter-tail tailchar-period column-bottom
B-Body	These errors are attributed to the segmentation	page=6 xpos=5 ypos=3 right-column full-justified column-top headchar-capital
I-Body	ambiguities of these tokens: ﻦ ﻴ ﺗﻮ ﺑ is	page=6 xpos=5 ypos=4 right-column centered right-indent aligned-line headchar-lower
I-Body	ambiguous between ' ﻦ ﻴ ﺗﻮ ﺑ (Putin)' and 'ب#	page=6 xpos=5 ypos=4 right-column centered right-indent aligned-line headchar-lower
I-Body	ﻦ ﻴ ﺗو (by aorta)'. ﺮ ﺘ ﻴ ﻟ is ambiguous	page=6 xpos=5 ypos=4 right-column right-indent aligned-line
I-Body	between ' ﺮ ﺘ ﻴ ﻟ (litre)' and ' ﺮ ﺗ # ي # ل (for him	page=6 xpos=5 ypos=4 right-column centered right-indent aligned-line headchar-lower
I-Body	to harm)'. These errors may also be corrected	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	by incorporating part-of-speech information	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
E-Body	for disambiguation.	page=6 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	To address the segmentation ambiguity	page=6 xpos=5 ypos=5 right-column left-indent indented-line longer-tail headchar-capital
I-Body	problem, as illustrated by ' ﻦ ﻴ ﺗﻮ ﺑ (Putin)' vs.	page=6 xpos=5 ypos=5 right-column centered right-indent hanged-line headchar-lower tailchar-period
I-Body	' ﻦ ﻴ ﺗو # ب (by aorta)', we have developed a	page=6 xpos=5 ypos=6 right-column centered right-indent aligned-line
I-Body	joint model for segmentation and part-of-	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	speech tagging for which the best	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	segmentation of an input sentence is obtained	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	according to the formula (10), where t <sub>i</sub> is the	page=6 xpos=5 ypos=6 right-column full-justified font-larger aligned-line headchar-lower
I-Body	part-of-speech of morpheme m <sub>i</sub> , and N is the	page=6 xpos=5 ypos=7 right-column full-justified font-larger aligned-line headchar-lower
E-Body	number of morphemes in the input sentence.	page=6 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Equation	(10) SEGMENTATION <sub>best</sub> = Argmax Π i=1,N	page=6 xpos=5 ypos=7 right-column full-justified font-largest aligned-line longer-tail line-double-space line-space itemization
I-Equation	p(m <sub>i</sub> |m i-1 m i-2 ) p(t i |t i-1 t i-2 ) p(m i |t i )	page=6 xpos=5 ypos=8 right-column right-indent font-larger aligned-line shorter-tail headchar-lower above-double-space above-line-space
B-Body	By using the joint model, the segmentation	page=6 xpos=5 ypos=8 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	word error rate of the best performing	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	segmenter has been reduced by about 10%	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower column-bottom above-blank-line above-double-space above-line-space
Page	7	page=6 xpos=4 ypos=9 single-column centered left-indent right-indent font-smallest column-top line-blank-line line-double-space line-space numeric-only page-bottom
I-Body	from 2.9% (cf. the last column of Table 5) to Brown, P., Della Pietra, S., Della Pietra, V.,	page=7 xpos=0 ypos=0 single-column full-justified page-top headchar-lower tailchar-comma column-bottom
E-Body	2.6%.	page=7 xpos=0 ypos=0 left-column right-indent column-top tailchar-period above-blank-line above-double-space above-line-space
B-SectionHeader	5 Summary and Future Work	page=7 xpos=0 ypos=0 left-column right-indent font-larger aligned-line longer-tail line-blank-line line-double-space line-space numbered-heading1 column-bottom
I-Reference	and Mercer, R. 1993. The mathematics of	page=7 xpos=5 ypos=0 right-column right-indent column-top year headchar-lower
I-Reference	statistical machine translation: Parameter	page=7 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail headchar-lower
I-Reference	Estimation. Computational Linguistics,	page=7 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail headchar-capital tailchar-comma above-line-space
I-Reference	19(2): 263−311.	page=7 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail line-space tailchar-period column-bottom
B-Body	We have presented a robust word segmentation Darwish, K. 2002. Building a Shallow Arabic	page=7 xpos=0 ypos=0 single-column right-indent column-top year headchar-capital column-bottom
I-Body	algorithm which segments a word into a	page=7 xpos=0 ypos=1 left-column right-indent column-top headchar-lower
I-Body	prefix*-stem-suffix* sequence, along with	page=7 xpos=0 ypos=1 left-column right-indent aligned-line headchar-lower
I-Body	experimental results. Our Arabic word	page=7 xpos=0 ypos=1 left-column right-indent aligned-line headchar-lower
I-Body	segmentation system implementing the	page=7 xpos=0 ypos=1 left-column right-indent aligned-line headchar-lower column-bottom
I-Reference	Morphological Analyzer in One Day.	page=7 xpos=5 ypos=1 right-column right-indent column-top headchar-capital tailchar-period
I-Reference	Proceedings of the Workshop on	page=7 xpos=5 ypos=1 right-column full-justified aligned-line longer-tail headchar-capital
I-Reference	Computational Approaches to Semitic	page=7 xpos=5 ypos=1 right-column full-justified aligned-line headchar-capital above-line-space
I-Reference	Languages, pages 47−54.	page=7 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail line-space headchar-capital tailchar-period column-bottom
I-Body	algorithm achieves around 97% segmentation Franz, M. and McCarley, S. 2002. Arabic	page=7 xpos=0 ypos=1 single-column full-justified font-larger column-top year headchar-lower column-bottom
I-Body	accuracy on a development test corpus	page=7 xpos=0 ypos=2 left-column right-indent column-top headchar-lower
I-Body	containing 28,449 word tokens. Since the	page=7 xpos=0 ypos=2 left-column right-indent aligned-line headchar-lower column-bottom
I-Reference	Information Retrieval at IBM. Proceedings	page=7 xpos=5 ypos=2 right-column right-indent column-top headchar-capital above-line-space
I-Reference	of TREC 2002, pages 402− 405.	page=7 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail line-space year headchar-lower tailchar-period column-bottom
I-Body	algorithm can identify any number of prefixes Goldsmith, J. 2000. Unsupervised learning	page=7 xpos=0 ypos=2 single-column right-indent font-largest column-top year headchar-lower column-bottom
I-Body	and suffixes of a given token, it is generally	page=7 xpos=0 ypos=2 left-column right-indent column-top headchar-lower
I-Body	applicable to various language families	page=7 xpos=0 ypos=2 left-column right-indent aligned-line headchar-lower column-bottom
I-Reference	of the morphology of a natural language.	page=7 xpos=5 ypos=2 right-column right-indent column-top headchar-lower tailchar-period
I-Reference	Computational Linguistics, 27(1).	page=7 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-capital tailchar-period column-bottom
I-Body	including agglutinative languages (Korean, Jelinek, F. 1997. Statistical Methods for	page=7 xpos=0 ypos=2 single-column full-justified font-largest column-top year headchar-lower column-bottom
I-Body	Turkish, Finnish), highly inflected languages Speech Recognition. The MIT Press.	page=7 xpos=0 ypos=3 left-column right-over font-largest column-top headchar-capital tailchar-period column-bottom
I-Body	(Russian, Czech) as well as semitic languages Luo, X. and Roukos, S. 1996. An Iterative	page=7 xpos=0 ypos=3 single-column full-justified font-largest column-top year column-bottom
E-Body	(Arabic, Hebrew).	page=7 xpos=0 ypos=3 left-column right-indent column-top tailchar-period
B-Body	Our future work includes (i) application	page=7 xpos=0 ypos=3 left-column left-indent right-indent indented-line longer-tail headchar-capital
I-Body	of the current technique to other highly	page=7 xpos=0 ypos=3 left-column right-indent hanged-line headchar-lower column-bottom
I-Reference	Algorithm to Build Chinese Language	page=7 xpos=5 ypos=3 right-column full-justified column-top headchar-capital
I-Reference	Models. Proceedings of ACL-96, pages	page=7 xpos=5 ypos=3 right-column full-justified aligned-line headchar-capital above-line-space
I-Reference	139−143.	page=7 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail line-space tailchar-period column-bottom
I-Body	inflected languages, (ii) application of the Schone, P. and Jurafsky, D. 2001.	page=7 xpos=0 ypos=4 single-column full-justified font-largest column-top year headchar-lower tailchar-period column-bottom
I-Body	unsupervised stem acquisition technique on	page=7 xpos=0 ypos=4 left-column right-indent column-top headchar-lower
I-Body	about 1 billion word unsegmented Arabic	page=7 xpos=0 ypos=4 left-column right-indent aligned-line headchar-lower
I-Body	corpus, and (iii) adoption of a novel	page=7 xpos=0 ypos=4 left-column right-indent aligned-line headchar-lower
I-Body	morphological analysis technique to handle	page=7 xpos=0 ypos=4 left-column right-indent aligned-line headchar-lower column-bottom
I-Reference	Knowledge-Free Induction of Inflectional	page=7 xpos=5 ypos=4 right-column right-indent column-top headchar-capital
I-Reference	Morphologies. Proceedings of North	page=7 xpos=5 ypos=4 right-column full-justified aligned-line longer-tail headchar-capital
I-Body	American Chapter of Association for	page=7 xpos=5 ypos=4 right-column full-justified aligned-line headchar-capital
I-Body	Computational Linguistics.	page=7 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-capital tailchar-period column-bottom
I-Body	irregular morphology, as realized in Arabic Yarowsky, D. and Wicentowski, R. 2000.	page=7 xpos=0 ypos=5 single-column full-justified font-largest column-top year headchar-lower tailchar-period column-bottom
I-Body	broken plurals بﺎ ﺘ آ (ktAb) 'book' vs. ﺐ ﺘ آ	page=7 xpos=0 ypos=5 left-column right-indent column-top headchar-lower
E-Body	(ktb) 'books'.	page=7 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail tailchar-period column-bottom above-double-space above-line-space
AcknowledgementHeader	Acknowledgment	page=7 xpos=0 ypos=5 single-column right-indent font-larger column-top line-double-space line-space string-acknowledgement headchar-capital column-bottom
I-Reference	Minimally supervised morphological	page=7 xpos=5 ypos=5 right-column full-justified column-top headchar-capital
I-Reference	analysis by multimodal alignment.	page=7 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-period above-line-space
I-Reference	Proceedings of ACL-2000, pages 207− 216.	page=7 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail line-space year headchar-capital tailchar-period column-bottom
B-Reference	Yarowsky, D, Ngai G. and Wicentowski, R.	page=7 xpos=5 ypos=5 single-column left-indent column-top headchar-capital tailchar-period column-bottom above-double-space above-line-space
B-Acknowledgement	This work was partially supported by the	page=7 xpos=0 ypos=6 left-column full-justified column-top line-double-space line-space headchar-capital
I-Acknowledgement	Defense Advanced Research Projects Agency	page=7 xpos=0 ypos=6 left-column full-justified aligned-line headchar-capital
I-Acknowledgement	and monitored by SPAWAR under contract No.	page=7 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-period
I-Acknowledgement	N66001-99-2-8916. The views and findings	page=7 xpos=0 ypos=6 left-column full-justified aligned-line headchar-capital
I-Acknowledgement	contained in this material are those of the	page=7 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Acknowledgement	authors and do not necessarily reflect the	page=7 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Acknowledgement	position of policy of the Government and no	page=7 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Acknowledgement	official endorsement should be inferred. We	page=7 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Acknowledgement	would like to thank Martin Franz for discussions	page=7 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Acknowledgement	on language model building, and his help with	page=7 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
E-Acknowledgement	the use of ViaVoice language model toolkit.	page=7 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
ReferenceHeader	References	page=7 xpos=0 ypos=8 left-column right-indent font-larger aligned-line shorter-tail line-blank-line line-double-space line-space string-reference headchar-capital above-double-space above-line-space
B-Reference	Beesley, K. 1996. Arabic Finite-State	page=7 xpos=0 ypos=8 left-column right-indent aligned-line longer-tail line-double-space line-space year headchar-capital
I-Reference	Morphological Analysis and Generation.	page=7 xpos=0 ypos=8 left-column centered left-indent right-indent indented-line headchar-capital tailchar-period above-line-space
I-Reference	Proceedings of COLING-96, pages 89− 94.	page=7 xpos=0 ypos=9 left-column left-indent right-indent aligned-line shorter-tail line-space headchar-capital tailchar-period above-blank-line above-double-space above-line-space
Page	8	page=7 xpos=4 ypos=9 left-column left-indent right-over font-smallest indented-line longer-tail line-blank-line line-double-space line-space numeric-only column-bottom
I-Reference	2001. Inducting Multilingual Text Analysis	page=7 xpos=5 ypos=5 right-column right-indent column-top year
I-Reference	Tools via Robust Projection across Aligned	page=7 xpos=5 ypos=6 right-column full-justified aligned-line longer-tail headchar-capital
I-Reference	Corpora. Proceedings of HLT 2001, pages	page=7 xpos=5 ypos=6 right-column full-justified aligned-line year headchar-capital above-line-space
I-Reference	161−168.	page=7 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail line-space tailchar-period
