B-Header	Proceedings of HLT-NAACL 2003	page=0 xpos=6 ypos=0 right-column left-indent font-smallest page-top year headchar-capital
E-Body	structure annotated for the condensed string.	page=5 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	In the automatic evaluation of f -structure match, three	page=5 xpos=0 ypos=5 left-column left-indent indented-line longer-tail headchar-capital
I-Body	different system variants were compared. Firstly, ran-	page=5 xpos=0 ypos=5 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	domly chosen transferred f -structures were matched	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	against the manually selected f -structures for the man-	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ually created condensations. This evaluation constitutes	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	a lower bound on the F-score against the given gold	page=5 xpos=0 ypos=6 left-column full-justified aligned-line itemization headchar-lower
I-Body	standard. Secondly, matching results for transferred f -	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	structures yielding the maximal F-score against the gold	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	standard were recorded, giving an upper bound for the	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	system. Thirdly, the performance of the stochastic model	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	within the range of the lower bound and upper bound was	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	measured by recording the F-score for the f -structure that	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	received highest probability according to the learned dis-	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	tribution on transferred structures.	page=5 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	In order to make our results comparable to the re-	page=5 xpos=0 ypos=7 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	sults of Knight and Marcu (2000) and also to investigate	page=5 xpos=0 ypos=8 left-column full-justified hanged-line year headchar-lower
I-Body	the correspondence between the automatic evaluation and	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	human judgments, a manual evaluation of the strings gen-	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	erated by these system variants was conducted. Two hu-	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	man judges were presented with the uncondensed sur-	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	face string and five condensed strings that were displayed	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	in random order for each test example. The five con-	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	densed strings presented to the human judges contained	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	(1) strings generated from three randomly selected f -	page=5 xpos=0 ypos=9 left-column full-justified aligned-line itemization tailchar-hiphen
I-Body	structures, (2) the strings generated from the f -structures	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	which were selected by the stochastic model, and (3) the	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower column-bottom
I-Body	manually created gold-standard condensations extracted	page=5 xpos=5 ypos=0 right-column full-justified column-top headchar-lower
I-Body	from the Ziff-Davis abstracts. The judges were asked	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	to judge summarization quality on a scale of increasing	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	quality from 1 to 5 by assessing how well the generated	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	strings retained the most salient information of the orig-	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	inal uncondensed sentences. Grammaticality of the sys-	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tem output is optimal and not reported separately. Results	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	for both evaluations are reported for two test corpora of	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	32 examples each. Testset I contains the sentences and	page=5 xpos=5 ypos=1 right-column full-justified aligned-line numbered-heading1
I-Body	condensations used to evaluate the system described in	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	Knight and Marcu (2000). Testset II consists of another	page=5 xpos=5 ypos=1 right-column full-justified aligned-line year headchar-capital
I-Body	randomly extracted 32 sentence pairs from the same do-	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	main, prepared in the same way.	page=5 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Fig. 5 shows evaluation results for a sentence conden-	page=5 xpos=5 ypos=2 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	sation run that uses manually selected f -structures for	page=5 xpos=5 ypos=2 right-column full-justified hanged-line headchar-lower
I-Body	the original sentences as input to the transfer component.	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	These results demonstrate how the condenstation system	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-capital
I-Body	performs under the optimal circumstances when the parse	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	chosen as input is the best available. Fig. 6 applies the	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	same evaluation data and metrics to a sentence conden-	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sation experiment that performs transfer from packed f -	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	structures, i.e. transfer is performed on all parses for an	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	ambiguous sentence instead of on a single manually se-	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lected parse. Alternatively, a single input parse could be	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	selected by stochastic models such as the one described	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	in Riezler et al. (2002). A separate phase of parse disam-	page=5 xpos=5 ypos=4 right-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	biguation, and perhaps the effects of any errors that this	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	might introduce, can be avoided by transferring from all	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	parses for an ambiguous sentence. This approach is com-	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	putationally feasible, however, only if condensation can	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	be carried all the way through without unpacking. Our	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	technology is not yet able to do this (in particular, as men-	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tioned earlier, we have not yet implemented a method for	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	stochastic disambiguation on packed f -structures). How-	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ever, we conducted a preliminary assessment of this pos-	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sibility by unpacking and enumerating the transferred f -	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	structures. For many sentences this resulted in more can-	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	didates than we could operate on in the available time	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	and space, and in those cases we arbitrarily set a cut-off	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	on the number of transferred f -structures we considered.	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Since transferred f -structures are produced according to	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital
I-Body	the number of rules applied to transfer them, in this setup	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	the transfer system produces smaller f -structures first,	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	and cuts off less condensed output. The result of this ex-	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	periment, shown in Fig. 6, thus provides a conservative	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	estimate on the quality of the condensations we might	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
E-Body	achieve with a full-packing implementation.	page=5 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	In Figs. 5 and 6, the first row shows F-scores for a	page=5 xpos=5 ypos=8 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	random selection, the system selection, and the best pos-	page=5 xpos=5 ypos=8 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	sible selection from the transfer output against the gold	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	standard. The second rows show summarization quality	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	scores for generations from a random selection and the	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	system selection, and for the human-written condensa-	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion. The third rows report compression ratios. As can	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
Figure	__Figure 5__	page=6 xpos=0 ypos=-3 left-column centered left-indent right-indent box page-top figure-area above-double-space above-line-space
B-Caption	Figure 5: Sentence condensation from manually selected	page=6 xpos=0 ypos=0 left-column full-justified line-double-space line-space string-figure headchar-capital
E-Caption	f -structure for original uncondensed sentences.	page=6 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail itemization headchar-lower tailchar-period above-blank-line above-double-space above-line-space
I-Body	be seen from these tables, the ranking of system variants	page=6 xpos=0 ypos=0 left-column full-justified aligned-line longer-tail line-blank-line line-double-space line-space headchar-lower
I-Body	produced by the automatic and manual evaluation con-	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	firm a close correlation between the automatic evaluation	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	and human judgments. A comparison of evaluation re-	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sults across colums, i.e. across selection variants, shows	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	that a stochastic selection of transferred f -structures is	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	indeed important. Even if all f -structures are transferred	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	from the same linguistically rich source, and all gener-	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ated strings are grammatical, a reduction in error rate of	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	around 50% relative to the upper bound can be achieved	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	by stochastic selection. In contrast, a comparison be-	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tween transfer runs with and without perfect disambigua-	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion of the original string shows a decrease of about 5% in	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	F-score, and of only .1 points for summarization quality	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-capital
I-Body	when transferring from packed parses instead of from the	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	manually selected parse. This shows that it is more im-	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	portant to learn what a good transferred f -structure looks	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	like than to have a perfect f -structure to transfer from.	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	The compression rates associated with the systems that	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital
I-Body	used stochastic selection is around 60%, which is accept-	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	able, but not as aggressive as human-written condensa-	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tions. Note that in our current implementation, in some	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	cases the transfer component was unable to operate on	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	the packed representation. In those cases a parse was cho-	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sen at random as a conservative estimate of transfer from	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	all parses. This fall-back mechanism explains the drop in	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
E-Body	F-score for the upper bound in comparing Figs. 5 and 6.	page=6 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-SectionHeader	5 Conclusion	page=6 xpos=0 ypos=7 left-column right-indent font-largest aligned-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	We presented an approach to sentence condensation	page=6 xpos=0 ypos=7 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	that employs linguistically rich LFG grammars in a	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	parsing/generation-based stochastic sentence condensa-	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion system. Fine-grained dependency structures are out-	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	put by the parser, then modified by a highly expressive	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	transfer system, and filtered by a constraint-based gener-	page=6 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ator. Stochastic selection of generation-filtered reduced	page=6 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	structures uses a powerful Maximum-Entropy model.	page=6 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	As shown in an experimental evaluation, summarization	page=6 xpos=0 ypos=9 left-column full-justified aligned-line headchar-capital column-bottom
Figure	__Figure 6__	page=6 xpos=5 ypos=-3 right-column centered left-indent right-indent box column-top figure-area above-double-space above-line-space
B-Caption	Figure 6: Sentence condensation from packed f -	page=6 xpos=5 ypos=0 right-column full-justified line-double-space line-space string-figure headchar-capital tailchar-hiphen
E-Caption	structures for original uncondensed sentences.	page=6 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
I-Body	quality of the system output is state-of-the-art, and gram-	page=6 xpos=5 ypos=0 right-column full-justified aligned-line longer-tail line-blank-line line-double-space line-space headchar-lower tailchar-hiphen
I-Body	maticality of condensed strings is guaranteed. Robustness	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	techniques for parsing and generation guarantee that the	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
E-Body	system produces non-empty output for unseen input.	page=6 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Overall, the summarization quality achieved by	page=6 xpos=5 ypos=1 right-column left-indent indented-line longer-tail headchar-capital
I-Body	our system is similar to the results reported in	page=6 xpos=5 ypos=2 right-column full-justified hanged-line headchar-lower
I-Body	Knight and Marcu (2000). This might seem disappoint-	page=6 xpos=5 ypos=2 right-column full-justified aligned-line year headchar-capital tailchar-hiphen
I-Body	ing considering the more complex machinery employed	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	in our approach. It has to be noted that these re-	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sults are partially due to the somewhat artificial na-	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ture of the data that were used in the experiments of	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	Knight and Marcu (2000) and therefore in our experi-	page=6 xpos=5 ypos=3 right-column full-justified aligned-line year headchar-capital tailchar-hiphen
I-Body	ments: The human-written condensations in the data set	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	extracted from the Ziff-Davis corpus show the same	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	word order as the original sentences and do not exhibit	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	any structural modification that are common in human-	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	written summaries. For example, humans tend to make	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	use of structural modifications such as nominalization	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	and verb alternations such as active/passive or transi-	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tive/intransitive alternations in condensation. Such alter-	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nations can easily be expressed in our transfer-based	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	approach, whereas they impose severe problems to ap-	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	proaches that operate only on phrase structure trees. In	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	the given test set, however, the condensation task re-	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	stricted to the operation of deletion. A creation of addi-	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tional condensations for the original sentences other than	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	the condensed versions extracted from the human-written	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	abstracts would provide a more diverse test set, and fur-	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	thermore make it possible to match each system output	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	against any number of independent human-written con-	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	densations of the same original sentence. This idea of	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	computing matching scores to multiple reference exam-	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ples was proposed by Alshawi et al. (1998), and later by	page=6 xpos=5 ypos=8 right-column full-justified aligned-line year headchar-lower
I-Body	Papineni et al. (2001) for evaluation of machine transla-	page=6 xpos=5 ypos=8 right-column full-justified aligned-line year headchar-capital tailchar-hiphen
I-Body	tion systems. Similar to these proposals, an evaluation	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	of condensation quality could consider multiple reference	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	condensations and record the matching score against the	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
E-Body	most similar example.	page=6 xpos=5 ypos=9 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Another desideratum for future work is to carry	page=6 xpos=5 ypos=9 right-column left-indent indented-line longer-tail headchar-capital page-bottom
I-Body	condensation all the way through without unpacking	page=7 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	at any stage. Work on employing packing techniques	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	not only for parsing and transfer, but also for genera-	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion and stochastic selection is currently underway (see	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	Geman and Johnson (2002)). This will eventually lead to	page=7 xpos=0 ypos=0 left-column full-justified aligned-line year headchar-capital
I-Body	a system whose components work on packed represen-	page=7 xpos=0 ypos=0 left-column full-justified aligned-line itemization headchar-lower tailchar-hiphen
I-Body	tations of all or n-best solutions, but completely avoid	page=7 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
E-Body	costly unpacking of representations.	page=7 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
ReferenceHeader	References	page=7 xpos=0 ypos=1 left-column right-indent font-largest aligned-line shorter-tail line-blank-line line-double-space line-space string-reference headchar-capital above-double-space above-line-space
B-Reference	Hiyan Alshawi, Srinivas Bangalore, and Shona Douglas.	page=7 xpos=0 ypos=2 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-period
I-Reference	1998. Automatic acquisition of hierarchical trans-	page=7 xpos=0 ypos=2 left-column left-indent indented-line year tailchar-hiphen
I-Reference	duction models for machine translation. In Proceed-	page=7 xpos=0 ypos=2 left-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Reference	ings of the 36th Annual Meeting of the Association for	page=7 xpos=0 ypos=2 left-column left-indent aligned-line headchar-lower
I-Reference	Computational Linguistics (ACL’98), Montreal, Que-	page=7 xpos=0 ypos=2 left-column left-indent aligned-line headchar-capital tailchar-hiphen
I-Reference	bec, Canada.	page=7 xpos=0 ypos=3 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	John Carroll, Guido Minnen, Yvonne Canning, Siobhan	page=7 xpos=0 ypos=3 left-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital
I-Reference	Devlin, and John Tait. 1998. Practical simplification	page=7 xpos=0 ypos=3 left-column left-indent indented-line year headchar-capital
I-Reference	of english newspaper text to assist aphasic readers. In	page=7 xpos=0 ypos=3 left-column left-indent aligned-line headchar-lower
I-Reference	Proceedings of the AAAI Workshop on Integrating Arti-	page=7 xpos=0 ypos=3 left-column left-indent aligned-line headchar-capital tailchar-hiphen
I-Reference	ficial Intelligence and Assistive Technology, Madison,	page=7 xpos=0 ypos=4 left-column left-indent aligned-line headchar-lower tailchar-comma
I-Reference	WI.	page=7 xpos=0 ypos=4 left-column left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Anette Frank. 1999. From parallel grammar develop-	page=7 xpos=0 ypos=4 left-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	ment towards machine translation. In Proceedings of	page=7 xpos=0 ypos=4 left-column left-indent indented-line headchar-lower
I-Reference	the MT Summit VII. MT in the Great Translation Era,	page=7 xpos=0 ypos=4 left-column left-indent aligned-line headchar-lower tailchar-comma
I-Reference	pages 134–142. Kent Ridge Digital Labs, Singapore.	page=7 xpos=0 ypos=5 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Stuart Geman and Mark Johnson. 2002. Dynamic	page=7 xpos=0 ypos=5 left-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	programming for parsing and estimation of stochas-	page=7 xpos=0 ypos=5 left-column left-indent indented-line headchar-lower tailchar-hiphen
I-Reference	tic unification-based grammars. In Proceedings of the	page=7 xpos=0 ypos=5 left-column left-indent aligned-line headchar-lower
I-Reference	40th Annual Meeting of the Association for Computa-	page=7 xpos=0 ypos=5 left-column left-indent aligned-line tailchar-hiphen
I-Reference	tional Linguistics (ACL’02), Philadelphia, PA.	page=7 xpos=0 ypos=6 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Gregory Grefenstette. 1998. Producing intelligent tele-	page=7 xpos=0 ypos=6 left-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	graphic text reduction to provide an audio scanning	page=7 xpos=0 ypos=6 left-column left-indent indented-line headchar-lower
I-Reference	service for the blind. In Proceedings of the AAAI	page=7 xpos=0 ypos=6 left-column left-indent aligned-line headchar-lower
I-Reference	Spring Workshop on Intelligent Text Summarization,	page=7 xpos=0 ypos=6 left-column left-indent aligned-line headchar-capital tailchar-comma
I-Reference	Stanford, CA.	page=7 xpos=0 ypos=7 left-column left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Hongyan Jing. 2000. Sentence reduction for automatic	page=7 xpos=0 ypos=7 left-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	text summarization. In Proceedings of the 6th Applied	page=7 xpos=0 ypos=7 left-column left-indent indented-line headchar-lower
I-Reference	Natural Language Processing Conference (ANLP’00),	page=7 xpos=0 ypos=7 left-column left-indent aligned-line headchar-capital tailchar-comma
I-Reference	Seattle, WA.	page=7 xpos=0 ypos=7 left-column left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Mark Johnson, Stuart Geman, Stephen Canon, Zhiyi Chi,	page=7 xpos=0 ypos=8 left-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital tailchar-comma
I-Reference	and Stefan Riezler. 1999. Estimators for stochastic	page=7 xpos=0 ypos=8 left-column left-indent indented-line year headchar-lower
I-Reference	“unification-based” grammars. In Proceedings of the	page=7 xpos=0 ypos=8 left-column left-indent aligned-line
I-Reference	37th Annual Meeting of the Association for Computa-	page=7 xpos=0 ypos=8 left-column left-indent aligned-line tailchar-hiphen
I-Reference	tional Linguistics (ACL’99), College Park, MD.	page=7 xpos=0 ypos=9 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Kevin Knight and Daniel Marcu. 2000. Statistics-based	page=7 xpos=0 ypos=9 left-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	summarization—step one: Sentence compression. In	page=7 xpos=0 ypos=9 left-column left-indent indented-line headchar-lower
I-Reference	Proceedings of the 17th National Conference on Arti-	page=7 xpos=0 ypos=9 left-column left-indent aligned-line headchar-capital tailchar-hiphen
I-Reference	ficial Intelligence (AAAI-2000), Austin, TX.	page=7 xpos=0 ypos=9 left-column left-indent right-indent aligned-line shorter-tail year headchar-lower tailchar-period column-bottom
B-Reference	John Maxwell and Ronald M. Kaplan. 1989. An	page=7 xpos=5 ypos=0 right-column full-justified column-top year headchar-capital
I-Reference	overview of disjunctive constraint satisfaction. In Pro-	page=7 xpos=5 ypos=0 right-column left-indent indented-line headchar-lower tailchar-hiphen
I-Reference	ceedings of the International Workshop on Parsing	page=7 xpos=5 ypos=0 right-column left-indent aligned-line headchar-lower
I-Reference	Technologies, Pittsburgh, PA.	page=7 xpos=5 ypos=0 right-column left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
