B-Header	Proceedings of HLT-NAACL 2003	page=0 xpos=6 ypos=0 right-column left-indent font-smallest page-top year headchar-capital above-line-space
B-Caption	Figure 4. System performance.	page=5 xpos=1 ypos=5 left-column left-indent right-indent indented-line shorter-tail line-double-space line-space string-figure headchar-capital tailchar-period above-blank-line above-double-space above-line-space
B-Body	The performance is reported on four metrics. Recall	page=5 xpos=0 ypos=6 left-column left-indent hanged-line longer-tail line-blank-line line-double-space line-space headchar-capital
I-Body	measures how well a summarizer retains original	page=5 xpos=0 ypos=6 left-column full-justified hanged-line headchar-lower
I-Body	content. Precision measures how well a system	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	generates summaries. SRECALL and SPRECISION are	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	the strict recall and strict precision that take into	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	consideration only units with full completeness in unit	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	coverage. LRECALL and LPRECISION are the lenient	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	recall and lenient precision that count units with partial	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	and full completeness in unit coverage. Extract	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	summaries that are produced by our system has	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	comparable performance in recall with SMU, meaning	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	that the coverage of important information is good.	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	But our system shows weakness in precision due to	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-capital
I-Body	the fact that each sentence in the system-generated	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	extract is not compressed in any way. Each sentence in	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	the extract has high coverage over the human summary.	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	But sentences that have no value have also been	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-capital
I-Body	included in the result. This causes long extracts on	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	average, hence, the low average in precision measure.	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Since our sentence ranking mechanism is based on	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-capital column-bottom
I-Body	desirability, sentences at the end of the extract are less	page=5 xpos=5 ypos=0 right-column full-justified column-top headchar-lower
I-Body	desirable and can be removed. This needs further	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	investigation. Clearly there is the need to reduce the size	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	of the generated summaries. In order to produce simple	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	and concise extracts, sentence compression needs to be	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
E-Body	performed (Knight and Marcu, 2000).	page=5 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail year headchar-lower tailchar-period
B-Body	Despite the problems, however, our system’s	page=5 xpos=5 ypos=1 right-column left-indent indented-line longer-tail headchar-capital
I-Body	performance places it at equal level to the top-scoring	page=5 xpos=5 ypos=1 right-column full-justified hanged-line headchar-lower
I-Body	systems in DUC01. Now that the DUC02 material is	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	also available, we will compare our results to their top-	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	scoring system as well.	page=5 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-SubsectionHeader	4.3 Conclusion	page=5 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail line-blank-line line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	One important stage in developing a learning-based	page=5 xpos=5 ypos=2 right-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	extraction summarization system is to find sufficient	page=5 xpos=5 ypos=2 right-column full-justified hanged-line headchar-lower
I-Body	and relevant collections of (extract, text) pairs. This task	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	is also the most difficult one since resources of	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	constructing the pairs are scarce. To solve this	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	bottleneck, one wonders whether the web can be seen	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	as a vast repository that is waiting to be tailored in order	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	to fulfill our quest in finding summarization training	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	data. We have discovered a way to find short forms of	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	longer documents and have built an extraction-based	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	summarizer learning from reorganizing news articles	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	from the World Wide Web and performing at a level	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	comparable to DUC01 systems. We are excited about	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	the power of how reorganization of the web news	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	articles has brought us and will explore this idea in other	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
E-Body	tasks of natural language processing.	page=5 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	5 Future Work	page=5 xpos=5 ypos=5 right-column right-indent font-largest aligned-line shorter-tail line-double-space line-space numbered-heading1 above-blank-line above-double-space above-line-space
B-Body	Multi-document summarization naturally comes	page=5 xpos=5 ypos=5 right-column left-indent indented-line longer-tail line-blank-line line-double-space line-space headchar-capital
I-Body	into picture for future development. Our corpus	page=5 xpos=5 ypos=6 right-column full-justified hanged-line headchar-lower
I-Body	organization itself is in the form of multiple articles	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	being summarized into one (monthly or weekly). How	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	do we learn and use this structure to summarize a new	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
E-Body	set of articles?	page=5 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower
B-Body	Headline generation is another task that we can	page=5 xpos=5 ypos=7 right-column left-indent indented-line longer-tail headchar-capital
I-Body	approach equipped with our large restructured web	page=5 xpos=5 ypos=7 right-column full-justified hanged-line headchar-lower
E-Body	corpus.	page=5 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	We believe that the answers to these questions are	page=5 xpos=5 ypos=7 right-column left-indent indented-line longer-tail headchar-capital
I-Body	embedded in the characteristics of the corpus, namely	page=5 xpos=5 ypos=7 right-column full-justified hanged-line headchar-lower
I-Body	the WWW, and are eager to discover them in the near	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
E-Body	future.	page=5 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
AcknowledgementHeader	Acknowledgement	page=5 xpos=5 ypos=8 right-column right-indent font-largest aligned-line longer-tail line-double-space line-space string-acknowledgement headchar-capital above-blank-line above-double-space above-line-space
B-Acknowledgement	We want to thank Dr. Chin-Yew Lin for making the	page=5 xpos=5 ypos=8 right-column left-indent indented-line longer-tail line-blank-line line-double-space line-space headchar-capital
E-Acknowledgement	Yahoo Full Coverage Collection download.	page=5 xpos=5 ypos=9 right-column right-indent hanged-line shorter-tail headchar-capital tailchar-period page-bottom
Figure	__Figure 5__	page=6 xpos=0 ypos=-7 single-column left-indent right-indent box page-top figure-area above-double-space above-line-space
B-Caption	Figure 5. Comparison of summaries generated by human and system.	page=6 xpos=1 ypos=0 single-column left-indent right-indent indented-line shorter-tail line-double-space line-space string-figure headchar-capital tailchar-period column-bottom above-double-space above-line-space
ReferenceHeader	References	page=6 xpos=0 ypos=0 left-column right-indent font-largest column-top line-double-space line-space string-reference headchar-capital above-blank-line above-double-space above-line-space
B-Reference	Kenneth W. Church. 1993. Char align: A program for	page=6 xpos=0 ypos=1 left-column full-justified aligned-line longer-tail line-blank-line line-double-space line-space year headchar-capital
I-Reference	aligning parallel texts at the character level. In	page=6 xpos=0 ypos=1 left-column left-indent indented-line headchar-lower
I-Reference	Proceedings of the Workshop on Very Large	page=6 xpos=0 ypos=1 left-column left-indent aligned-line headchar-capital
I-Reference	Corpora: Academic and Industrial Perspectives,	page=6 xpos=0 ypos=2 left-column left-indent aligned-line headchar-capital tailchar-comma
I-Reference	ACL. Association for Computational Linguistics,	page=6 xpos=0 ypos=2 left-column left-indent aligned-line headchar-capital tailchar-comma
I-Reference	1993.	page=6 xpos=0 ypos=2 left-column left-indent right-indent aligned-line shorter-tail year tailchar-period above-blank-line above-double-space above-line-space
B-Reference	Aidan Finn, Nicholas Kushmerick, and Barry Smyth.	page=6 xpos=0 ypos=3 left-column full-justified hanged-line longer-tail line-blank-line line-double-space line-space headchar-capital tailchar-period
I-Reference	2001. Fact or fiction: Content classification for	page=6 xpos=0 ypos=3 left-column left-indent indented-line year
I-Reference	digital libraries. In Proceedings of NSF/DELOS	page=6 xpos=0 ypos=3 left-column left-indent aligned-line headchar-lower
I-Reference	Workshop on Personalization and Recommender.	page=6 xpos=0 ypos=4 left-column centered left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period above-blank-line above-double-space above-line-space
B-Reference	Pascale Fung and Kenneth W. Church. 1994. K-vec: A	page=6 xpos=0 ypos=4 left-column full-justified hanged-line longer-tail line-blank-line line-double-space line-space year headchar-capital
I-Reference	new approach for aligning parallel texts. In	page=6 xpos=0 ypos=5 left-column left-indent indented-line headchar-lower
I-Reference	Proceedings from the 15th International Conference	page=6 xpos=0 ypos=5 left-column left-indent aligned-line headchar-capital
I-Reference	on Computational Linguistics, Kyoto.	page=6 xpos=0 ypos=5 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-Reference	Kevin Knight and Daniel Marcu (2000). Statistics-	page=6 xpos=0 ypos=6 left-column full-justified hanged-line longer-tail line-blank-line line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	Based Summarization--Step One: Sentence	page=6 xpos=0 ypos=6 left-column left-indent indented-line headchar-capital
I-Reference	Compression. The 17th National Conference of the	page=6 xpos=0 ypos=6 left-column left-indent aligned-line headchar-capital
I-Reference	American Association for Artificial Intelligence	page=6 xpos=0 ypos=7 left-column left-indent aligned-line headchar-capital
I-Reference	AAAI'2000, Outstanding Paper Award, Austin,	page=6 xpos=0 ypos=7 left-column left-indent aligned-line year headchar-capital tailchar-comma
I-Reference	Texas, July 30-August 3, 2000.	page=6 xpos=0 ypos=7 left-column left-indent right-indent aligned-line shorter-tail year headchar-capital tailchar-period above-blank-line above-double-space above-line-space
B-Reference	Julian Kupiec, Jan Pedersen, and Francine Chen. 1995.	page=6 xpos=0 ypos=8 left-column full-justified hanged-line longer-tail line-blank-line line-double-space line-space year headchar-capital tailchar-period
I-Reference	A trainable document summarizer. In SIGIR ’95,	page=6 xpos=0 ypos=8 left-column left-indent indented-line headchar-capital tailchar-comma
I-Reference	Proceedings of the 18 <sup>th</sup> Annual International ACM	page=6 xpos=0 ypos=8 left-column left-indent font-largest aligned-line headchar-capital
I-Reference	SIGIR Conference on Research and Development in	page=6 xpos=0 ypos=9 left-column left-indent aligned-line headchar-capital
I-Reference	Information Retrieval. Seattle, Washington, USA.,	page=6 xpos=0 ypos=9 left-column left-indent aligned-line headchar-capital tailchar-comma
I-Reference	pages 68-73. ACM Press.	page=6 xpos=0 ypos=9 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period column-bottom
B-Reference	Chin-Yew Lin. 2001. Summary evaluation environment.	page=6 xpos=5 ypos=0 right-column full-justified column-top year headchar-capital tailchar-period
I-Reference	http://www.isi.edu/~cyl/SEE.	page=6 xpos=5 ypos=0 right-column left-indent right-indent indented-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-Reference	Chin-Yew Lin and Eduard Hovy. 2000. The automated	page=6 xpos=5 ypos=1 right-column full-justified hanged-line longer-tail line-blank-line line-double-space line-space year headchar-capital
I-Reference	acquisition of topic signatures for text	page=6 xpos=5 ypos=1 right-column left-indent indented-line headchar-lower
I-Reference	summarization. In Proceedings of the 18 <sup>th</sup>	page=6 xpos=5 ypos=2 right-column left-indent font-largest aligned-line headchar-lower
I-Reference	International Conference on Computational	page=6 xpos=5 ypos=2 right-column left-indent aligned-line headchar-capital
I-Reference	Linguistics (COLING 2000), Saarbrücken, Germany,	page=6 xpos=5 ypos=2 right-column left-indent aligned-line year headchar-capital tailchar-comma
I-Reference	July 31- August 4, 2000.	page=6 xpos=5 ypos=2 right-column left-indent right-indent aligned-line shorter-tail year headchar-capital tailchar-period above-blank-line above-double-space above-line-space
B-Reference	Daniel Marcu. 1999. The automatic construction of	page=6 xpos=5 ypos=3 right-column full-justified hanged-line longer-tail line-blank-line line-double-space line-space year headchar-capital
I-Reference	large-scale corpora for summarization research. The	page=6 xpos=5 ypos=3 right-column left-indent indented-line headchar-lower
I-Reference	22nd International ACM SIGIR Conference on	page=6 xpos=5 ypos=4 right-column left-indent aligned-line
I-Reference	Research and Development in Information Retrieval	page=6 xpos=5 ypos=4 right-column left-indent aligned-line headchar-capital
I-Reference	(SIGIR'99), pages 137-144, Berkeley, CA, August	page=6 xpos=5 ypos=4 right-column left-indent aligned-line
I-Reference	1999.	page=6 xpos=5 ypos=5 right-column left-indent right-indent aligned-line shorter-tail year tailchar-period above-blank-line above-double-space above-line-space
B-Reference	I. Dan Melamed. 1999. Bitext maps and alignment via	page=6 xpos=5 ypos=5 right-column full-justified hanged-line longer-tail line-blank-line line-double-space line-space year headchar-capital
I-Reference	pattern recognition. Computational Linguistics,	page=6 xpos=5 ypos=5 right-column left-indent indented-line headchar-lower tailchar-comma
I-Reference	25(1):107-130.	page=6 xpos=5 ypos=6 right-column left-indent right-indent aligned-line shorter-tail tailchar-period above-blank-line above-double-space above-line-space
B-Reference	Gerard Salton. 1975. A vector space model for	page=6 xpos=5 ypos=6 right-column full-justified hanged-line longer-tail line-blank-line line-double-space line-space year headchar-capital
I-Reference	information retrieval. Communications of the ACM,	page=6 xpos=5 ypos=7 right-column left-indent indented-line headchar-lower tailchar-comma
I-Reference	18(11):613-620, November 1975.	page=6 xpos=5 ypos=7 right-column left-indent right-indent aligned-line shorter-tail year tailchar-period above-blank-line above-double-space above-line-space
B-Reference	David Zajic, Bonnie Dorr, and Richard Schwartz. 2002.	page=6 xpos=5 ypos=7 right-column full-justified hanged-line longer-tail line-blank-line line-double-space line-space year headchar-capital tailchar-period
I-Reference	Automatic headline generation for newspaper	page=6 xpos=5 ypos=8 right-column left-indent indented-line headchar-capital
I-Reference	stories. In Proceedings of the ACL-2002 Workshop	page=6 xpos=5 ypos=8 right-column left-indent aligned-line year headchar-lower
I-Reference	on Text Summarization, Philadelphia, PA, 2002.	page=6 xpos=5 ypos=8 right-column left-indent right-indent aligned-line shorter-tail year headchar-lower tailchar-period
