B-Header	Proceedings of HLT-NAACL 2003	page=0 xpos=6 ypos=0 right-column left-indent font-smallest page-top year headchar-capital
I-Body	OCR system on French hardcopy input with and without	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital
I-Body	correction, using the top 1000 entries of the lexicon gen-	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	erated from ground truth as the target set. Since we are	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	interested in the effect of OCR, independent of the per-	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	formance of the lexicon generation method, the lexicon	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	auto-generated from the ground truth provides a reason-	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	able target set. (More detailed evaluation of translation	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
E-Body	lexicon acquisition is a topic for future work.)	page=5 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower above-double-space above-line-space
Figure	__Figure 3__	page=5 xpos=0 ypos=6 left-column left-indent right-indent box indented-line longer-tail line-double-space line-space figure-area above-double-space above-line-space
B-Caption	Figure 3: Effect of correction on translation lexicon ac-	page=5 xpos=0 ypos=8 left-column full-justified hanged-line longer-tail line-double-space line-space string-figure headchar-capital tailchar-hiphen
E-Caption	quisition	page=5 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower above-blank-line above-double-space above-line-space
B-Body	The graph clearly illustrates that the precision of the	page=5 xpos=0 ypos=9 left-column left-indent indented-line longer-tail line-blank-line line-double-space line-space headchar-capital
I-Body	translation lexicon generated using original OCR data de-	page=5 xpos=0 ypos=9 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	grades quickly as recall increases, whereas the corrected	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	version maintains its precision above 90% up to a recall	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
E-Body	of 80%.	page=5 xpos=0 ypos=9 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period column-bottom
B-SectionHeader	5 Related Work	page=5 xpos=5 ypos=0 right-column right-indent font-largest column-top numbered-heading1 above-double-space above-line-space
B-Body	There has been considerable research on automatically	page=5 xpos=5 ypos=0 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	correcting words in text in general, and correction of	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	OCR output in particular. Kukich (1992) provides a gen-	page=5 xpos=5 ypos=0 right-column full-justified aligned-line year headchar-capital tailchar-hiphen
I-Body	eral survey of the research in the area. Unfortunately,	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	there is no commonly used evaluation base for OCR error	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	correction, making comparison of experimental results	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
E-Body	difficult.	page=5 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Some systems integrate the post-processor with the ac-	page=5 xpos=5 ypos=1 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	tual character recognizer to allow interaction between the	page=5 xpos=5 ypos=1 right-column full-justified hanged-line headchar-lower
I-Body	two. In an early study, Hanson et al. (1976) reports a	page=5 xpos=5 ypos=2 right-column full-justified aligned-line year headchar-lower
I-Body	word error rate of about 2% and a reject rate of 1%, with-	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	out a dictionary. Sinha and Prasada (1988) achieve 97%	page=5 xpos=5 ypos=2 right-column full-justified aligned-line year headchar-lower
I-Body	word recognition, ignoring punctuation, using an aug-	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	mented dictionary, a Viterbi style algorithm, and manual	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
E-Body	heuristics.	page=5 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Many systems treat OCR as a black  box, generally em-	page=5 xpos=5 ypos=3 right-column left-indent font-largest indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	ploying word and/or character level -grams along with	page=5 xpos=5 ypos=3 right-column full-justified hanged-line headchar-lower
I-Body	character confusion probabilities. Srihari et al. (1983)	page=5 xpos=5 ypos=3 right-column full-justified aligned-line year headchar-lower
I-Body	is one typical example and reports up to 87% error cor-	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	rection on artificial data, relying (as we do) on a lexicon	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	for correction. Goshtasby and Ehrich (1988) presents a	page=5 xpos=5 ypos=4 right-column full-justified aligned-line year headchar-lower
I-Body	method based on probabilistic relaxation labeling, using	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	context characters to constrain the probability of each	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	character. They do not use a lexicon but do require	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	the probabilities assigned to individual characters by the	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
E-Body	OCR system.	page=5 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-capital tailchar-period above-line-space
B-Body	Jones et al. (1991) describe an OCR post-processing	page=5 xpos=5 ypos=5 right-column left-indent indented-line longer-tail line-space year headchar-capital
I-Body	system comparable to ours, and report error reductions	page=5 xpos=5 ypos=5 right-column full-justified hanged-line headchar-lower
I-Body	of 70-90%. Their system is designed around a stratified	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	algorithm. The first phase performs isolated word cor-	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	rection using rewrite rules, allowing words that are not in	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	the lexicon. The second phase attempts correcting word	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	split errors, and the last phase uses word bigram proba-	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	bilities to improve correction. The three phases interact	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	with each other to guide the search. In comparison to	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	our work, the main difference is our focus on an end-	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	to-end generative model versus their stratified algorithm	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
E-Body	centered around correction.	page=5 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Perez-Cortes et al. (2000) describes a system that uses	page=5 xpos=5 ypos=7 right-column left-indent indented-line longer-tail line-space year headchar-capital
I-Body	a stochastic FSM that accepts the smallest k-testable lan-	page=5 xpos=5 ypos=7 right-column full-justified hanged-line itemization headchar-lower tailchar-hiphen
I-Body	guage consistent with a representative language sample.	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Depending on the value of k, correction can be restricted	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital
I-Body	to sample language, or variations may be allowed. They	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	report reducing error rate from 33% to below 2% on OCR	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
E-Body	output of hand-written Spanish names from forms.	page=5 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Pal et al. (2000) describes a method for OCR error cor-	page=5 xpos=5 ypos=8 right-column left-indent indented-line longer-tail line-space year headchar-capital tailchar-hiphen
I-Body	rection of an inflectional Indian language using morpho-	page=5 xpos=5 ypos=8 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	logical parsing, and reports correcting 84% of the words	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	with a single character error. Although it is limited to sin-	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	gle errors, the system demonstrates the possibility of cor-	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	recting OCR errors in morphologically rich languages.	page=5 xpos=5 ypos=9 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Taghva and Stofsky (2001) takes a different approach	page=5 xpos=5 ypos=9 right-column left-indent indented-line longer-tail line-space year headchar-capital page-bottom
I-Body	to post-processing and proposes an interactive spelling	page=6 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	correction system specifically designed for OCR error	page=6 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	correction. The system uses multiple information re-	page=6 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sources to propose correction candidates and lets the user	page=6 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
E-Body	review the candidates and make corrections.	page=6 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Although segmentation errors have been addressed to	page=6 xpos=0 ypos=0 left-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	some degree in previous work, to the best of our knowl-	page=6 xpos=0 ypos=1 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	edge our model is the first that explicitly incorporates	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	segmentation. Similarly, many systems make use of a	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	language model, a character confusion model, etc., but	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	none have developed an end-to-end model that formally	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	describes the OCR process from the generation of the true	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	word sequence to the output of the OCR system in a man-	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ner that allows for statistical parameter estimation. Our	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	model is also the first to explicitly model the conversion	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
E-Body	of a sequence of words into a character sequence.	page=6 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	6 Conclusions and Future Work	page=6 xpos=0 ypos=3 left-column right-indent font-largest aligned-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	We have presented a flexible, modular, probabilistic gen-	page=6 xpos=0 ypos=3 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	erative OCR model designed specifically for ease of in-	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tegration with probabilistic models of the sort commonly	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	found in recent NLP work, and for rapid retargeting of	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
E-Body	OCR and NLP technology to new languages.	page=6 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-capital tailchar-period above-line-space
B-Body	In a rigorous evaluation of post-OCR error correction	page=6 xpos=0 ypos=4 left-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	on real data, illustrating a scenario where a black-box	page=6 xpos=0 ypos=4 left-column full-justified hanged-line headchar-lower
I-Body	commercial English OCR system is retargeted to work	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	with French data, we obtained a 70% reduction in word	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	error rate over the English-on-French baseline, with a re-	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sulting word accuracy of 97%. It is worth noting that our	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	post-OCR correction of the English OCR on French text	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	led to better performance than a commercial French OCR	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
E-Body	system run on the same text.	page=6 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	We also evaluated the impact of error correction in a	page=6 xpos=0 ypos=6 left-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	resource-acquisition scenario involving translation lex-	page=6 xpos=0 ypos=6 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	icon acquisition from OCR output. The results show	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	that our post-OCR correction framework significantly	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	improves performance. We anticipate applying the tech-	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nique in order to retarget cross-language IR technology	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	— the results of Resnik et al. (2001) demonstrate that	page=6 xpos=0 ypos=7 left-column full-justified aligned-line year
I-Body	even noisy extensions to dictionary-based translation lex-	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	icons, acquired from parallel text, can have a positive	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	impact on cross language information retrieval perfor-	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	mance.	page=6 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	We are currently working on improving the correc-	page=6 xpos=0 ypos=8 left-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	tion performance of the system, and extending our error	page=6 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower
I-Body	model implementation to include character context and	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	allow for character merge/split errors. We also intend to	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	relax the requirement of having a word list, so that the	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
E-Body	model handles valid word errors.	page=6 xpos=0 ypos=9 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	We are also exploring the possibility of tuning a statis-	page=6 xpos=0 ypos=9 left-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	tical machine translation model to be used with our model	page=6 xpos=0 ypos=9 left-column full-justified hanged-line headchar-lower
I-Body	to exploit parallel text. If a translation of the OCR’d text	page=6 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	is available, a translation model can be used to provide	page=6 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower column-bottom
I-Body	us with a candidate-word list that contains most of the	page=6 xpos=5 ypos=0 right-column full-justified column-top headchar-lower
E-Body	correct words, and very few irrelevant words.	page=6 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Finally, we plan to challenge our model with other lan-	page=6 xpos=5 ypos=0 right-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	guages, starting with Arabic, Turkish, and Chinese. Ara-	page=6 xpos=5 ypos=0 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	bic and Turkish have phonetic alphabets, but also pose	page=6 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	the problem of rich morphology. Chinese will require	page=6 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	more work due to the size of its character set. We are	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	optimistic that the power and flexibility of our modeling	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	framework will allow us to develop the necessary tech-	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	niques for these languages, as well as many others.	page=6 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
AcknowledgementHeader	Acknowledgments	page=6 xpos=5 ypos=1 right-column right-indent font-largest aligned-line shorter-tail line-double-space line-space string-acknowledgement headchar-capital above-double-space above-line-space
B-Acknowledgement	This research was supported in part by National Science	page=6 xpos=5 ypos=2 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Acknowledgement	Foundation grant EIA0130422, Department of Defense	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-capital
I-Acknowledgement	contract RD-02-5700, DARPA/ITO Cooperative Agree-	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Acknowledgement	ment N660010028910, and Mitre agreement 010418-	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Acknowledgement	7712.	page=6 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail tailchar-period
B-Acknowledgement	We are grateful to Mohri et al. for the AT&T FSM	page=6 xpos=5 ypos=3 right-column left-indent indented-line longer-tail headchar-capital
I-Acknowledgement	Toolkit, Clarkson and Rosenfeld for CMU-Cambridge	page=6 xpos=5 ypos=3 right-column full-justified hanged-line headchar-capital
I-Acknowledgement	Toolkit, and David Doermann for providing the OCR out-	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-capital tailchar-hiphen
E-Acknowledgement	put and useful discussion.	page=6 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
ReferenceHeader	References	page=6 xpos=5 ypos=4 right-column right-indent font-largest aligned-line shorter-tail line-blank-line line-double-space line-space string-reference headchar-capital above-double-space above-line-space
B-Reference	Eric Brill and Robert C. Moore. 2000. An improved	page=6 xpos=5 ypos=4 right-column full-justified aligned-line longer-tail line-double-space line-space year headchar-capital
I-Reference	model for noisy channel spelling correction. In 38th	page=6 xpos=5 ypos=4 right-column left-indent indented-line headchar-lower
I-Reference	Annual Meeting of the Association for Computational	page=6 xpos=5 ypos=4 right-column left-indent aligned-line headchar-capital
I-Reference	Linguistics, pages 286–293, Hong Kong, China, Octo-	page=6 xpos=5 ypos=5 right-column left-indent aligned-line headchar-capital tailchar-hiphen
I-Reference	ber.	page=6 xpos=5 ypos=5 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Peter F. Brown, John Cocke, Stephen A. Della Pietra,	page=6 xpos=5 ypos=5 right-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital tailchar-comma
I-Reference	Vincent J. Della Pietra, Fredrick Jelinek, John D. Laf-	page=6 xpos=5 ypos=5 right-column left-indent indented-line headchar-capital tailchar-hiphen
I-Reference	ferty, Robert L. Mercer, and Paul S. Roossin. 1990. A	page=6 xpos=5 ypos=5 right-column left-indent aligned-line year headchar-lower
I-Reference	statistical approach to machine translation. Computa-	page=6 xpos=5 ypos=6 right-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Reference	tional Linguistics, 16(2):79–85.	page=6 xpos=5 ypos=6 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Philip Clarkson and Ronald Rosenfeld. 1997. Statis-	page=6 xpos=5 ypos=6 right-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	tical language modeling using the CMU-Cambridge	page=6 xpos=5 ypos=6 right-column left-indent indented-line headchar-lower
I-Reference	Toolkit. In ESCA Eurospeech, Rhodes, Greece.	page=6 xpos=5 ypos=6 right-column left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	W. B. Croft, S. M. Harding, K. Taghva, and J. Borsack.	page=6 xpos=5 ypos=7 right-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital tailchar-period
I-Reference	1994. An evaluation of information retrieval accuracy	page=6 xpos=5 ypos=7 right-column left-indent indented-line year
I-Reference	with simulated OCR output. In Symposium of Docu-	page=6 xpos=5 ypos=7 right-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Reference	ment Analysis and Information Retrieval, ISRI-UNLV.	page=6 xpos=5 ypos=7 right-column left-indent right-indent aligned-line headchar-lower tailchar-period above-double-space above-line-space
B-Reference	David Doermann, Huanfeng Ma, Burcu Karagöl-Ayan,	page=6 xpos=5 ypos=7 right-column full-justified hanged-line line-double-space line-space headchar-capital tailchar-comma
I-Reference	and Douglas W. Oard. 2002. Translation lexicon ac-	page=6 xpos=5 ypos=8 right-column left-indent indented-line year headchar-lower tailchar-hiphen
I-Reference	quisition from bilingual dictionaries. In Ninth SPIE	page=6 xpos=5 ypos=8 right-column left-indent aligned-line headchar-lower
I-Reference	Symposium on Document Recognition and Retrieval,	page=6 xpos=5 ypos=8 right-column left-indent aligned-line headchar-capital tailchar-comma
I-Reference	San Jose, CA.	page=6 xpos=5 ypos=8 right-column left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	David Doermann. 1998. The indexing and retrieval of	page=6 xpos=5 ypos=8 right-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	document images: A survey. Computer Vision and Im-	page=6 xpos=5 ypos=9 right-column left-indent indented-line headchar-lower tailchar-hiphen
I-Reference	age Understanding: CVIU, 70(3):287–298.	page=6 xpos=5 ypos=9 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Ted Dunning. 1993. Accurate methods for the statistics	page=6 xpos=5 ypos=9 right-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	of surprise and coincidence. Computational Linguis-	page=6 xpos=5 ypos=9 right-column left-indent indented-line headchar-lower tailchar-hiphen
I-Reference	tics, 19(1):61–74, March.	page=6 xpos=5 ypos=9 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period page-bottom
B-Reference	Robert Frederking. 1999. Summary of the MI-	page=7 xpos=0 ypos=0 left-column full-justified page-top year headchar-capital tailchar-hiphen
I-Reference	DAS session on handling multilingual speech,	page=7 xpos=0 ypos=0 left-column left-indent indented-line headchar-capital tailchar-comma
I-Reference	document images, and video OCR, August.	page=7 xpos=0 ypos=0 left-column left-indent aligned-line headchar-lower tailchar-period
I-Reference	http://www.clis2.umd.edu/conferences/midas/papers/	page=7 xpos=0 ypos=0 left-column left-indent right-indent aligned-line shorter-tail headchar-lower
I-Reference	frederking.txt.	page=7 xpos=0 ypos=0 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Ardeshir Goshtasby and Roger W. Ehrich. 1988. Con-	page=7 xpos=0 ypos=1 left-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	textual word recognition using probabilistic relaxation	page=7 xpos=0 ypos=1 left-column left-indent indented-line headchar-lower
I-Reference	labeling. Pattern Recognition, 21(5):455–462.	page=7 xpos=0 ypos=1 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Allen R. Hanson, Edward M. Riseman, and Edward G.	page=7 xpos=0 ypos=2 left-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital tailchar-period
I-Reference	Fisher. 1976. Context in word recognition. Pattern	page=7 xpos=0 ypos=2 left-column left-indent indented-line year headchar-capital
I-Reference	Recognition, 8:33–45.	page=7 xpos=0 ypos=2 left-column left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Melissa Holland and Chris Schlesiger. 1998. High-	page=7 xpos=0 ypos=3 left-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	modality machine translation for a battlefield environ-	page=7 xpos=0 ypos=3 left-column left-indent indented-line headchar-lower tailchar-hiphen
I-Reference	ment. In NATO/RTO Systems Concepts and Integra-	page=7 xpos=0 ypos=3 left-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Reference	tion Symposium, Monterey, CA, April. 15/1-3. Hull,	page=7 xpos=0 ypos=3 left-column left-indent aligned-line headchar-lower tailchar-comma
I-Reference	Canada: CCG, Inc. (ISBN 92-837-1006-1).	page=7 xpos=0 ypos=3 left-column left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Mark A. Jones, Guy A. Story, and Bruce W. Ballard.	page=7 xpos=0 ypos=4 left-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital tailchar-period
I-Reference	1991. Integrating multiple knowledge sources in a	page=7 xpos=0 ypos=4 left-column left-indent indented-line year
I-Reference	Bayesian OCR post-processor. In IDCAR-91, pages	page=7 xpos=0 ypos=4 left-column left-indent aligned-line headchar-capital
I-Reference	925–933, St. Malo, France.	page=7 xpos=0 ypos=5 left-column left-indent right-indent aligned-line shorter-tail tailchar-period above-double-space above-line-space
B-Reference	Tapas Kanungo, Philip Resnik, Song Mao, Doe wan Kim,	page=7 xpos=0 ypos=5 left-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital tailchar-comma
I-Reference	and Qigong Zheng. in revision. The Bible, truth, and	page=7 xpos=0 ypos=5 left-column left-indent indented-line headchar-lower
I-Reference	multilingual optical character recognition.	page=7 xpos=0 ypos=5 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Okan Kolak and Philip Resnik. 2002. OCR error correc-	page=7 xpos=0 ypos=6 left-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	tion using a noisy channel model. In Human Language	page=7 xpos=0 ypos=6 left-column left-indent indented-line headchar-lower
I-Reference	Technology Conference (HLT 2002), San Diego, CA,	page=7 xpos=0 ypos=6 left-column left-indent aligned-line year headchar-capital tailchar-comma
I-Reference	March.	page=7 xpos=0 ypos=7 left-column left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Karen Kukich. 1992. Techniques for automatically	page=7 xpos=0 ypos=7 left-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	correcting words in text. ACM Computing Surveys,	page=7 xpos=0 ypos=7 left-column left-indent indented-line headchar-lower tailchar-comma
I-Reference	24(4):377–439, December.	page=7 xpos=0 ypos=7 left-column left-indent right-indent aligned-line shorter-tail tailchar-period above-double-space above-line-space
B-Reference	Mehryar Mohri, Fernando C. N. Pereira, and Michael Ri-	page=7 xpos=0 ypos=8 left-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Reference	ley. 1998. A rational design for a weighted finite-state	page=7 xpos=0 ypos=8 left-column left-indent indented-line year headchar-lower
I-Reference	transducer library. Lecture Notes in Computer Science,	page=7 xpos=0 ypos=8 left-column left-indent aligned-line headchar-lower tailchar-comma
I-Reference	1436.	page=7 xpos=0 ypos=8 left-column left-indent right-indent aligned-line shorter-tail tailchar-period above-double-space above-line-space
B-Reference	Franz. J. Och and Hermann Ney. 2000. Improved sta-	page=7 xpos=0 ypos=9 left-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital tailchar-hiphen
I-Reference	tistical alignment models. In ACL00, pages 440–447,	page=7 xpos=0 ypos=9 left-column left-indent indented-line headchar-lower tailchar-comma
