Title	A Machine Learning Approach to Pronoun Resolution in Spoken Dialogue	page=0 xpos=0 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
I-Figure	ananpform=prp 747,11 N *	page=5 xpos=5 ypos=5 right-column left-indent right-indent font-smallest indented-line headchar-lower
I-Figure	ananpform=dtpro 363 44 N	page=5 xpos=5 ypos=5 right-column left-indent right-indent font-smallest aligned-line headchar-lower
I-Figure	anteexptype=vp 177 3 N *	page=5 xpos=5 ypos=5 right-column left-indent right-indent font-smallest indented-line longer-tail headchar-lower
I-Figure	anteexptype=s 186 41 N	page=5 xpos=5 ypos=5 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower
I-Figure	udist>=1.5 95 14 N *	page=5 xpos=6 ypos=5 right-column left-indent right-indent font-smallest indented-line headchar-lower
I-Figure	udist<1.5 91 27 N	page=5 xpos=6 ypos=6 right-column centered left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower
I-Figure	wdistic<43.32 33 4 N *	page=5 xpos=6 ypos=6 right-column left-indent right-indent font-smallest indented-line longer-tail headchar-lower
I-Figure	wdistic>=43.32 58 23 N	page=5 xpos=6 ypos=6 right-column left-indent right-indent font-smallest aligned-line headchar-lower
I-Figure	anasdepth>=2.5 23 4 N *	page=5 xpos=6 ypos=6 right-column left-indent right-over font-smallest indented-line longer-tail headchar-lower
I-Figure	anasdepth<2.5 35 16 N	page=5 xpos=6 ypos=6 right-column left-indent font-smallest aligned-line shorter-tail headchar-lower
I-Figure	wdistic>=63.62 24 11 N	page=5 xpos=6 ypos=6 right-column left-indent right-over font-smallest indented-line longer-tail headchar-lower
I-Figure	wdistic<80.60 12 3 N *	page=5 xpos=6 ypos=7 right-column left-indent right-over font-smallest indented-line longer-tail headchar-lower
I-Figure	wdistic>=80.60 12 4 P *	page=5 xpos=6 ypos=7 right-column left-indent right-over font-smallest aligned-line longer-tail headchar-lower
E-Figure	wdistic<63.62 11 3 P *	page=5 xpos=6 ypos=7 right-column left-indent right-over font-smallest hanged-line shorter-tail headchar-lower above-blank-line above-double-space above-line-space
B-Caption	Figure 1: Decision Tree Fragment	page=5 xpos=5 ypos=7 right-column left-indent right-over hanged-line shorter-tail line-blank-line line-double-space line-space string-figure headchar-capital above-blank-line above-double-space above-line-space
B-Body	However, the most important problem is the large	page=5 xpos=5 ypos=8 right-column left-indent right-over hanged-line longer-tail line-blank-line line-double-space line-space headchar-capital
I-Body	amount of pronouns without antecedents. The	page=5 xpos=5 ypos=8 right-column right-over hanged-line headchar-lower
I-Body	model does find (wrong) antecedents for a lot of pro-	page=5 xpos=5 ypos=8 right-column right-over aligned-line headchar-lower tailchar-hiphen
I-Body	nouns which should not have one. Only a small frac-	page=5 xpos=5 ypos=8 right-column right-over aligned-line headchar-lower tailchar-hiphen
I-Body	tion of these pronouns are true expletives (i.e., they	page=5 xpos=5 ypos=9 right-column right-over aligned-line headchar-lower
I-Body	precede a “weather” verb or are in constructions like	page=5 xpos=5 ypos=9 right-column right-over aligned-line headchar-lower
I-Body	“It seems that . . . ”. The majority of these cases are	page=5 xpos=5 ypos=9 right-column right-over aligned-line
I-Body	referential, but have no antecedent in the data (i.e.,	page=5 xpos=5 ypos=9 right-column right-over aligned-line headchar-lower tailchar-comma page-bottom
Table	__Table 6__	page=6 xpos=0 ypos=-1 single-column left-indent right-indent box page-top table-area above-double-space above-line-space
B-Caption	Table 6: Results for Third Person Plural Pronouns (3p)	page=6 xpos=2 ypos=0 single-column centered left-indent right-indent indented-line shorter-tail line-double-space line-space string-table headchar-capital above-double-space above-line-space
Table	__Table 7__	page=6 xpos=0 ypos=0 single-column left-indent right-indent box hanged-line longer-tail line-double-space line-space table-area above-double-space above-line-space
B-Caption	Table 7: Combined Results for All Pronouns	page=6 xpos=2 ypos=1 single-column centered left-indent right-indent indented-line shorter-tail line-double-space line-space string-table headchar-capital column-bottom above-blank-line above-double-space above-line-space
E-Body	they are vague pronouns).	page=6 xpos=0 ypos=1 left-column right-indent column-top line-blank-line line-double-space line-space headchar-lower tailchar-period
B-Body	The overall numbers for precision, recall and f-	page=6 xpos=0 ypos=1 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	measure are fairly low. One reason is that we did not	page=6 xpos=0 ypos=1 left-column full-justified hanged-line headchar-lower
I-Body	attempt to resolve anaphoric definite NPs and proper	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	names though these coreference links are contained	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	in the evaluation key list. If we removed them from	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	there, the recall of our experiments would approach	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	the 51% Byron (2002) mentioned for her system us-	page=6 xpos=0 ypos=3 left-column full-justified aligned-line year headchar-lower tailchar-hiphen
E-Body	ing only domain-independent semantic restrictions.	page=6 xpos=0 ypos=3 left-column right-indent aligned-line headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	6 Comparison to Related Work	page=6 xpos=0 ypos=3 left-column right-indent font-larger aligned-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	Our approach for determining the feature set for pro-	page=6 xpos=0 ypos=4 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	noun resolution resembles the so-called wrapper ap-	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	proach for feature selection (Kohavi & John, 1997).	page=6 xpos=0 ypos=4 left-column full-justified aligned-line year headchar-lower tailchar-period
I-Body	This is in contrast to the majority of other work on	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital
I-Body	feature selection for anaphora resolution, which was	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	hardly ever done systematically. E.g. Soon et al.	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	(2001) only compared baseline systems consisting	page=6 xpos=0 ypos=5 left-column full-justified aligned-line year
I-Body	of one feature each, only three of which yielded an	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	f-measure greater than zero. Then they combined	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	these features and achieved results which were close	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	to the best overall results they report. While this tells	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	us which features contribute a lot, it does not give	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	any information about potential (positive or nega-	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tive) influence of the rest. Ng & Cardie (2002) select	page=6 xpos=0 ypos=6 left-column full-justified aligned-line year headchar-lower
I-Body	the set of features by hand, giving a preference to	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	high precision features. They admit that this method	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
E-Body	is quite subjective.	page=6 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Corpus-based work about pronoun resolution in	page=6 xpos=0 ypos=7 left-column left-indent indented-line longer-tail headchar-capital
I-Body	spoken dialogue is almost non-existent. However,	page=6 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower tailchar-comma
I-Body	there are a few papers dealing with neuter pronouns	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	with NP-antecedents. E.g., Dagan & Itai (1991) pre-	page=6 xpos=0 ypos=8 left-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	sented a corpus-based approach to the resolution of	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	the pronoun it, but they use a written text corpus and	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	do not mention non-NP-antecedents at all. Paul et al.	page=6 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	(1999) presented a corpus-based anaphora resolu-	page=6 xpos=0 ypos=9 left-column full-justified aligned-line year tailchar-hiphen
I-Body	tion algorithm for spoken dialogue. For their exper-	page=6 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	iments, however, they restricted anaphoric relations	page=6 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower column-bottom
E-Body	to those with NP-antecedents.	page=6 xpos=5 ypos=1 right-column right-indent column-top headchar-lower tailchar-period
B-Body	Byron (2002) presented a symbolic approach	page=6 xpos=5 ypos=1 right-column left-indent indented-line longer-tail year headchar-capital
I-Body	which resolves pronouns with NP- and non-NP-	page=6 xpos=5 ypos=1 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	antecedents in spoken dialogue in the TRAINS do-	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	main. Byron extends a pronoun resolution al-	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	gorithm (Tetrault, 2001) with semantic filtering,	page=6 xpos=5 ypos=2 right-column full-justified aligned-line year headchar-lower tailchar-comma
I-Body	thus enabling it to resolve anaphors with non-NP-	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	antecedents as well. Semantic filtering relies on	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	knowledge about semantic restrictions associated	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	with verbs, like semantic compatibility between sub-	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	ject and predicative noun or predicative adjective.	page=6 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	An evaluation on ten TRAINS93 dialogues with	page=6 xpos=5 ypos=3 right-column left-indent indented-line longer-tail headchar-capital
I-Body	80 3rd person pronouns and 100 demonstrative pro-	page=6 xpos=5 ypos=4 right-column full-justified hanged-line numbered-heading1 tailchar-hiphen
I-Body	nouns shows that semantic filtering and the im-	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	plementation of different search strategies for per-	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sonal and demonstrative pronouns yields a suc-	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cess rate of 72%. As Byron admits, the ma-	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	jor limitation of her algorithm is its dependence	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	on domain-dependent resources which cover the	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	domain entirely. When evaluating her algorithm	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	with only domain-independent semantics, Byron	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	achieved 51% success rate. What is problematic	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	with her approach is that she assumes the input to	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	her algorithm to be only referential pronouns. This	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
E-Body	simplifies the task considerably.	page=6 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	7 Conclusions and Future Work	page=6 xpos=5 ypos=7 right-column right-indent font-larger aligned-line longer-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	We presented a machine learning approach to pro-	page=6 xpos=5 ypos=7 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	noun resolution in spoken dialogue. We built upon	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	a system we used for anaphora resolution in writ-	page=6 xpos=5 ypos=8 right-column full-justified aligned-line itemization headchar-lower tailchar-hiphen
I-Body	ten text and extended it with a set of features de-	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	signed for spoken dialogue. We refined distance	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	features and used metrics from information retrieval	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	for determining non-NP-antecedents. Inspired by	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	the more linguistically oriented work by Eckert &	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	Strube (2000) and Byron (2002) we also evaluated	page=6 xpos=5 ypos=9 right-column full-justified aligned-line year headchar-capital
I-Body	the contribution of features which used the predica-	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tive context of the pronoun to be resolved. However,	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-comma page-bottom
I-Body	these features did not show up in the final models	page=7 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	since they did not lead to an improvement. Instead,	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	rather simple distance metrics were preferred. While	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	we were (almost) satisfied with the performance of	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	these features, the major problem for a spoken dia-	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	logue pronoun resolution algorithm is the abundance	page=7 xpos=0 ypos=1 left-column centered right-indent aligned-line headchar-lower
I-Body	of pronouns without antecedents. Previous research	page=7 xpos=0 ypos=1 left-column centered right-indent aligned-line headchar-lower
I-Body	could avoid dealing with this phenomenon by either	page=7 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	applying the algorithm by hand (Eckert & Strube,	page=7 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	2000) or excluding these cases (Byron, 2002) from	page=7 xpos=0 ypos=1 left-column full-justified aligned-line year
I-Body	the evaluation. Because we included these cases	page=7 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	in our evaluation we consider our approach at least	page=7 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	comparable to Byron’s system when she uses only	page=7 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	domain-independent semantics. We believe that our	page=7 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	system is more robust than hers and that it can more	page=7 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
E-Body	easily be ported to new domains.	page=7 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Acknowledgement	Acknowledgements. The work presented here has	page=7 xpos=0 ypos=3 left-column full-justified aligned-line longer-tail line-double-space line-space string-acknowledgement headchar-capital
I-Acknowledgement	been partially funded by the German Ministry of	page=7 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Acknowledgement	Research and Technology as part of the E MBASSI	page=7 xpos=0 ypos=3 left-column centered right-indent aligned-line headchar-capital
I-Acknowledgement	project (01 IL 904 D/2) and by the Klaus Tschira	page=7 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Acknowledgement	Foundation. We would like to thank Susanne	page=7 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital
I-Acknowledgement	Wilhelm and Lutz Wind for doing the annota-	page=7 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Acknowledgement	tions, Kerstin Schürmann, Torben Pastuch and Klaus	page=7 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Acknowledgement	Rothenhäusler for helping with the data prepara-	page=7 xpos=0 ypos=5 left-column centered right-indent aligned-line headchar-capital tailchar-hiphen
E-Acknowledgement	tion.	page=7 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
ReferenceHeader	References	page=7 xpos=0 ypos=5 left-column right-indent font-larger aligned-line longer-tail line-blank-line line-double-space line-space string-reference headchar-capital above-double-space above-line-space
B-Reference	Asher, Nicholas (1993). Reference to Abstract Objects in Dis-	page=7 xpos=0 ypos=6 left-column full-justified font-smallest aligned-line longer-tail line-double-space line-space string-abstract string-reference year headchar-capital tailchar-hiphen
I-Reference	course. Dordrecht, The Netherlands: Kluwer.	page=7 xpos=0 ypos=6 left-column left-indent right-indent font-smallest indented-line shorter-tail headchar-lower tailchar-period
B-Reference	Breiman, Leo, Jerome H. Friedman, Charles J. Stone & R.A.	page=7 xpos=0 ypos=6 left-column full-justified font-smallest hanged-line longer-tail headchar-capital tailchar-period
I-Reference	Olshen (1984). Classification and Regression Trees. Bel-	page=7 xpos=0 ypos=6 left-column left-indent font-smallest indented-line year headchar-capital tailchar-hiphen
I-Reference	mont, Cal.: Wadsworth and Brooks/Cole.	page=7 xpos=0 ypos=6 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	Briscoe, Ted & John Carroll (1997). Automatic extraction	page=7 xpos=0 ypos=6 left-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	of subcategorization from corpora. In Proceedings of the	page=7 xpos=0 ypos=6 left-column left-indent font-smallest indented-line headchar-lower
I-Reference	5th Conference on Applied Natural Language Processing,	page=7 xpos=0 ypos=7 left-column left-indent font-smallest aligned-line tailchar-comma
I-Reference	Washington, D.C., 31 March – 3 April 1997, pp. 356–363.	page=7 xpos=0 ypos=7 left-column left-indent right-indent font-smallest aligned-line shorter-tail year headchar-capital tailchar-period
B-Reference	Byron, Donna K. (2002). Resolving pronominal reference to	page=7 xpos=0 ypos=7 left-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	abstract entities. In Proceedings of the 40th Annual Meeting	page=7 xpos=0 ypos=7 left-column left-indent font-smallest indented-line headchar-lower
I-Reference	of the Association for Computational Linguistics, Philadel-	page=7 xpos=0 ypos=7 left-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	phia, Penn., 7–12 July 2002, pp. 80–87.	page=7 xpos=0 ypos=7 left-column left-indent right-indent font-smallest aligned-line shorter-tail year headchar-lower tailchar-period
B-Reference	Byron, Donna K. & James F. Allen (1998). Resolving demon-	page=7 xpos=0 ypos=8 left-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	strative pronouns in the TRAINS93 corpus. In New Ap-	page=7 xpos=0 ypos=8 left-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	proaches to Discourse Anaphora: Proceedings of the Sec-	page=7 xpos=0 ypos=8 left-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	ond Colloquium on Discourse Anaphora and Anaphor Res-	page=7 xpos=0 ypos=8 left-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	olution (DAARC2), pp. 68–81.	page=7 xpos=0 ypos=8 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	Dagan, Ido & Alon Itai (1991). A statistical filter for resolv-	page=7 xpos=0 ypos=8 left-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	ing pronoun references. In Y.A. Feldman & A. Bruckstein	page=7 xpos=0 ypos=8 left-column left-indent font-smallest indented-line headchar-lower
I-Reference	(Eds.), Artificial Intelligence and Computer Vision, pp. 125–	page=7 xpos=0 ypos=9 left-column left-indent font-smallest aligned-line
I-Reference	135. Amsterdam: Elsevier.	page=7 xpos=0 ypos=9 left-column left-indent right-indent font-smallest aligned-line shorter-tail tailchar-period
B-Reference	Eckert, Miriam & Michael Strube (2000). Dialogue acts, syn-	page=7 xpos=0 ypos=9 left-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	chronising units and anaphora resolution. Journal of Seman-	page=7 xpos=0 ypos=9 left-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	tics, 17(1):51–89.	page=7 xpos=0 ypos=9 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Reference	Ihaka, Ross & Robert Gentleman (1996). R: A language for	page=7 xpos=0 ypos=9 left-column full-justified font-smallest hanged-line longer-tail year headchar-capital column-bottom
I-Reference	data analysis and graphics. Journal of Computational and	page=7 xpos=5 ypos=0 right-column left-indent font-smallest column-top headchar-lower
I-Reference	Graphical Statistics, 5:299–314.	page=7 xpos=5 ypos=0 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period
B-Reference	Kohavi, Ron & George H. John (1997). Wrappers for fea-	page=7 xpos=5 ypos=0 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	ture subset selection. Artificial Intelligence Journal, 97(1-	page=7 xpos=5 ypos=0 right-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	2):273–324.	page=7 xpos=5 ypos=0 right-column left-indent right-indent font-smallest aligned-line shorter-tail tailchar-period
B-Reference	Müller, Christoph, Stefan Rapp & Michael Strube (2002). Ap-	page=7 xpos=5 ypos=0 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	plying Co-Training to reference resolution. In Proceedings	page=7 xpos=5 ypos=0 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	of the 40th Annual Meeting of the Association for Computa-	page=7 xpos=5 ypos=1 right-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	tional Linguistics, Philadelphia, Penn., 7–12 July 2002, pp.	page=7 xpos=5 ypos=1 right-column left-indent font-smallest aligned-line year headchar-lower tailchar-period
I-Reference	352–359.	page=7 xpos=5 ypos=1 right-column left-indent right-indent font-smallest aligned-line shorter-tail tailchar-period
B-Reference	Ng, Vincent & Claire Cardie (2002). Improving machine learn-	page=7 xpos=5 ypos=1 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	ing approaches to coreference resolution. In Proceedings of	page=7 xpos=5 ypos=1 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	the 40th Annual Meeting of the Association for Computa-	page=7 xpos=5 ypos=1 right-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	tional Linguistics, Philadelphia, Penn., 7–12 July 2002, pp.	page=7 xpos=5 ypos=2 right-column left-indent font-smallest aligned-line year headchar-lower tailchar-period
I-Reference	104–111.	page=7 xpos=5 ypos=2 right-column left-indent right-indent font-smallest aligned-line shorter-tail tailchar-period
B-Reference	Paul, Michael, Kazuhide Yamamoto & Eiichiro Sumita (1999).	page=7 xpos=5 ypos=2 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-period
I-Reference	Corpus-based anaphora resolution towards antecedent pref-	page=7 xpos=5 ypos=2 right-column left-indent font-smallest indented-line headchar-capital tailchar-hiphen
I-Reference	erence. In Proc. of the 37th ACL, Workshop Coreference and	page=7 xpos=5 ypos=2 right-column left-indent font-smallest aligned-line headchar-lower
I-Reference	Its Applications, College Park, Md., 1999, pp. 47–52.	page=7 xpos=5 ypos=2 right-column left-indent right-indent font-smallest aligned-line shorter-tail year headchar-capital tailchar-period
B-Reference	Soon, Wee Meng, Hwee Tou Ng & Daniel Chung Yong Lim	page=7 xpos=5 ypos=2 right-column full-justified font-smallest hanged-line longer-tail headchar-capital
I-Reference	(2001). A machine learning approach to coreference resolu-	page=7 xpos=5 ypos=3 right-column left-indent font-smallest indented-line year tailchar-hiphen
I-Reference	tion of noun phrases. Computational Linguistics, 27(4):521–	page=7 xpos=5 ypos=3 right-column left-indent font-smallest aligned-line headchar-lower
I-Reference	544.	page=7 xpos=5 ypos=3 right-column left-indent right-indent font-smallest aligned-line shorter-tail tailchar-period
B-Reference	Strube, Michael, Stefan Rapp & Christoph Müller (2002). The	page=7 xpos=5 ypos=3 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital
I-Reference	influence of minimum edit distance on reference resolution.	page=7 xpos=5 ypos=3 right-column left-indent font-smallest indented-line headchar-lower tailchar-period
I-Reference	In Proceedings of the 2002 Conference on Empirical Meth-	page=7 xpos=5 ypos=3 right-column left-indent font-smallest aligned-line year headchar-capital tailchar-hiphen
I-Reference	ods in Natural Language Processing, Philadelphia, Pa., 6–7	page=7 xpos=5 ypos=4 right-column left-indent font-smallest aligned-line headchar-lower
I-Reference	July 2002, pp. 312–319.	page=7 xpos=5 ypos=4 right-column left-indent right-indent font-smallest aligned-line shorter-tail year headchar-capital tailchar-period
B-Reference	Tetrault, Joel R. (2001). A corpus-based evaluation of cen-	page=7 xpos=5 ypos=4 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	tering and pronoun resolution. Computational Linguistics,	page=7 xpos=5 ypos=4 right-column left-indent font-smallest indented-line headchar-lower tailchar-comma
I-Reference	27(4):507–520.	page=7 xpos=5 ypos=4 right-column left-indent right-indent font-smallest aligned-line shorter-tail tailchar-period
B-Reference	Therneau, Terry M. & Elizabeth J. Atkinson (1997). An intro-	page=7 xpos=5 ypos=4 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	duction to recursive partitioning using the RPART routines.	page=7 xpos=5 ypos=4 right-column left-indent font-smallest indented-line headchar-lower tailchar-period
I-Reference	Technical Report: Mayo Foundation. Distributed with the	page=7 xpos=5 ypos=5 right-column left-indent font-smallest aligned-line headchar-capital
I-Reference	RPART package.	page=7 xpos=5 ypos=5 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period
B-Reference	Vilain, Marc, John Burger, John Aberdeen, Dennis Connolly &	page=7 xpos=5 ypos=5 right-column full-justified font-smallest hanged-line longer-tail headchar-capital
I-Reference	Lynette Hirschman (1995). A model-theoretic coreference	page=7 xpos=5 ypos=5 right-column left-indent font-smallest indented-line year headchar-capital
I-Reference	scoring scheme. In Proceedings of the 6th Message Under-	page=7 xpos=5 ypos=5 right-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	standing Conference (MUC-6), pp. 45–52. San Mateo, Cal.:	page=7 xpos=5 ypos=5 right-column left-indent font-smallest aligned-line headchar-lower tailchar-colon
I-Reference	Morgan Kaufmann.	page=7 xpos=5 ypos=6 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period
B-Reference	Webber, Bonnie L. (1991). Structure and ostension in the inter-	page=7 xpos=5 ypos=6 right-column full-justified font-smallest hanged-line longer-tail year headchar-capital tailchar-hiphen
I-Reference	pretation of discourse deixis. Language and Cognitive Pro-	page=7 xpos=5 ypos=6 right-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	cesses, 6(2):107–135.	page=7 xpos=5 ypos=6 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
