Title	Using Predicate-Argument Structures for Information Extraction	page=0 xpos=0 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
I-Body	deanu and Harabagiu, 2002). Both architectures	page=6 xpos=0 ypos=2 left-column full-justified aligned-line year headchar-lower
I-Body	share the same NER, coreference and merging	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	modules. Specific to the FSA-based architec-	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ture are the phrasal parser, which identifies simple	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	phrases such as basic noun or verb phrases (some	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	of them domain specific), the combiner, which	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	builds domain-dependent complex phrases, and the	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	event recognizer, which detects the domain-specific	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	Subject-Verb-Object (SVO) patterns. An example	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital
I-Body	of a pattern used by the FSA-based architecture	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	is: D EATH -C AUSE K ILL -V ERB P ERSON  , where	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	D EATH -C AUSE may identify more than 20 lexemes,	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital tailchar-comma
I-Body	e.g. wreck, catastrophe, malpractice, and more than	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	20 verbs are K ILL -V ERBS , e.g. murder, execute, be-	page=6 xpos=0 ypos=6 left-column full-justified aligned-line numbered-heading1 tailchar-hiphen
I-Body	head, slay. Most importantly, each pattern must rec-	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ognize up to 26 syntactic variations, e.g. determined	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	by the active or passive form of the verb, relative	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	subjects or objects etc. Predicate argument struc-	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tures offer the great advantage that syntactic vari-	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ations do not need to be accounted by IE systems	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
E-Body	anymore.	page=6 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Because entity and event coreference, as well as	page=6 xpos=0 ypos=8 left-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	templette merging will attempt to recover from par-	page=6 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	tial patterns or predicate argument recognitions, and	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	our goal is to compare the usage of FSA patterns	page=6 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	versus predicate argument structures, we decided to	page=6 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	disable the coreference and merging modules. This	page=6 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	explains why in Figure 7 these modules are repre-	page=6 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen column-bottom
Table	__Table 3__	page=6 xpos=5 ypos=0 right-column centered left-indent right-indent box column-top table-area above-double-space above-line-space
B-Caption	Table 3: Templette F-measure ( ) scores for the	page=6 xpos=5 ypos=1 right-column full-justified hanged-line longer-tail line-double-space line-space string-table headchar-capital
E-Caption	two domains investigated	page=6 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower above-double-space above-line-space
Table	__Table 4__	page=6 xpos=5 ypos=2 right-column centered left-indent right-indent box indented-line longer-tail line-double-space line-space table-area above-double-space above-line-space
B-Caption	Table 4: Number of event structures (FSA patterns	page=6 xpos=5 ypos=3 right-column full-justified hanged-line longer-tail line-double-space line-space string-table headchar-capital
E-Caption	or predicate argument structures) matched	page=6 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower above-blank-line above-double-space above-line-space
E-Body	sented with dashed lines.	page=6 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail line-blank-line line-double-space line-space headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	4 Experiments with The Integration of	page=6 xpos=5 ypos=5 right-column right-indent font-larger aligned-line longer-tail line-double-space line-space numbered-heading1
I-SectionHeader	Predicate Argument Structures in IE	page=6 xpos=5 ypos=5 right-column left-indent right-indent font-larger indented-line headchar-capital above-double-space above-line-space
B-Body	To evaluate the proposed IE paradigm we selected	page=6 xpos=5 ypos=5 right-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital
I-Body	two Event99 domains: “market change”, which	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	tracks changes in stock indexes, and “death”, which	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	extracts all manners of human deaths. These do-	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	mains were selected because most of the domain in-	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	formation can be processed without needing entity	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	or event coreference. Moreover, one of the domains	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	(market change) uses verbs commonly used in Prop-	page=6 xpos=5 ypos=7 right-column full-justified aligned-line tailchar-hiphen
I-Body	Bank/TreeBank, while the other (death) uses rela-	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	tively unknown verbs, so we can also evaluate how	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
E-Body	well the system scales to verbs unseen in training.	page=6 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Table 3 lists the F-scores for the two domains.	page=6 xpos=5 ypos=8 right-column left-indent indented-line longer-tail string-table headchar-capital tailchar-period
I-Body	The first line of the Table lists the results obtained	page=6 xpos=5 ypos=8 right-column full-justified hanged-line headchar-capital
I-Body	by the IE architecture illustrated in Figure 7(a) when	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	the predicate argument structures were identified by	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	the statistical model. The next line shows the same	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	results for the inductive learning model. The last	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
I-Body	line shows the results for the IE architecture in Fig-	page=7 xpos=0 ypos=0 left-column full-justified page-top headchar-lower tailchar-hiphen
I-Body	ure 7(b). The results obtained by the FSA-based IE	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	were the best, but they were made possible by hand-	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	crafted patterns requiring an effort of 10 person days	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	per domain. The only human effort necessary in	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	the new IE paradigm was imposed by the genera-	page=7 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion of mappings between arguments and templette	page=7 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	slots, accomplished in less than 2 hours per domain,	page=7 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	given that the training templettes are known. Addi-	page=7 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tionally, it is easier to automatically learn these map-	page=7 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	pings than to acquire FSA patterns.	page=7 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Table 3 also shows that the new IE paradigm per-	page=7 xpos=0 ypos=2 left-column left-indent indented-line longer-tail line-space string-table headchar-capital tailchar-hiphen
I-Body	forms better when the predicate argument structures	page=7 xpos=0 ypos=2 left-column full-justified hanged-line headchar-lower
I-Body	are recognized with the inductive learning model.	page=7 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	The cause is the substantial difference in quality	page=7 xpos=0 ypos=2 left-column full-justified aligned-line headchar-capital
I-Body	of the argument identification task between the two	page=7 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	models. The Table shows that the new IE paradigm	page=7 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	with the inductive learning model achieves about	page=7 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	90% of the performance of the FSA-based system	page=7 xpos=0 ypos=3 left-column full-justified aligned-line
I-Body	for both domains, even though one of the domains	page=7 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	uses mainly verbs rarely seen in training (e.g. “die”	page=7 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
E-Body	appears 5 times in PropBank).	page=7 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Another way of evaluating the integration of pred-	page=7 xpos=0 ypos=4 left-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	icate argument structures in IE is by comparing the	page=7 xpos=0 ypos=4 left-column full-justified hanged-line headchar-lower
I-Body	number of events identified by each architecture. Ta-	page=7 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ble 4 shows the results. Once again, the new IE	page=7 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	paradigm performs better when the predicate argu-	page=7 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ment structures are recognized with the inductive	page=7 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	learning model. More events are missed by the sta-	page=7 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tistical model which does not recognize argument	page=7 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
E-Body	constituents as well the inductive learning model.	page=7 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	5 Conclusion	page=7 xpos=0 ypos=6 left-column right-indent font-larger aligned-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	This paper reports on a novel inductive learning	page=7 xpos=0 ypos=7 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	method for identifying predicate argument struc-	page=7 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tures in text. The proposed approach achieves over	page=7 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	88% F-measure for the problem of identifying argu-	page=7 xpos=0 ypos=7 left-column full-justified aligned-line tailchar-hiphen
I-Body	ment constituents, and over 83% accuracy for the	page=7 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	task of assigning roles to pre-identified argument	page=7 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	constituents. Because predicate lexical information	page=7 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	is used for less than 5% of the branching decisions,	page=7 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	the generated classifier scales better than the statisti-	page=7 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cal method from (Gildea and Palmer, 2002) to un-	page=7 xpos=0 ypos=9 left-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	known predicates. This way of identifying pred-	page=7 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	icate argument structures is a central piece of an	page=7 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	IE paradigm easily customizable to new domains.	page=7 xpos=0 ypos=9 left-column full-justified aligned-line headchar-capital tailchar-period
I-Body	The performance degradation of this paradigm when	page=7 xpos=0 ypos=9 left-column full-justified aligned-line headchar-capital column-bottom
I-Body	compared to IE systems based on hand-crafted pat-	page=7 xpos=5 ypos=0 right-column full-justified column-top headchar-lower tailchar-hiphen
E-Body	terns is only 10%.	page=7 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
ReferenceHeader	References	page=7 xpos=5 ypos=0 right-column right-indent font-larger aligned-line shorter-tail line-blank-line line-double-space line-space string-reference headchar-capital above-line-space
B-Reference	Collin F. Baker, Charles J. Fillmore, and John B. Lowe. 1998.	page=7 xpos=5 ypos=0 right-column full-justified font-smallest aligned-line longer-tail line-space year headchar-capital tailchar-period
I-Reference	The Berkeley FrameNet Project. In Proceedings of COL-	page=7 xpos=5 ypos=1 right-column left-indent font-smallest indented-line headchar-capital tailchar-hiphen
I-Reference	ING/ACL ’98:86-90,. Montreal, Canada.	page=7 xpos=5 ypos=1 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-line-space
B-Reference	Eric Brill. 1995. Transformation-Based Error-Driven Learning	page=7 xpos=5 ypos=1 right-column full-justified font-smallest hanged-line longer-tail line-space year headchar-capital
I-Reference	and Natural Language Processing: A Case Study in Part of	page=7 xpos=5 ypos=1 right-column left-indent font-smallest indented-line headchar-lower
I-Reference	Speech Tagging. Computational Linguistics.	page=7 xpos=5 ypos=1 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-line-space
B-Reference	Michael Collins. 1997. Three Generative, Lexicalized Mod-	page=7 xpos=5 ypos=2 right-column full-justified font-smallest hanged-line longer-tail line-space year headchar-capital tailchar-hiphen
I-Reference	els for Statistical Parsing. In Proceedings of the 35th An-	page=7 xpos=5 ypos=2 right-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	nual Meeting of the Association for Computational Linguis-	page=7 xpos=5 ypos=2 right-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	tics (ACL 1997):16-23, Madrid, Spain.	page=7 xpos=5 ypos=2 right-column left-indent right-indent font-smallest aligned-line shorter-tail year headchar-lower tailchar-period above-line-space
B-Reference	Daniel Gildea and Daniel Jurafsky. 2002. Automatic Labeling	page=7 xpos=5 ypos=2 right-column full-justified font-smallest hanged-line longer-tail line-space year headchar-capital
I-Reference	of Semantic Roles. Computational Linguistics, 28(3):245-	page=7 xpos=5 ypos=2 right-column left-indent font-smallest indented-line headchar-lower tailchar-hiphen
I-Reference	288.	page=7 xpos=5 ypos=3 right-column left-indent right-indent font-smallest aligned-line shorter-tail tailchar-period above-line-space
B-Reference	Daniel Gildea and Martha Palmer. 2002. The Necessity of	page=7 xpos=5 ypos=3 right-column full-justified font-smallest hanged-line longer-tail line-space year headchar-capital
I-Reference	Parsing for Predicate Argument Recognition. In Proceed-	page=7 xpos=5 ypos=3 right-column left-indent font-smallest indented-line headchar-capital tailchar-hiphen
I-Reference	ings of the 40th Meeting of the Association for Computa-	page=7 xpos=5 ypos=3 right-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	tional Linguistics (ACL 2002):239-246, Philadelphia, PA.	page=7 xpos=5 ypos=3 right-column left-indent right-indent font-smallest aligned-line shorter-tail year headchar-lower tailchar-period above-line-space
B-Reference	Lynette Hirschman, Patricia Robinson, Lisa Ferro, Nancy Chin-	page=7 xpos=5 ypos=3 right-column full-justified font-smallest hanged-line longer-tail line-space headchar-capital tailchar-hiphen
I-Reference	chor, Erica Brown, Ralph Grishman, Beth Sundheim 1999.	page=7 xpos=5 ypos=4 right-column left-indent font-smallest indented-line year headchar-lower tailchar-period
I-Reference	Hub-4 Event99 General Guidelines and Templettes.	page=7 xpos=5 ypos=4 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-line-space
B-Reference	Jerry R. Hobbs, Douglas Appelt, John Bear, David Israel,	page=7 xpos=5 ypos=4 right-column full-justified font-smallest hanged-line longer-tail line-space headchar-capital tailchar-comma
I-Reference	Megumi Kameyama, Mark E. Stickel, and Mabry Tyson.	page=7 xpos=5 ypos=4 right-column left-indent font-smallest indented-line headchar-capital tailchar-period
I-Reference	1997. FASTUS: A Cascaded Finite-State Transducer for Ex-	page=7 xpos=5 ypos=4 right-column left-indent font-smallest aligned-line year tailchar-hiphen
I-Reference	tracting Information from Natural-Language Text. In Finite-	page=7 xpos=5 ypos=4 right-column left-indent font-smallest aligned-line headchar-lower tailchar-hiphen
I-Reference	State Language Processing, pages 383-406, MIT Press,	page=7 xpos=5 ypos=5 right-column left-indent font-smallest aligned-line headchar-capital tailchar-comma
I-Reference	Cambridge, MA.	page=7 xpos=5 ypos=5 right-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-line-space
B-Reference	Paul Kingsbury, Martha Palmer, and Mitch Marcus. 2002.	page=7 xpos=5 ypos=5 right-column left-indent font-smallest hanged-line longer-tail line-space year headchar-capital tailchar-period
I-Reference	Adding Semantic Annotation to the Penn TreeBank. In Pro-	page=7 xpos=5 ypos=5 right-column left-indent font-smallest indented-line headchar-capital tailchar-hiphen
I-Reference	ceedings of the Human Language Technology Conference	page=7 xpos=5 ypos=5 right-column left-indent font-smallest aligned-line headchar-lower
I-Reference	(HLT 2002):252-256, San Diego, California.	page=7 xpos=5 ypos=5 right-column left-indent right-indent font-smallest aligned-line shorter-tail year tailchar-period above-line-space
B-Reference	Beth Levin. 1993. English Verb Classes and Alternations a	page=7 xpos=5 ypos=6 right-column left-indent font-smallest hanged-line longer-tail line-space year headchar-capital
I-Reference	Preliminary Investigation. University of Chicago Press.	page=7 xpos=5 ypos=6 right-column left-indent right-indent font-smallest indented-line shorter-tail headchar-capital tailchar-period above-line-space
B-Reference	Grace Ngai and Radu Florian. 2001. Transformation-	page=7 xpos=5 ypos=6 right-column left-indent font-smallest hanged-line longer-tail line-space year headchar-capital tailchar-hiphen
I-Reference	Based Learning in The Fast Lane. In Proceedings of the	page=7 xpos=5 ypos=6 right-column left-indent font-smallest indented-line headchar-capital
I-Reference	North American Association for Computational Linguistics	page=7 xpos=5 ypos=6 right-column left-indent font-smallest aligned-line headchar-capital
I-Reference	(NAACL 2001):40-47.	page=7 xpos=5 ypos=6 right-column left-indent right-indent font-smallest aligned-line shorter-tail year tailchar-period above-line-space
B-Reference	Ross Quinlan. 2002. Data Mining Tools See5 and C5.0.	page=7 xpos=5 ypos=7 right-column left-indent font-smallest hanged-line longer-tail line-space year headchar-capital tailchar-period
I-Reference	http://www.rulequest.com/see5-info.html.	page=7 xpos=5 ypos=7 right-column left-indent right-indent font-smallest indented-line shorter-tail headchar-lower tailchar-period above-line-space
B-Reference	Ellen Riloff and Rosie Jones. 1996. Automatically Generating	page=7 xpos=5 ypos=7 right-column centered left-indent font-smallest hanged-line longer-tail line-space year headchar-capital
I-Reference	Extraction Patterns from Untagged Text. In Proceedings of	page=7 xpos=5 ypos=7 right-column left-indent font-smallest indented-line headchar-capital
I-Reference	the Thirteenth National Conference on Artificial Intelligence	page=7 xpos=5 ypos=7 right-column left-indent font-smallest aligned-line headchar-lower
I-Reference	(AAAI-96)):1044-1049.	page=7 xpos=5 ypos=7 right-column left-indent right-indent font-smallest aligned-line shorter-tail tailchar-period above-line-space
B-Reference	Mihai Surdeanu and Sanda Harabagiu. 2002. Infrastructure for	page=7 xpos=5 ypos=8 right-column centered left-indent font-smallest hanged-line longer-tail line-space year headchar-capital
I-Reference	Open-Domain Information Extraction In Proceedings of the	page=7 xpos=5 ypos=8 right-column left-indent font-smallest indented-line headchar-capital
I-Reference	Human Language Technology Conference (HLT 2002):325-	page=7 xpos=5 ypos=8 right-column left-indent font-smallest aligned-line year headchar-capital tailchar-hiphen
I-Reference	330.	page=7 xpos=5 ypos=8 right-column left-indent right-indent font-smallest aligned-line shorter-tail tailchar-period above-line-space
B-Reference	Roman Yangarber, Ralph Grishman, Pasi Tapainen and Silja	page=7 xpos=5 ypos=8 right-column full-justified font-smallest hanged-line longer-tail line-space headchar-capital
I-Reference	Huttunen, 2000. Automatic Acquisition of Domain Knowl-	page=7 xpos=5 ypos=9 right-column left-indent font-smallest indented-line year headchar-capital tailchar-hiphen
I-Reference	edge for Information Extraction. In Proceedings of the	page=7 xpos=5 ypos=9 right-column left-indent font-smallest aligned-line headchar-lower
I-Reference	18th International Conference on Computational Linguistics	page=7 xpos=5 ypos=9 right-column left-indent font-smallest aligned-line
I-Reference	(COLING-2000): 940-946, Saarbrucken, Germany.	page=7 xpos=5 ypos=9 right-column left-indent right-indent font-smallest aligned-line shorter-tail year tailchar-period
