Title	Ensemble Methods for Unsupervised WSD	page=0 xpos=2 ypos=0 single-column centered left-indent right-indent font-smallest page-top headchar-capital above-blank-line above-double-space above-line-space
B-Body	As expected, the accuracy scores in the WSD	page=4 xpos=0 ypos=4 left-column left-indent indented-line longer-tail headchar-capital
I-Body	task are lower than the respective scores in the	page=4 xpos=0 ypos=5 left-column full-justified hanged-line headchar-lower
I-Body	predominant sense task, since detecting the pre-	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	dominant sense correctly only insures the correct	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	tagging of the instances of the word with that	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	first sense. All methods perform significantly bet-	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ter than the baseline in the predominant sense de-	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tection task (using a χ <sup>2</sup> -test, as indicated in Ta-	page=4 xpos=0 ypos=6 left-column full-justified font-larger aligned-line headchar-lower tailchar-hiphen
I-Body	ble 2). LexChains and Overlap perform signif-	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	icantly worse than Similarity and SSI, whereas	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	LexChains is not significantly different from Over-	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	lap. Likewise, the difference in performance be-	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tween SSI and Similarity is not significant. With	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	respect to WSD, all the differences in performance	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
E-Body	are statistically significant.	page=4 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-Footnote	1 This measure is identical to the Extended gloss Overlap	page=4 xpos=0 ypos=7 left-column left-indent font-smallest indented-line longer-tail line-blank-line line-double-space line-space numbered-heading1
I-Footnote	from Section 2, but instead of searching for overlap between	page=4 xpos=0 ypos=8 left-column full-justified font-smallest hanged-line headchar-lower
I-Footnote	an extended gloss and a word’s context, the comparison is	page=4 xpos=0 ypos=8 left-column full-justified font-smallest aligned-line headchar-lower
I-Footnote	done between two extended glosses of two synsets.	page=4 xpos=0 ypos=8 left-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Footnote	2 The LexChains results presented here are not directly	page=4 xpos=0 ypos=8 left-column left-indent font-smallest indented-line longer-tail numbered-heading1
I-Footnote	comparable to those reported by Galley and McKeown	page=4 xpos=0 ypos=8 left-column full-justified font-smallest hanged-line headchar-lower
I-Footnote	(2003), since they tested on a subset of SemCor, and included	page=4 xpos=0 ypos=8 left-column full-justified font-smallest aligned-line year
I-Footnote	monosemous nouns. They also used the first sense in Sem-	page=4 xpos=0 ypos=8 left-column full-justified font-smallest aligned-line headchar-lower tailchar-hiphen
I-Footnote	Cor in case of ties. The results for the Similarity method are	page=4 xpos=0 ypos=9 left-column full-justified font-smallest aligned-line headchar-capital
I-Footnote	slightly better than those reported by McCarthy et al. (2004)	page=4 xpos=0 ypos=9 left-column full-justified font-smallest aligned-line year headchar-lower
I-Footnote	due to minor improvements in implementation.	page=4 xpos=0 ypos=9 left-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period column-bottom
Table	__Table 3__	page=4 xpos=5 ypos=-2 right-column centered left-indent right-indent box column-top table-area above-double-space above-line-space
B-Caption	Table 3: Algorithms’ pairwise agreement in de-	page=4 xpos=5 ypos=0 right-column full-justified line-double-space line-space string-table headchar-capital tailchar-hiphen
E-Caption	tecting the predominant sense (as % of all words)	page=4 xpos=5 ypos=0 right-column right-indent aligned-line headchar-lower above-blank-line above-double-space above-line-space
B-Body	Interestingly, using the predominant sense de-	page=4 xpos=5 ypos=0 right-column left-indent indented-line line-blank-line line-double-space line-space headchar-capital tailchar-hiphen
I-Body	tected by the Gloss Overlap and the SSI algo-	page=4 xpos=5 ypos=0 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	rithm to tag all instances is preferable to tagging	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	each instance individually (compare Acc <sub>wsd/dir</sub>	page=4 xpos=5 ypos=1 right-column full-justified font-larger aligned-line headchar-lower
I-Body	and Acc <sub>wsd/ps</sub> for Overlap and SSI in Table 2).	page=4 xpos=5 ypos=1 right-column full-justified font-larger aligned-line headchar-lower tailchar-period
I-Body	This means that a large part of the instances which	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-capital
I-Body	were not tagged individually with the predominant	page=4 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
E-Body	sense were actually that sense.	page=4 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	A close examination of the performance of the	page=4 xpos=5 ypos=2 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	individual methods in the predominant-sense de-	page=4 xpos=5 ypos=2 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	tection task shows that while the accuracy of all	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	the methods is within a range of 7%, the actual	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	words for which each algorithm gives the cor-	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	rect predominant sense are very different. Table 3	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	shows the degree of overlap in assigning the ap-	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	propriate predominant sense among the four meth-	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ods. As can be seen, the largest amount of over-	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lap is between Similarity and SSI, and this cor-	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	responds approximately to <sub>3</sub> <sup>2</sup> of the words they	page=4 xpos=5 ypos=4 right-column full-justified font-largest aligned-line headchar-lower
I-Body	correctly label. This means that each of these two	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	methods gets more than 350 words right which the	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
E-Body	other labels incorrectly.	page=4 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	If we had an “oracle” which would tell us	page=4 xpos=5 ypos=4 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	which method to choose for each word, we would	page=4 xpos=5 ypos=5 right-column full-justified hanged-line headchar-lower
I-Body	achieve approximately 82.4% in the predominant	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	sense task, giving us 58% in the WSD task. We	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	see that there is a large amount of complementa-	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion between the algorithms, where the successes	page=4 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	of one make up for the failures of the others. This	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	suggests that the errors of the individual methods	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	are sufficiently uncorrelated, and that some advan-	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	tage can be gained by combining their predictions.	page=4 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-SectionHeader	4 Combination Methods	page=4 xpos=5 ypos=7 right-column right-indent font-smallest aligned-line shorter-tail line-blank-line line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	An important finding in machine learning is that	page=4 xpos=5 ypos=7 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	a set of classifiers whose individual decisions are	page=4 xpos=5 ypos=7 right-column full-justified aligned-line itemization headchar-lower
I-Body	combined in some way (an ensemble) can be more	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	accurate than any of its component classifiers, pro-	page=4 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	vided that the individual components are relatively	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	accurate and diverse (Dietterich, 1997). This sim-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	ple idea has been applied to a variety of classi-	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	fication problems ranging from optical character	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	recognition to medical diagnosis, part-of-speech	page=4 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	tagging (see Dietterich 1997 and van Halteren	page=4 xpos=5 ypos=9 right-column full-justified aligned-line year headchar-lower
I-Body	et al. 2001 for overviews), and notably supervised	page=4 xpos=5 ypos=9 right-column full-justified aligned-line year headchar-lower column-bottom above-blank-line above-double-space above-line-space
Page	101	page=4 xpos=4 ypos=9 single-column centered left-indent right-indent font-smallest column-top line-blank-line line-double-space line-space numeric-only page-bottom
E-Body	WSD (Florian et al., 2002).	page=5 xpos=0 ypos=0 left-column right-indent page-top year headchar-capital tailchar-period
B-Body	Since our effort is focused exclusively on un-	page=5 xpos=0 ypos=0 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	supervised methods, we cannot use most ma-	page=5 xpos=0 ypos=0 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	chine learning approaches for creating an en-	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	semble (e.g., stacking, confidence-based combina-	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion), as they require a labeled training set. We	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	therefore examined several basic ensemble com-	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	bination approaches that do not require parameter	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
E-Body	estimation from training data.	page=5 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	We define Score(M <sub>i</sub> , s j ) as the (normalized)	page=5 xpos=0 ypos=1 left-column left-indent indented-line longer-tail headchar-capital
I-Body	score which a method M <sub>i</sub> gives to word sense s j .	page=5 xpos=0 ypos=1 left-column full-justified hanged-line headchar-lower tailchar-period
I-Body	The predominant sense calculated by method M <sub>i</sub>	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-capital
I-Body	for word w is then determined by:	page=5 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon above-double-space above-line-space
B-Equation	PS(M <sub>i</sub> , w) = argmax Score(M i , s j )	page=5 xpos=0 ypos=2 left-column left-indent right-indent indented-line longer-tail line-double-space line-space headchar-capital above-line-space
I-Equation	s <sub>j</sub> ∈senses(w)	page=5 xpos=1 ypos=2 left-column left-indent right-indent font-smallest indented-line shorter-tail line-space itemization headchar-lower above-double-space above-line-space
B-Body	All ensemble methods receive a set {M <sub>i</sub> } ki=1 of in-	page=5 xpos=0 ypos=2 left-column full-justified font-largest hanged-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	dividual methods to combine, so we denote each	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
E-Body	ensemble method by MethodName({M <sub>i</sub> } ki=1 ).	page=5 xpos=0 ypos=3 left-column right-indent font-largest aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Direct Voting Each ensemble component has	page=5 xpos=0 ypos=3 left-column full-justified aligned-line longer-tail line-space headchar-capital
I-Body	one vote for the predominant sense, and the sense	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	with the most votes is chosen. The scoring func-	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion for the voting ensemble is defined as:	page=5 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon above-double-space above-line-space
B-Equation	Score(Voting({M <sub>i</sub> } ki=1 ), s)) = ∑ <sub>i=1</sub> <sup>k</sup> eq[s, PS(M i , w)]	page=5 xpos=0 ypos=4 left-column left-indent font-largest indented-line longer-tail line-double-space line-space headchar-capital above-double-space above-line-space
E-Body	where eq[s, PS(M <sub>i</sub> , w)] =  0 1 if otherwise s = PS(M i , w)	page=5 xpos=0 ypos=4 left-column right-indent font-largest hanged-line shorter-tail line-double-space line-space headchar-lower above-double-space above-line-space
B-Body	Probability Mixture Each method provides	page=5 xpos=0 ypos=5 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	a probability distribution over the senses. These	page=5 xpos=0 ypos=5 left-column full-justified aligned-line itemization headchar-lower
I-Body	probabilities (normalized scores) are summed, and	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	the sense with the highest score is chosen:	page=5 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon above-double-space above-line-space
B-Equation	Score(ProbMix({M <sub>i</sub> } ki=1 ), s)) = ∑ <sup>k</sup> Score(M i , s)	page=5 xpos=0 ypos=6 left-column left-indent font-largest indented-line longer-tail line-double-space line-space headchar-capital above-line-space
I-Equation	i=1	page=5 xpos=3 ypos=6 left-column left-indent right-indent font-smallest indented-line shorter-tail line-space headchar-lower above-double-space above-line-space
B-Body	Rank-Based Combination Each method	page=5 xpos=0 ypos=6 left-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital
I-Body	provides a ranking of the senses for a given target	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	word. For each sense, its placements according to	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	each of the methods are summed and the sense	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	with the lowest total placement (closest to first	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
E-Body	place) wins.	page=5 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Equation	Score(Ranking({M <sub>i</sub> } ki=1 ), s)) = ∑ <sup>k</sup> (−1)·Place i (s)	page=5 xpos=0 ypos=7 left-column centered right-over font-largest aligned-line longer-tail line-double-space line-space headchar-capital above-line-space
I-Equation	i=1	page=5 xpos=3 ypos=8 left-column left-indent right-indent font-smallest indented-line shorter-tail line-space headchar-lower above-double-space above-line-space
I-Body	where Place <sub>i</sub> (s) is the number of distinct scores	page=5 xpos=0 ypos=8 left-column full-justified hanged-line longer-tail line-double-space line-space headchar-lower
E-Body	that are larger or equal to Score(M <sub>i</sub> , s).	page=5 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Arbiter-based Combination One WSD	page=5 xpos=0 ypos=8 left-column full-justified aligned-line longer-tail line-space headchar-capital
I-Body	method can act as an arbiter for adjudicating dis-	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	agreements among component systems. It makes	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	sense for the adjudicator to have reasonable	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	performance on its own. We therefore selected	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower column-bottom
Table	__Table 4__	page=5 xpos=5 ypos=-1 right-column centered left-indent right-indent box column-top table-area above-double-space above-line-space
B-Caption	Table 4: Ensemble Combination Results ( <sup>†</sup> : sig.	page=5 xpos=5 ypos=1 right-column full-justified font-larger hanged-line longer-tail line-double-space line-space symbol-dagger string-table headchar-capital tailchar-period
I-Caption	diff. from Similarity, $: sig. diff. from SSI, ‡: sig.	page=5 xpos=5 ypos=1 right-column full-justified aligned-line symbol-dagger headchar-lower tailchar-period
E-Caption	diff. from Voting, p < 0.01)	page=5 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower above-blank-line above-double-space above-line-space
I-Body	SSI as the arbiter since it had the best accuracy on	page=5 xpos=5 ypos=2 right-column full-justified aligned-line longer-tail line-blank-line line-double-space line-space headchar-capital
I-Body	the WSD task (see Table 2). For each disagreed	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	word w, and for each sense s of w assigned by	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	any of the systems in the ensemble {M <sub>i</sub> } ki=1 , we	page=5 xpos=5 ypos=2 right-column full-justified font-largest aligned-line headchar-lower
I-Body	calculate the following score:	page=5 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon above-blank-line above-double-space above-line-space
B-Equation	Score(Arbiter({M <sub>i</sub> } ki=1 ), s) = SSIScore <sup>∗</sup> (s)	page=5 xpos=5 ypos=3 right-column left-indent right-indent indented-line longer-tail line-blank-line line-double-space line-space headchar-capital above-double-space above-line-space
I-Body	where SSIScore ∗ (s) is a modified version of the	page=5 xpos=5 ypos=3 right-column full-justified hanged-line longer-tail line-double-space line-space headchar-lower
I-Body	score introduced in Section 2 which exploits as a	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	context for s the set of agreed senses and the re-	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	maining words of each sentence. We exclude from	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	the context used by SSI the senses of w which were	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	not chosen by any of the systems in the ensem-	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ble . This effectively reduces the number of senses	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	considered by the arbiter and can positively influ-	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ence the algorithm’s performance, since it elimi-	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nates noise coming from senses which are likely	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
E-Body	to be wrong.	page=5 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-SectionHeader	5 Experiment 2: Ensembles for	page=5 xpos=5 ypos=5 right-column right-indent font-smallest aligned-line longer-tail line-blank-line line-double-space line-space numbered-heading1 above-double-space above-line-space
I-SectionHeader	Unsupervised WSD	page=5 xpos=5 ypos=6 right-column left-indent right-indent font-smallest indented-line shorter-tail line-double-space line-space headchar-capital above-blank-line above-double-space above-line-space
B-SubsectionHeader	5.1 Method and Parameter Settings	page=5 xpos=5 ypos=6 right-column right-indent font-smallest hanged-line longer-tail line-blank-line line-double-space line-space numbered-heading2 above-line-space
B-Body	We assess the performance of the different en-	page=5 xpos=5 ypos=6 right-column full-justified aligned-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	semble systems on the same set of SemCor nouns	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	on which the individual methods were tested. For	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	the best ensemble, we also report results on dis-	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ambiguating all nouns in the Senseval-3 data set.	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	We focus exclusively on nouns to allow com-	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	parisons with the results obtained from SemCor.	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	We used the same parameters as in Experiment 1	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital
I-Body	for constructing the ensembles. As discussed ear-	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lier, token-based methods can disambiguate target	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	words either in context or using the predominant	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	sense. SSI was employed in the predominant sense	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
E-Body	setting in our arbiter experiment.	page=5 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-SubsectionHeader	5.2 Results	page=5 xpos=5 ypos=9 right-column right-indent font-smallest aligned-line shorter-tail line-blank-line line-double-space line-space numbered-heading2 above-line-space
B-Body	Our results are summarized in Table 4. As can be	page=5 xpos=5 ypos=9 right-column full-justified aligned-line longer-tail line-space headchar-capital
I-Body	seen, all ensemble methods perform significantly	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower column-bottom above-blank-line above-double-space above-line-space
Page	102	page=5 xpos=4 ypos=9 single-column centered left-indent right-indent font-smallest column-top line-blank-line line-double-space line-space numeric-only page-bottom
Table	__Table 5__	page=6 xpos=0 ypos=-2 left-column centered left-indent right-indent box page-top table-area above-double-space above-line-space
B-Caption	Table 5: Decrease in accuracy as a result of re-	page=6 xpos=0 ypos=0 left-column full-justified hanged-line longer-tail line-double-space line-space string-table headchar-capital tailchar-hiphen
I-Caption	moval of each method from the rank-based ensem-	page=6 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Caption	ble.	page=6 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
I-Body	better than the best individual methods, i.e., Simi-	page=6 xpos=0 ypos=0 left-column full-justified aligned-line longer-tail line-blank-line line-double-space line-space headchar-lower tailchar-hiphen
I-Body	larity and SSI. On the WSD task, the voting, prob-	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ability mixture, and rank-based ensembles signif-	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	icantly outperform the arbiter-based one. The per-	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	formances of the probability mixture, and rank-	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	based combinations do not differ significantly but	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	both ensembles are significantly better than vot-	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing. One of the factors contributing to the arbiter’s	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	worse performance (compared to the other ensem-	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	bles) is the fact that in many cases (almost 30%),	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	none of the senses suggested by the disagreeing	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	methods is correct. In these cases, there is no way	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	for the arbiter to select the correct sense. We also	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	examined the relative contribution of each compo-	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nent to overall performance. Table 5 displays the	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	drop in performance by eliminating any particular	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	component from the rank-based ensemble (indi-	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cated by −). The system that contributes the most	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	to the ensemble is SSI. Interestingly, Overlap and	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	Similarity yield similar improvements in WSD ac-	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	curacy (0.6 and 0.9, respectively) when added to	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
E-Body	the ensemble.	page=6 xpos=0 ypos=5 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Figure 1 shows the WSD accuracy of the best	page=6 xpos=0 ypos=5 left-column left-indent indented-line longer-tail line-space string-figure headchar-capital
I-Body	single methods and the ensembles as a function of	page=6 xpos=0 ypos=5 left-column full-justified hanged-line headchar-lower
I-Body	the noun frequency in SemCor. We can see that	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	there is at least one ensemble outperforming any	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	single method in every frequency band and that	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	the rank-based ensemble consistently outperforms	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	Similarity and SSI in all bands. Although Similar-	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	ity has an advantage over SSI for low and medium	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	frequency words, it delivers worse performance	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	for high frequency words. This is possibly due to	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	the quality of neighbors obtained for very frequent	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	words, which are not semantically distinct enough	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
E-Body	to reliably discriminate between different senses.	page=6 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Table 6 lists the performance of the rank-based	page=6 xpos=0 ypos=7 left-column left-indent indented-line longer-tail line-space string-table headchar-capital
I-Body	ensemble on the Senseval-3 (noun) corpus. We	page=6 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower
I-Body	also report results for the best individual method,	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	namely SSI, and compare our results with the best	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	unsupervised system that participated in Senseval-	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	3. The latter was developed by Strapparava et al.	page=6 xpos=0 ypos=8 left-column full-justified aligned-line itemization tailchar-period
I-Body	(2004) and performs domain driven disambigua-	page=6 xpos=0 ypos=9 left-column full-justified aligned-line year tailchar-hiphen
I-Body	tion (IRST-DDD). Specifically, the approach com-	page=6 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen column-bottom
Figure	__Figure 1__	page=6 xpos=5 ypos=-2 right-column full-justified box column-top figure-area above-double-space above-line-space
