Title	Extracting Paraphrases from a Parallel Corpus	page=0 xpos=1 ypos=0 single-column centered left-indent right-indent font-largest page-top headchar-capital above-blank-line above-double-space above-line-space
E-Caption	the algorithm.	page=4 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-Body	Training of the paraphrasing classifier Con-	page=4 xpos=5 ypos=9 right-column left-indent indented-line longer-tail line-blank-line line-double-space line-space headchar-capital tailchar-hiphen
I-Body	text rules extracted in the previous stage are then	page=4 xpos=5 ypos=9 right-column full-justified hanged-line headchar-lower
I-Body	applied to the corpus to derive a new set of pairs	page=4 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
I-Body	of positive and negative paraphrasing examples.	page=5 xpos=0 ypos=0 left-column full-justified page-top headchar-lower tailchar-period
I-Body	Applications of the rule performed by searching	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-capital
I-Body	sentence pairs for subsequences which match the	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	less than 5 tokens apart. For example, apply-	page=5 xpos=0 ypos=0 left-column full-justified box aligned-line headchar-lower tailchar-hiphen
I-Body	left and right parts of the contextual rule, and are	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower above-blank-line above-double-space above-line-space
I-Body	ing the first rule from Figure 4 to sentences from	page=5 xpos=0 ypos=1 left-column full-justified aligned-line line-blank-line line-double-space line-space headchar-lower
I-Body	Figure 1 yields the paraphrasing pair (“comfort”,	page=5 xpos=0 ypos=1 left-column full-justified aligned-line string-figure headchar-capital tailchar-comma
I-Body	“console”). Note that in the original seed set, the	page=5 xpos=0 ypos=1 left-column full-justified aligned-line
I-Body	left and right contexts were separated by one to-	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ken. This stretch in rule application allows us to	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
E-Body	extract multi-word paraphrases.	page=5 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	For each extracted example, paraphrasing rules	page=5 xpos=0 ypos=2 left-column left-indent indented-line longer-tail headchar-capital
I-Body	are recorded and filtered in a similar manner as	page=5 xpos=0 ypos=2 left-column full-justified hanged-line headchar-lower
I-Body	contextual rules. Examples of lexical and syntac-	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tic paraphrasing rules are shown in Figure 5 and	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	in Figure 6. After extracted lexical and syntactic	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	paraphrases are applied to the corpus, the contex-	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tual classifier is retrained. New paraphrases not	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	only add more positive and negative instances to	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	the contextual classifier, but also revise contex-	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tual rules for known instances based on new para-	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	phrase information.	page=5 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
Figure	__Figure 5__	page=5 xpos=0 ypos=4 left-column centered left-indent right-indent box indented-line longer-tail line-double-space line-space figure-area above-double-space above-line-space
B-Caption	Figure 5: Morpho-Syntactic patterns extracted by	page=5 xpos=0 ypos=6 left-column full-justified hanged-line longer-tail line-double-space line-space string-figure headchar-capital
I-Caption	the algorithm. Lower indices denote token equiv-	page=5 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Caption	alence, upper indices denote root equivalence.	page=5 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
Figure	__Figure 6__	page=5 xpos=0 ypos=7 left-column centered left-indent right-indent box indented-line line-double-space line-space figure-area above-double-space above-line-space
B-Caption	Figure 6: Lexical paraphrases extracted by the al-	page=5 xpos=0 ypos=7 left-column full-justified hanged-line longer-tail line-double-space line-space string-figure headchar-capital tailchar-hiphen
E-Caption	gorithm.	page=5 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-Body	The iterative process is terminated when no	page=5 xpos=0 ypos=8 left-column left-indent indented-line longer-tail line-blank-line line-double-space line-space headchar-capital
I-Body	new paraphrases are discovered or the number of	page=5 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower
E-Body	iterations exceeds a predefined threshold.	page=5 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	6 The results	page=5 xpos=0 ypos=9 left-column right-indent font-larger aligned-line shorter-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	Our algorithm produced 9483 pairs of lexical	page=5 xpos=0 ypos=9 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	paraphrases and 25 morpho-syntactic rules. To	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower column-bottom
I-Body	evaluate the quality of produced paraphrases, we	page=5 xpos=5 ypos=0 right-column full-justified column-top headchar-lower
I-Body	picked at random 500 paraphrasing pairs from the	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	lexical paraphrases produced by our algorithm.	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	These pairs were used as test data and also to eval-	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	uate whether humans agree on paraphrasing judg-	page=5 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ments. The judges were given a page of guide-	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lines, defining paraphrase as “approximate con-	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ceptual equivalence”. The main dilemma in de-	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	signing the evaluation is whether to include the	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	context: should the human judge see only a para-	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	phrase pair or should a pair of sentences contain-	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing these paraphrases also be given? In a simi-	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lar MT task — evaluation of word-to-word trans-	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lation — context is usually included (Melamed,	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	2001). Although paraphrasing is considered to	page=5 xpos=5 ypos=2 right-column full-justified aligned-line year
I-Body	be context dependent, there is no agreement on	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	the extent. To evaluate the influence of context	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	on paraphrasing judgments, we performed two	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	experiments — with and without context. First,	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	the human judge is given a paraphrase pair with-	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	out context, and after the judge entered his an-	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	swer, he is given the same pair with its surround-	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing context. Each context was evaluated by two	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	judges (other than the authors). The agreement	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	was measured using the Kappa coefficient (Siegel	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	tween judges would correspond to K equals  ;	page=5 xpos=5 ypos=5 right-column full-justified box aligned-line headchar-lower tailchar-semicolon
I-Body	and Castellan, 1988). Complete agreement be-	page=5 xpos=5 ypos=5 right-column full-justified aligned-line year headchar-lower tailchar-hiphen above-double-space above-line-space
I-Body	equals 0 .	page=5 xpos=5 ypos=5 right-column right-indent box aligned-line shorter-tail line-double-space line-space headchar-lower tailchar-period
I-Body	if there is no agreement among judges, then K	page=5 xpos=5 ypos=5 right-column full-justified aligned-line longer-tail headchar-lower above-double-space above-line-space
E-Body	judgment without context was 7  0'8:9';	page=5 xpos=5 ypos=5 right-column right-indent box aligned-line shorter-tail line-double-space line-space headchar-lower tailchar-semicolon
B-Body	The judges agreement on the paraphrasing	page=5 xpos=5 ypos=5 right-column left-indent indented-line longer-tail headchar-capital above-blank-line above-double-space above-line-space
I-Body	which is substantial agreement (Landis and Koch,	page=5 xpos=5 ypos=6 right-column full-justified hanged-line line-blank-line line-double-space line-space headchar-lower tailchar-comma
I-Body	1977). The first judge found 439(87.8%) pairs	page=5 xpos=5 ypos=6 right-column full-justified aligned-line year
I-Body	as correct paraphrases, and the second judge —	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	higher agreement ( 7<.0'8:='> ), and judges identi-	page=5 xpos=5 ypos=6 right-column full-justified box aligned-line headchar-lower tailchar-hiphen
I-Body	426(85.2%). Judgments with context have even	page=5 xpos=5 ypos=6 right-column full-justified aligned-line above-blank-line above-double-space above-line-space
I-Body	fied 459(91.8%) and 457(91.4%) pairs as correct	page=5 xpos=5 ypos=7 right-column full-justified aligned-line line-blank-line line-double-space line-space headchar-lower
E-Body	paraphrases.	page=5 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	The recall of our method is a more problematic	page=5 xpos=5 ypos=7 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	issue. The algorithm can identify paraphrasing re-	page=5 xpos=5 ypos=8 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	lations only between words which occurred in our	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	corpus, which of course does not cover all English	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	tokens. Furthermore, direct comparison with an	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	electronic thesaurus like WordNet is impossible,	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	because it is not known a priori which lexical re-	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lations in WordNet can form paraphrases. Thus,	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	we can not evaluate recall. We hand-evaluated	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	the coverage, by asking a human judges to extract	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	paraphrases from 50 sentences, and then counted	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
I-Body	how many of these paraphrases where predicted	page=6 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	by our algorithm. From 70 paraphrases extracted	page=6 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	by human judge, 48(69%) were identified as para-	page=6 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	phrases by our algorithm.	page=6 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	In addition to evaluating our system output	page=6 xpos=0 ypos=0 left-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	through precision and recall, we also compared	page=6 xpos=0 ypos=1 left-column full-justified hanged-line headchar-lower
I-Body	our results with two other methods. The first of	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	these was a machine translation technique for de-	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	riving bilingual lexicons (Melamed, 2001) includ-	page=6 xpos=0 ypos=1 left-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	ing detection of non-compositional compounds <sup>4</sup> .	page=6 xpos=0 ypos=1 left-column full-justified font-largest aligned-line headchar-lower tailchar-period
I-Body	We did this evaluation on 60% of the full dataset;	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-capital tailchar-semicolon
I-Body	this is the portion of the data which is pub-	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	licly available. Our system produced 6,826 word	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	pairs from this data and Melamed provided the	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	top 6,826 word pairs resulting from his system	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	on this data. We randomly extracted 500 pairs	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	each from both sets of output. Of the 500 pairs	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	produced by our system, 354(70.8%) were sin-	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	gle word pairs and 146(29.2%) were multi-word	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	paraphrases, while the majority of pairs produced	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	by Melamed’s system were single word pairs	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	(90%). We mixed this output and gave the re-	page=6 xpos=0 ypos=4 left-column full-justified aligned-line tailchar-hiphen
I-Body	sulting, randomly ordered 1000 pairs to six eval-	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	uators, all of whom were native speakers. Each	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	evaluator provided judgments on 500 pairs with-	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	out context. Precision for our system was 71.6%	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	and for Melamed’s was 52.7%. This increased	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	precision is a clear advantage of our approach and	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	shows that machine translation techniques cannot	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	be used without modification for this task, par-	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ticularly for producing multi-word paraphrases.	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	There are three caveats that should be noted;	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-capital tailchar-semicolon
I-Body	Melamed’s system was run without changes for	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-capital
I-Body	this new task of paraphrase extraction and his sys-	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tem does not use chunk segmentation, he ran the	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
I-Body	system for three days of computation and the re-	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sult may be improved with more running time	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	since it makes incremental improvements on sub-	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sequent rounds, and finally, the agreement be-	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tween human judges was lower than in our pre-	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	vious experiments. We are currently exploring	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	whether the information produced by the two dif-	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ferent systems may be combined to improve the	page=6 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
E-Body	performance of either system alone.	page=6 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	Another view on the extracted paraphrases can	page=6 xpos=0 ypos=8 left-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	be derived by comparing them with the Word-	page=6 xpos=0 ypos=9 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	Net thesaurus. This comparison provides us with	page=6 xpos=0 ypos=9 left-column full-justified aligned-line headchar-capital above-double-space above-line-space
B-Footnote	<sup>4</sup> The equivalences that were identical on both sides were	page=6 xpos=0 ypos=9 left-column left-indent indented-line line-double-space line-space headchar-super
I-Footnote	removed from the output	page=6 xpos=0 ypos=9 left-column right-indent font-smallest hanged-line shorter-tail headchar-lower column-bottom
I-Body	quantitative evidence on the types of lexical re-	page=6 xpos=5 ypos=0 right-column full-justified column-top headchar-lower tailchar-hiphen
I-Body	lations people use to create paraphrases. We se-	page=6 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lected 112 paraphrasing pairs which occurred at	page=6 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	least 20 times in our corpus and such that the	page=6 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	words comprising each pair appear in WordNet.	page=6 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	The 20 times cutoff was chosen to ensure that	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-capital
I-Body	the identified pairs are general enough and not	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	idiosyncratic. We use the frequency threshold	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	to select paraphrases which are not tailored to	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	one context. Examples of paraphrases and their	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	WordNet relations are shown in Figure 7. Only	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-capital
I-Body	40(35%) paraphrases are synonyms, 36(32%) are	page=6 xpos=5 ypos=2 right-column full-justified aligned-line
I-Body	hyperonyms, 20(18%) are siblings in the hyper-	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	onym tree, 11(10%) are unrelated, and the re-	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	maining 5% are covered by other relations. These	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	figures quantitatively validate our intuition that	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	synonymy is not the only source of paraphras-	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing. One of the practical implications is that us-	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing synonymy relations exclusively to recognize	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
E-Body	paraphrasing limits system performance.	page=6 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
Figure	__Figure 7__	page=6 xpos=5 ypos=4 right-column centered left-indent right-indent box indented-line longer-tail line-double-space line-space figure-area above-double-space above-line-space
B-Caption	Figure 7: Lexical paraphrases extracted by the al-	page=6 xpos=5 ypos=4 right-column full-justified hanged-line longer-tail line-double-space line-space string-figure headchar-capital tailchar-hiphen
E-Caption	gorithm.	page=6 xpos=5 ypos=5 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-SectionHeader	7 Conclusions and Future work	page=6 xpos=5 ypos=5 right-column right-indent font-larger aligned-line longer-tail line-blank-line line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	In this paper, we presented a method for corpus-	page=6 xpos=5 ypos=5 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	based identification of paraphrases from multi-	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ple English translations of the same source text.	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	We showed that a co-training algorithm based on	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-capital
I-Body	contextual and lexico-syntactic features of para-	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	phrases achieves high performance on our data.	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	The wide range of paraphrases extracted by our	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-capital
I-Body	algorithm sheds light on the paraphrasing phe-	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nomena, which has not been studied from an em-	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	pirical perspective.	page=6 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Future work will extend this approach to ex-	page=6 xpos=5 ypos=8 right-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	tract paraphrases from comparable corpora, such	page=6 xpos=5 ypos=8 right-column full-justified hanged-line headchar-lower
I-Body	as multiple reports from different news agencies	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	about the same event or different descriptions of	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	a disease from the medical literature. This exten-	page=6 xpos=5 ypos=8 right-column full-justified aligned-line itemization headchar-lower tailchar-hiphen
I-Body	sion will require using a more selective alignment	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	technique (similar to that of (Hatzivassiloglou et	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	al., 1999)). We will also investigate a more pow-	page=6 xpos=5 ypos=9 right-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	erful representation of contextual features. Fortu-	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	nately, statistical parsers produce reliable results	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
I-Body	on news texts, and therefore can be used to im-	page=7 xpos=0 ypos=0 left-column full-justified page-top headchar-lower tailchar-hiphen
I-Body	prove context representation. This will allow us	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	to extract macro-syntactic paraphrases in addition	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
I-Body	to local paraphrases which are currently produced	page=7 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower
E-Body	by the algorithm.	page=7 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
AcknowledgementHeader	Acknowledgments	page=7 xpos=0 ypos=1 left-column right-indent font-larger aligned-line longer-tail line-double-space line-space string-acknowledgement headchar-capital above-double-space above-line-space
B-Acknowledgement	This work was partially supported by a Louis	page=7 xpos=0 ypos=1 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Acknowledgement	Morin scholarship and by DARPA grant N66001-	page=7 xpos=0 ypos=1 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Acknowledgement	00-1-8919 under the TIDES program. We are	page=7 xpos=0 ypos=1 left-column full-justified aligned-line
I-Acknowledgement	grateful to Dan Melamed for providing us with	page=7 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Acknowledgement	the output of his program. We thank Noemie El-	page=7 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Acknowledgement	hadad, Mike Collins, Michael Elhadad and Maria	page=7 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
E-Acknowledgement	Lapata for useful discussions.	page=7 xpos=0 ypos=2 left-column right-indent aligned-line shorter-tail headchar-capital tailchar-period above-blank-line above-double-space above-line-space
ReferenceHeader	References	page=7 xpos=0 ypos=3 left-column right-indent font-larger aligned-line shorter-tail line-blank-line line-double-space line-space string-reference headchar-capital above-line-space
B-Reference	R. H. Baayen, R. Piepenbrock, and H. van Rijn, editors.	page=7 xpos=0 ypos=3 left-column full-justified font-smallest aligned-line longer-tail line-space headchar-capital tailchar-period
I-Reference	1993. The CELEX Lexical Database(CD-ROM). Lin-	page=7 xpos=0 ypos=3 left-column left-indent font-smallest indented-line year tailchar-hiphen
I-Reference	guistic Data Consortium, University of Pennsylvania.	page=7 xpos=0 ypos=3 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	R. Barzilay and M. Elhadad. 1997. Using lexical chains for	page=7 xpos=0 ypos=3 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	text summarization. In Proceedings of the ACL Workshop	page=7 xpos=0 ypos=4 left-column left-indent font-smallest indented-line headchar-lower
I-Reference	on Intelligent Scalable Text Summarization, pages 10–17,	page=7 xpos=0 ypos=4 left-column left-indent font-smallest aligned-line headchar-lower tailchar-comma
I-Reference	Madrid, Spain, August.	page=7 xpos=0 ypos=4 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	P. Brown, S. Della Pietra, V. Della Pietra, and R. Mercer.	page=7 xpos=0 ypos=4 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space headchar-capital tailchar-period
I-Reference	1993. The mathematics of statistical machine transla-	page=7 xpos=0 ypos=4 left-column left-indent font-smallest indented-line year tailchar-hiphen
I-Reference	tion: Parameter estimation. Computational Linguistics,	page=7 xpos=0 ypos=5 left-column left-indent font-smallest aligned-line headchar-lower tailchar-comma
I-Reference	19(2):263–311.	page=7 xpos=0 ypos=5 left-column left-indent right-indent font-smallest aligned-line shorter-tail tailchar-period above-double-space above-line-space
B-Reference	M. Collins and Y. Singer. 1999. Unsupervised models for	page=7 xpos=0 ypos=5 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	named entity classification. In proceedings of the Joint	page=7 xpos=0 ypos=5 left-column left-indent font-smallest indented-line headchar-lower
I-Reference	SIGDAT Conference on Empirical Methods in Natural	page=7 xpos=0 ypos=5 left-column left-indent font-smallest aligned-line headchar-capital
I-Reference	Language Processing and Very Large Corpora.	page=7 xpos=0 ypos=5 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	R. de Beaugrande and W. V. Dressler. 1981. Introduction to	page=7 xpos=0 ypos=6 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	Text Linguistics. Longman, New York, NY.	page=7 xpos=0 ypos=6 left-column left-indent right-indent font-smallest indented-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	M. Dras. 1999. Tree Adjoining Grammar and the Reluctant	page=7 xpos=0 ypos=6 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space year headchar-capital
