B-Header	Proceedings of HLT-NAACL 2003	page=0 xpos=6 ypos=0 right-column left-indent font-smallest page-top year headchar-capital
B-Body	Overall, PIQUANT’s multi-strategy and multi-source	page=4 xpos=5 ypos=9 right-column left-indent indented-line longer-tail headchar-capital
I-Body	approach achieved a 35.0% relative improvement in the	page=4 xpos=5 ypos=9 right-column full-justified hanged-line headchar-lower above-double-space above-line-space
B-Footnote	<sup>8</sup> Definition questions were intentionally excluded by the	page=4 xpos=5 ypos=9 right-column left-indent font-largest indented-line line-double-space line-space headchar-super
I-Footnote	track coordinator in the TREC 11 test set.	page=4 xpos=5 ypos=9 right-column right-indent font-smallest hanged-line shorter-tail headchar-lower tailchar-period page-bottom
Table	__Table 1__	page=5 xpos=0 ypos=-2 left-column left-indent box page-top table-area above-double-space above-line-space
B-Caption	Table 1: Experimental Results	page=5 xpos=1 ypos=1 left-column centered left-indent right-indent indented-line shorter-tail line-double-space line-space string-table headchar-capital above-blank-line above-double-space above-line-space
I-Body	number of correct answers and a 32.8% improvement in	page=5 xpos=0 ypos=2 left-column full-justified hanged-line longer-tail line-blank-line line-double-space line-space headchar-lower
I-Body	average precision on the TREC 11 data set. Of the com-	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	bined improvement, approximately half was achieved by	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	the multi-source aspect of PIQUANT, while the other half	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	was obtained by PIQUANT’s multi-strategy feature. Al-	page=5 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	though the absolute average precision values are com-	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	parable on both test sets and the absolute percentage of	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	correct answers is lower on the TREC 11 data, the im-	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	provement is greater on TREC 11 in both cases. This	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	is because the TREC 10 questions were taken into ac-	page=5 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	count for manual rule refinement in the knowledge-based	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	agent, resulting in higher baselines on the TREC 10 test	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	set. We believe that the larger improvement on the previ-	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ously unseen TREC 11 data is a more reliable estimate of	page=5 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
E-Body	PIQUANT’s performance on future test sets.	page=5 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-capital tailchar-period
B-Body	We applied an earlier version of our combination algo-	page=5 xpos=0 ypos=5 left-column left-indent indented-line longer-tail headchar-capital tailchar-hiphen
I-Body	rithms, which performed between our current P and P+A	page=5 xpos=0 ypos=5 left-column full-justified hanged-line headchar-lower
I-Body	algorithms, in our submission to the TREC 11 QA track.	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	Using the average precision metric, that version of PI-	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	QUANT was among the top 5 best performing systems	page=5 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital
E-Body	out of 67 runs submitted by 34 groups.	page=5 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SubsectionHeader	5.3 Discussion and Analysis	page=5 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail line-double-space line-space numbered-heading2 above-double-space above-line-space
B-Body	A cursory examination of the results in Table 1 allows	page=5 xpos=0 ypos=6 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	us to draw two general conclusions about PIQUANT’s	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	performance. First, all three combination algorithms ap-	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	plied individually improved upon the baseline using both	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	evaluation metrics on both test sets. In addition, overall	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	performance is generally better the later in the process	page=5 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
I-Body	the combination occurs, i.e., the answer-level combina-	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion algorithm outperformed the passage-level combina-	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion algorithm, which in turn outperformed the question-	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	level combination algorithm. Second, the cumulative im-	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	provement from multiple combination algorithms is in	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	general greater than that from the components. For in-	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	stance, the Q+A algorithm uniformly outperformed the Q	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	and A algorithms alone. Note, however, that the Q+P+A	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	algorithm achieved the highest performance only on the	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower
I-Body	TREC 11 test set using the % correct metric. We believe	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-capital column-bottom
Table	__Table 2__	page=5 xpos=5 ypos=-2 right-column left-indent right-indent box column-top table-area above-double-space above-line-space
B-Caption	Table 2: Passage Retrieval Analysis	page=5 xpos=6 ypos=0 right-column centered left-indent right-indent indented-line shorter-tail line-double-space line-space string-table headchar-capital above-blank-line above-double-space above-line-space
I-Body	that this is because of compounding errors that occurred	page=5 xpos=5 ypos=0 right-column full-justified hanged-line longer-tail line-blank-line line-double-space line-space headchar-lower
E-Body	during the multiple combination process.	page=5 xpos=5 ypos=0 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	In ensemble methods, the individual components must	page=5 xpos=5 ypos=1 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	make different mistakes in order for the combined sys-	page=5 xpos=5 ypos=1 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	tem to potentially perform better than the component sys-	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tems (Dietterich, 1997). We examined the differences	page=5 xpos=5 ypos=1 right-column full-justified aligned-line year headchar-lower
I-Body	in results between the two answering agents from their	page=5 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
I-Body	question analysis, passage retrieval, and answer selection	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	components. We focused our analysis on the potential	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	gain/loss from incorporating contributions from the sta-	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tistical agent, and how the potential was realized as actual	page=5 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
E-Body	performance gain/loss in our end-to-end system.	page=5 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	At the question level, we examined those questions	page=5 xpos=5 ypos=3 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	for which the two agents proposed incompatible answer	page=5 xpos=5 ypos=3 right-column full-justified hanged-line headchar-lower
I-Body	types. On the TREC 10 test set, the statistical agent in-	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	troduced correct answer types in 6 cases and incorrect	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	answer types in 9 cases. As a result, in some cases the	page=5 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	question-level combination algorithm improved system	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	performance (comparing A and Q+A) and in others it	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	degraded performance (comparing P and Q+P). On the	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	other hand, on the TREC 11 test set, the statistical agent	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	introduced correct and incorrect answer types in 15 and	page=5 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	6 cases, respectively. As a result, in most cases perfor-	page=5 xpos=5 ypos=5 right-column full-justified aligned-line numbered-heading1 tailchar-hiphen
I-Body	mance improved when the question-level combination al-	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	gorithm was invoked. The difference in question analysis	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	performance again reflects the fact that TREC 10 ques-	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tions were used in question analysis rule refinement in	page=5 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
E-Body	the knowledge-based agent.	page=5 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	At the passage level, we examined, for each ques-	page=5 xpos=5 ypos=6 right-column left-indent indented-line longer-tail line-space headchar-capital tailchar-hiphen
I-Body	tion, whether the candidate passages contained the cor-	page=5 xpos=5 ypos=6 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	rect answer. Table 2 shows the distribution of ques-	page=5 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tions for which correct answers were (+) and were not	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	(-) present in the passages for both agents. The bold-	page=5 xpos=5 ypos=7 right-column full-justified aligned-line tailchar-hiphen
I-Body	faced cells represent questions for which the statistical	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	agent retrieved passages with correct answers while the	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	knowledge-based agent did not. There were 43 and 58	page=5 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
I-Body	such questions in the TREC 10 and TREC 11 test sets, re-	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	spectively, and employing the passage-level combination	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	algorithm resulted only in an additional 18 and 8 correct	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	answers on each test set. This is because the statistical	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Body	agent’s proposes in its 10 passages, on average, 29 candi-	page=5 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	date answers, most of which are incorrect, of the proper	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	semantic type per question. As the downstream answer	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
I-Body	selection component takes redundancy into account in an-	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	swer ranking, incorrect answers may reinforce one an-	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	other and become top ranked answers. This suggests that	page=5 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower page-bottom
Table	__Table 3__	page=6 xpos=0 ypos=-1 left-column left-indent box page-top table-area above-double-space above-line-space
B-Caption	Table 3: Answer Voting Analysis	page=6 xpos=1 ypos=1 left-column centered left-indent right-indent indented-line shorter-tail line-double-space line-space string-table headchar-capital above-blank-line above-double-space above-line-space
I-Body	the relative contributions of our answer selection features	page=6 xpos=0 ypos=1 left-column full-justified hanged-line longer-tail line-blank-line line-double-space line-space headchar-lower
I-Body	may not be optimally tuned for our multi-agent approach	page=6 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
E-Body	to QA. We plan to investigate this issue in future work.	page=6 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	At the answer level, we analyzed each agent’s top 5	page=6 xpos=0 ypos=2 left-column left-indent indented-line longer-tail headchar-capital
I-Body	answers, used in the combination algorithm’s voting pro-	page=6 xpos=0 ypos=2 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	cess. Table 3 shows the distribution of questions for	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower
I-Body	which an answer was found in 1st place, in 2nd-5th place,	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	and not found in top 5. Since we employ a linear vot-	page=6 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing strategy based on confidence scores, we classify the	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	cells in Table 3 as follows based on the perceived likeli-	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	hood that the correct answers for questions in each cell	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	wins in the voting process. The boldfaced and underlined	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	cells contain highly likely candidates, since a correct an-	page=6 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	swer was found in 1st place by both agents. <sup>9</sup> The bold-	page=6 xpos=0 ypos=3 left-column full-justified font-largest aligned-line headchar-lower tailchar-hiphen
I-Body	faced cells consist of likely candidates, since a 1st place	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	correct answer was supported by a 2nd-5th place answer.	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	The italicized and underlined cells contain possible can-	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-capital tailchar-hiphen
I-Body	didates, while the rest of the cells cannot produce correct	page=6 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	1st place answers using our current voting algorithm. On	page=6 xpos=0 ypos=4 left-column full-justified aligned-line
I-Body	TREC 10 data, 194 questions fall into the highly likely,	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-capital tailchar-comma
I-Body	likely, and possible categories, out of which the voting al-	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	gorithm successfully selected 155 correct answers in 1st	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	place. On TREC 11 data, 197 correct answers were se-	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	lected out of 248 questions that fall into these categories.	page=6 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	These results represent success rates of 79.9% and 79.4%	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-capital
I-Body	for our answer-level combination algorithm on the two	page=6 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower
E-Body	test sets.	page=6 xpos=0 ypos=6 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-SectionHeader	6 Related Work	page=6 xpos=0 ypos=6 left-column right-indent font-largest aligned-line longer-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	There has been much work in employing ensemble meth-	page=6 xpos=0 ypos=7 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	ods to increase system performance in machine learning.	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower tailchar-period
I-Body	In NLP, such methods have been applied to tasks such	page=6 xpos=0 ypos=7 left-column full-justified aligned-line headchar-capital
I-Body	as POS tagging (Brill and Wu, 1998), word sense dis-	page=6 xpos=0 ypos=7 left-column full-justified aligned-line year headchar-lower tailchar-hiphen
I-Body	ambiguation (Pedersen, 2000), parsing (Henderson and	page=6 xpos=0 ypos=7 left-column full-justified aligned-line year headchar-lower
I-Body	Brill, 1999), and machine translation (Frederking and	page=6 xpos=0 ypos=7 left-column full-justified aligned-line year headchar-capital
E-Body	Nirenburg, 1994).	page=6 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail year headchar-capital tailchar-period
B-Body	In question answering, a number of researchers have	page=6 xpos=0 ypos=8 left-column left-indent indented-line longer-tail headchar-capital
I-Body	investigated federated systems for identifying answers to	page=6 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower
I-Body	questions. For example, (Clarke et al., 2003) and (Lin et	page=6 xpos=0 ypos=8 left-column full-justified aligned-line year headchar-lower
I-Body	al., 2003) employ techniques for utilizing both unstruc-	page=6 xpos=0 ypos=8 left-column full-justified aligned-line year headchar-lower tailchar-hiphen above-double-space above-line-space
B-Footnote	<sup>9</sup> These cells are not marked as definite because in a small	page=6 xpos=0 ypos=9 left-column left-indent font-largest indented-line line-double-space line-space headchar-super
I-Footnote	number of cases, the two answers are not equivalent. For exam-	page=6 xpos=0 ypos=9 left-column full-justified font-smallest hanged-line headchar-lower tailchar-hiphen
I-Footnote	ple, for the TREC 9 question, “Who is the emperor of Japan?”,	page=6 xpos=0 ypos=9 left-column full-justified font-smallest aligned-line headchar-lower tailchar-comma
I-Footnote	Hirohito, Akihito, and Taisho are all considered correct answers	page=6 xpos=0 ypos=9 left-column full-justified font-smallest aligned-line headchar-capital
I-Footnote	based on the reference corpus.	page=6 xpos=0 ypos=9 left-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period column-bottom
I-Body	tured text and structured databases for question answer-	page=6 xpos=5 ypos=0 right-column full-justified column-top headchar-lower tailchar-hiphen
I-Body	ing. However, the approaches taken by both these sys-	page=6 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tems differ from ours in that they enforce an order be-	page=6 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tween the two strategies by attempting to locate answers	page=6 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	in structured databases first for select question types and	page=6 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower
I-Body	falling back to unstructured text when the former fails,	page=6 xpos=5 ypos=0 right-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	while we explore both options in parallel and combine	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower
E-Body	the results from multiple answering agents.	page=6 xpos=5 ypos=1 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-line-space
B-Body	The multi-agent approach to question answering most	page=6 xpos=5 ypos=1 right-column left-indent indented-line longer-tail line-space headchar-capital
I-Body	similar to ours is that by Burger et al. (2003). They	page=6 xpos=5 ypos=1 right-column full-justified hanged-line year headchar-lower
I-Body	applied ensemble methods to combine the 67 runs sub-	page=6 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	mitted to the TREC 11 QA track, using an unweighted	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	centroid method for selecting among the 67 proposed an-	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	swers for each question. However, their combined sys-	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tem did not outperform the top scoring system(s). Fur-	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	thermore, their approach differs from ours in that they fo-	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	cused on combining the end results of a large number of	page=6 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Body	systems, while we investigated a tightly-coupled design	page=6 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
E-Body	for combining two answering agents.	page=6 xpos=5 ypos=3 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-SectionHeader	7 Conclusions	page=6 xpos=5 ypos=3 right-column right-indent font-largest aligned-line shorter-tail line-blank-line line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	In this paper, we introduced a multi-strategy and multi-	page=6 xpos=5 ypos=4 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	source approach to question answering that enables com-	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	bination of answering agents adopting different strategies	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
I-Body	and consulting multiple knowledge sources. In partic-	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ular, we focused on two answering agents, one adopt-	page=6 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ing a knowledge-based approach and one using statistical	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	methods. We discussed our answer resolution component	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	which employs a multi-level combination algorithm that	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	allows for resolution at the question, passage, and answer	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	levels. Best performance using the % correct metric was	page=6 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	achieved by the three-level algorithm that combines af-	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ter each stage, while highest average precision was ob-	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tained by a two-level algorithm merging at the question	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	and answer levels, supporting a tightly-coupled design	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	for multi-agent question answering. Our experiments	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	showed that our best performing algorithms achieved a	page=6 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower
I-Body	35.0% relative improvement in the number of correct an-	page=6 xpos=5 ypos=7 right-column full-justified aligned-line tailchar-hiphen
I-Body	swers and a 32.8% improvement in average precision on	page=6 xpos=5 ypos=7 right-column full-justified aligned-line headchar-lower
E-Body	a previously unseen test set.	page=6 xpos=5 ypos=7 right-column right-indent aligned-line shorter-tail itemization headchar-lower tailchar-period above-blank-line above-double-space above-line-space
AcknowledgementHeader	Acknowledgments	page=6 xpos=5 ypos=7 right-column right-indent font-largest aligned-line shorter-tail line-blank-line line-double-space line-space string-acknowledgement headchar-capital above-double-space above-line-space
B-Acknowledgement	We would like to thank Dave Ferrucci, Chris Welty, and	page=6 xpos=5 ypos=8 right-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Acknowledgement	Salim Roukos for helpful discussions, Diane Litman and	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-capital
I-Acknowledgement	the anonymous reviewers for their comments on an ear-	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Acknowledgement	lier draft of this paper. This work was supported in	page=6 xpos=5 ypos=8 right-column full-justified aligned-line headchar-lower
I-Acknowledgement	part by the Advanced Research and Development Ac-	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Acknowledgement	tivity (ARDA)’s Advanced Question Answering for In-	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Acknowledgement	telligence (AQUAINT) Program under contract number	page=6 xpos=5 ypos=9 right-column full-justified aligned-line headchar-lower
E-Acknowledgement	MDA904-01-C-0988.	page=6 xpos=5 ypos=9 right-column right-indent aligned-line shorter-tail headchar-capital tailchar-period page-bottom
ReferenceHeader	References	page=7 xpos=0 ypos=0 left-column right-indent font-largest page-top string-reference headchar-capital above-double-space above-line-space
B-Reference	Adam L. Berger, Vincent Della Pietra, and Stephen Della	page=7 xpos=0 ypos=0 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Reference	Pietra. 1996. A maximum entropy approach to nat-	page=7 xpos=0 ypos=0 left-column left-indent indented-line year headchar-capital tailchar-hiphen
I-Reference	ural language processing. Computational Linguistics,	page=7 xpos=0 ypos=0 left-column left-indent aligned-line headchar-lower tailchar-comma
I-Reference	22(1):39–71.	page=7 xpos=0 ypos=0 left-column left-indent right-indent aligned-line shorter-tail tailchar-period above-double-space above-line-space
B-Reference	Eric Brill and Jun Wu. 1998. Classifier combination for	page=7 xpos=0 ypos=1 left-column full-justified hanged-line longer-tail line-double-space line-space year headchar-capital
I-Reference	improved lexical disambiguation. In Proceedings of	page=7 xpos=0 ypos=1 left-column left-indent indented-line headchar-lower
I-Reference	the 36th Annual Meeting of the Association for Com-	page=7 xpos=0 ypos=1 left-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Reference	putational Linguistics, pages 191–195.	page=7 xpos=0 ypos=1 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	John D. Burger, Lisa Ferro, Warren Greiff, John Hender-	page=7 xpos=0 ypos=1 left-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Reference	son, Marc Light, and Scott Mardis. 2003. MITRE’s	page=7 xpos=0 ypos=2 left-column left-indent indented-line year headchar-lower
I-Reference	Qanda at TREC-11. In Proceedings of the Eleventh	page=7 xpos=0 ypos=2 left-column left-indent aligned-line headchar-capital
I-Reference	Text Retrieval Conference. To appear.	page=7 xpos=0 ypos=2 left-column left-indent right-indent aligned-line shorter-tail headchar-capital tailchar-period above-double-space above-line-space
B-Reference	Jennifer Chu-Carroll, David Ferrucci, John Prager, and	page=7 xpos=0 ypos=2 left-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital
I-Reference	Christopher Welty. 2003a. Hybridization in ques-	page=7 xpos=0 ypos=2 left-column left-indent indented-line year headchar-capital tailchar-hiphen
I-Reference	tion answering systems. In Working Notes of the AAAI	page=7 xpos=0 ypos=3 left-column left-indent aligned-line headchar-lower
I-Reference	Spring Symposium on New Directions in Question An-	page=7 xpos=0 ypos=3 left-column left-indent aligned-line headchar-capital tailchar-hiphen
I-Reference	swering, pages 116–121.	page=7 xpos=0 ypos=3 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Jennifer Chu-Carroll, John Prager, Christopher Welty,	page=7 xpos=0 ypos=3 left-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital tailchar-comma
I-Reference	Krzysztof Czuba, and David Ferrucci. 2003b. A	page=7 xpos=0 ypos=3 left-column left-indent indented-line year headchar-capital
I-Reference	multi-strategy and multi-source approach to question	page=7 xpos=0 ypos=4 left-column left-indent aligned-line headchar-lower
I-Reference	answering. In Proceedings of the Eleventh Text Re-	page=7 xpos=0 ypos=4 left-column left-indent aligned-line headchar-lower tailchar-hiphen
I-Reference	trieval Conference. To appear.	page=7 xpos=0 ypos=4 left-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-double-space above-line-space
B-Reference	Charles Clarke, Gordon Cormack, and Thomas Lynam.	page=7 xpos=0 ypos=4 left-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital tailchar-period
